DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-02-03 00:00:00;8;3;0;1;1;6;9;4;2;5;0;0
2020-02-03 00:15:00;8;5;0;1;3;9;3;2;9;2;0;0
2020-02-03 00:30:00;3;2;2;1;3;10;9;6;8;4;0;0
2020-02-03 00:45:00;1;3;0;1;3;9;10;6;9;5;0;0
2020-02-03 01:00:00;5;2;0;1;2;4;5;4;8;2;0;0
2020-02-03 01:15:00;3;1;1;0;1;2;6;2;4;1;0;0
2020-02-03 01:30:00;5;8;1;0;1;5;3;1;8;3;0;0
2020-02-03 01:45:00;3;6;1;0;0;8;3;2;5;3;0;0
2020-02-03 02:00:00;7;5;0;1;1;0;4;2;5;1;0;0
2020-02-03 02:15:00;1;3;1;1;2;1;3;1;9;2;0;0
2020-02-03 02:30:00;4;1;1;0;1;3;6;2;7;5;0;0
2020-02-03 02:45:00;5;7;0;1;1;0;1;1;6;2;0;0
2020-02-03 03:00:00;8;3;0;0;0;1;5;4;4;1;0;0
2020-02-03 03:15:00;2;1;0;0;0;1;4;3;5;3;0;0
2020-02-03 03:30:00;1;2;2;0;1;0;5;5;3;3;0;0
2020-02-03 03:45:00;3;3;2;2;2;4;4;3;5;1;0;0
2020-02-03 04:00:00;8;3;2;2;2;4;6;7;4;6;0;0
2020-02-03 04:15:00;10;8;1;2;3;12;14;5;9;2;0;0
2020-02-03 04:30:00;15;14;1;0;1;12;14;10;10;6;0;0
2020-02-03 04:45:00;29;9;1;3;5;11;7;3;11;3;0;0
2020-02-03 05:00:00;27;21;2;5;7;30;24;7;21;7;0;0
2020-02-03 05:15:00;53;26;4;8;11;39;34;11;32;2;0;0
2020-02-03 05:30:00;51;20;0;9;8;43;40;17;51;12;0;0
2020-02-03 05:45:00;37;24;1;3;8;65;64;26;48;11;4;3
2020-02-03 06:00:00;51;22;5;12;13;69;79;36;35;22;2;2
2020-02-03 06:15:00;57;23;2;4;4;89;80;52;45;29;2;8
2020-02-03 06:30:00;61;24;4;9;10;123;145;63;73;37;5;1
2020-02-03 06:45:00;56;32;5;9;18;153;148;74;90;15;3;6
2020-02-03 07:00:00;65;49;0;21;26;187;172;80;74;19;4;8
2020-02-03 07:15:00;81;33;5;27;33;235;143;140;63;36;5;11
2020-02-03 07:30:00;69;37;7;26;31;229;145;114;78;28;3;3
2020-02-03 07:45:00;100;62;4;17;29;186;107;103;102;31;8;4
2020-02-03 08:00:00;69;47;10;16;15;154;144;88;74;19;1;0
2020-02-03 08:15:00;60;36;3;16;23;133;111;81;76;28;2;15
2020-02-03 08:30:00;63;44;2;9;11;134;121;67;63;15;5;11
2020-02-03 08:45:00;78;33;3;15;19;114;98;71;77;21;10;3
2020-02-03 09:00:00;52;32;4;11;12;83;78;47;63;11;0;2
2020-02-03 09:15:00;69;37;5;9;13;97;86;46;50;18;1;48
2020-02-03 09:30:00;55;25;7;13;15;100;86;49;62;13;4;4
2020-02-03 09:45:00;80;44;5;13;18;86;87;51;74;15;0;0
2020-02-03 10:00:00;64;37;6;13;22;65;67;54;66;21;5;7
2020-02-03 10:15:00;65;45;3;9;13;74;73;53;67;18;4;1
2020-02-03 10:30:00;71;39;10;15;20;67;78;48;62;13;1;5
2020-02-03 10:45:00;67;41;6;12;19;66;65;41;63;9;2;1
2020-02-03 11:00:00;77;38;10;10;16;62;53;38;75;29;1;4
2020-02-03 11:15:00;82;45;4;14;22;75;74;49;62;23;2;9
2020-02-03 11:30:00;67;66;7;11;17;76;66;56;63;24;4;18
2020-02-03 11:45:00;70;40;6;19;19;68;68;58;71;15;9;9
