DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2019-08-13 00:00:00;27;13;3;5;5;9;28;8;11;0;0;0
2019-08-13 00:15:00;23;13;1;4;8;16;21;8;17;0;0;0
2019-08-13 00:30:00;14;6;0;1;7;9;15;7;13;1;0;2
2019-08-13 00:45:00;8;4;1;2;6;10;7;6;8;0;0;0
2019-08-13 01:00:00;16;6;1;2;8;8;16;9;11;0;0;0
2019-08-13 01:15:00;11;3;0;1;1;6;12;1;5;0;0;0
2019-08-13 01:30:00;20;9;1;2;5;5;22;6;5;0;0;1
2019-08-13 01:45:00;11;8;0;0;8;11;11;5;12;0;0;0
2019-08-13 02:00:00;11;6;1;3;0;4;11;3;4;0;0;2
2019-08-13 02:15:00;5;3;0;0;6;3;5;6;8;0;0;0
2019-08-13 02:30:00;7;5;1;3;4;2;7;3;5;0;0;0
2019-08-13 02:45:00;7;4;0;2;6;9;8;8;11;0;0;1
2019-08-13 03:00:00;10;8;0;2;2;4;11;3;5;1;0;0
2019-08-13 03:15:00;7;5;1;0;4;4;6;6;6;1;0;0
2019-08-13 03:30:00;8;4;1;2;3;4;8;6;6;0;0;0
2019-08-13 03:45:00;9;3;0;1;5;4;9;6;6;0;0;0
2019-08-13 04:00:00;14;8;0;0;5;5;14;7;6;0;0;0
2019-08-13 04:15:00;17;6;0;1;6;8;18;5;9;0;0;0
2019-08-13 04:30:00;20;14;0;1;5;12;19;11;12;0;0;1
2019-08-13 04:45:00;35;22;0;2;6;11;35;10;12;0;0;0
2019-08-13 05:00:00;39;13;2;3;23;20;39;23;21;0;0;2
2019-08-13 05:15:00;55;25;1;4;20;29;57;26;27;0;0;2
2019-08-13 05:30:00;75;19;10;5;32;55;75;39;44;3;1;6
2019-08-13 05:45:00;72;17;5;5;53;75;73;52;62;0;0;4
2019-08-13 06:00:00;91;21;3;10;50;75;94;49;67;0;0;4
2019-08-13 06:15:00;105;24;6;13;78;111;113;78;93;1;0;3
2019-08-13 06:30:00;174;30;8;11;105;152;185;97;146;1;0;9
2019-08-13 06:45:00;140;35;3;19;107;156;151;93;137;1;0;10
2019-08-13 07:00:00;131;30;9;21;100;136;141;86;131;0;1;17
2019-08-13 07:15:00;145;44;12;13;103;157;169;106;139;1;0;16
2019-08-13 07:30:00;152;39;12;18;106;179;181;102;149;4;1;14
2019-08-13 07:45:00;176;33;16;21;107;158;197;99;143;3;1;21
2019-08-13 08:00:00;144;30;19;31;96;133;156;102;130;3;1;11
