DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-11-21 00:00:00;9;9;15;5;0;0
2019-11-21 00:15:00;17;13;15;13;0;0
2019-11-21 00:30:00;10;10;9;4;0;0
2019-11-21 00:45:00;14;9;13;7;0;0
2019-11-21 01:00:00;10;10;13;9;0;0
2019-11-21 01:15:00;13;12;11;11;0;0
2019-11-21 01:30:00;12;10;9;9;0;0
2019-11-21 01:45:00;12;6;6;6;0;0
2019-11-21 02:00:00;10;7;11;6;0;0
2019-11-21 02:15:00;10;5;9;4;0;0
2019-11-21 02:30:00;15;9;11;8;0;0
2019-11-21 02:45:00;10;8;8;8;0;0
2019-11-21 03:00:00;13;7;11;8;0;0
2019-11-21 03:15:00;11;5;9;8;0;0
2019-11-21 03:30:00;6;7;7;6;0;0
2019-11-21 03:45:00;11;11;20;13;0;0
2019-11-21 04:00:00;17;13;12;8;0;0
2019-11-21 04:15:00;17;15;22;17;0;0
2019-11-21 04:30:00;23;12;31;17;0;0
2019-11-21 04:45:00;34;24;68;36;0;0
2019-11-21 05:00:00;42;42;114;98;0;0
2019-11-21 05:15:00;35;48;154;139;2;0
2019-11-21 05:30:00;77;78;159;188;0;0
2019-11-21 05:45:00;112;156;124;148;0;0
2019-11-21 06:00:00;149;185;159;191;0;0
2019-11-21 06:15:00;99;156;139;161;0;0
2019-11-21 06:30:00;98;126;156;185;2;0
2019-11-21 06:45:00;89;123;111;119;2;0
2019-11-21 07:00:00;90;110;116;134;11;0
2019-11-21 07:15:00;80;106;97;112;14;0
2019-11-21 07:30:00;80;113;57;71;16;2
2019-11-21 07:45:00;88;116;83;132;4;0
2019-11-21 08:00:00;97;98;70;111;8;0
2019-11-21 08:15:00;97;121;105;113;3;1
2019-11-21 08:30:00;94;100;97;126;9;22
2019-11-21 08:45:00;92;119;88;124;1;0
2019-11-21 09:00:00;94;99;74;149;7;0
2019-11-21 09:15:00;91;90;97;111;11;0
2019-11-21 09:30:00;104;118;124;130;7;2
2019-11-21 09:45:00;101;135;109;143;17;1
2019-11-21 10:00:00;97;104;100;112;1;0
2019-11-21 10:15:00;118;120;94;110;17;6
2019-11-21 10:30:00;106;140;121;111;9;0
2019-11-21 10:45:00;121;144;103;121;19;0
2019-11-21 11:00:00;114;145;120;103;1;0
2019-11-21 11:15:00;102;129;104;112;21;5
2019-11-21 11:30:00;117;141;117;105;9;0
2019-11-21 11:45:00;93;108;97;89;1;0
2019-11-21 12:00:00;120;158;117;104;6;1
2019-11-21 12:15:00;118;151;125;124;11;0
2019-11-21 12:30:00;115;145;109;131;4;0
2019-11-21 12:45:00;113;126;126;101;23;1
2019-11-21 13:00:00;124;155;110;137;8;1
2019-11-21 13:15:00;141;158;162;184;6;5
2019-11-21 13:30:00;125;139;142;174;13;0
2019-11-21 13:45:00;146;171;111;139;8;0
2019-11-21 14:00:00;157;189;94;111;12;2
2019-11-21 14:15:00;179;208;122;126;6;5
2019-11-21 14:30:00;184;220;92;105;21;0
2019-11-21 14:45:00;178;205;130;124;40;0
2019-11-21 15:00:00;190;203;96;109;20;1
2019-11-21 15:15:00;174;208;110;106;10;0
2019-11-21 15:30:00;158;176;122;111;22;0
2019-11-21 15:45:00;166;208;106;128;7;1
2019-11-21 16:00:00;171;190;113;114;32;16
2019-11-21 16:15:00;173;212;118;123;41;0
2019-11-21 16:30:00;183;212;123;120;19;0
2019-11-21 16:45:00;143;170;102;109;38;0
2019-11-21 17:00:00;162;192;129;143;11;0
2019-11-21 17:15:00;192;220;162;150;5;1
2019-11-21 17:30:00;153;198;107;102;18;0
2019-11-21 17:45:00;166;235;123;137;7;0
2019-11-21 18:00:00;137;186;110;105;5;2
2019-11-21 18:15:00;133;187;107;109;0;54
2019-11-21 18:30:00;96;135;98;87;2;0
2019-11-21 18:45:00;146;155;90;85;14;0
2019-11-21 19:00:00;115;138;83;84;7;0
2019-11-21 19:15:00;104;114;81;82;12;0
2019-11-21 19:30:00;78;94;72;60;8;0
2019-11-21 19:45:00;81;89;58;61;3;0
2019-11-21 20:00:00;84;104;65;67;0;0
2019-11-21 20:15:00;69;78;60;57;0;0
2019-11-21 20:30:00;51;52;52;46;0;0
2019-11-21 20:45:00;45;53;88;69;7;4
2019-11-21 21:00:00;47;43;112;113;0;0
2019-11-21 21:15:00;47;45;115;141;1;0
2019-11-21 21:30:00;62;65;71;64;0;0
2019-11-21 21:45:00;108;130;49;39;0;0
2019-11-21 22:00:00;124;171;45;16;0;0
2019-11-21 22:15:00;95;101;49;36;0;0
2019-11-21 22:30:00;57;53;29;26;0;0
2019-11-21 22:45:00;39;31;28;20;0;0
2019-11-21 23:00:00;32;29;28;17;0;0
2019-11-21 23:15:00;19;19;25;20;0;0
2019-11-21 23:30:00;10;14;23;13;0;0
2019-11-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
