DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-08-25 00:00:00;3;4;3;2;2;6;8;6
2020-08-25 00:15:00;5;6;3;8;7;12;13;5
2020-08-25 00:30:00;10;7;1;3;4;5;9;4
2020-08-25 00:45:00;2;5;1;3;3;4;13;3
2020-08-25 01:00:00;6;11;2;0;0;2;12;7
2020-08-25 01:15:00;0;7;3;3;4;6;7;3
2020-08-25 01:30:00;3;13;16;2;1;3;7;2
2020-08-25 01:45:00;5;5;5;4;5;9;3;4
2020-08-25 02:00:00;6;4;2;2;2;4;6;6
2020-08-25 02:15:00;5;6;3;3;2;4;2;4
2020-08-25 02:30:00;5;5;2;4;5;7;3;0
2020-08-25 02:45:00;11;9;3;1;1;3;11;8
2020-08-25 03:00:00;5;4;4;2;2;4;8;4
2020-08-25 03:15:00;4;3;1;2;1;3;12;5
2020-08-25 03:30:00;4;6;1;0;0;3;5;3
2020-08-25 03:45:00;8;5;3;6;4;7;9;3
2020-08-25 04:00:00;7;5;5;1;0;4;4;1
2020-08-25 04:15:00;13;2;4;7;2;10;10;5
2020-08-25 04:30:00;13;3;7;5;4;9;8;1
2020-08-25 04:45:00;15;11;7;12;11;18;17;5
2020-08-25 05:00:00;20;11;12;9;11;16;21;7
2020-08-25 05:15:00;24;24;27;25;21;36;34;14
2020-08-25 05:30:00;37;33;25;14;16;38;25;22
2020-08-25 05:45:00;47;40;40;41;32;74;39;32
2020-08-25 06:00:00;39;36;38;22;26;60;42;38
2020-08-25 06:15:00;39;42;43;48;58;86;47;35
2020-08-25 06:30:00;55;58;38;62;52;134;61;46
2020-08-25 06:45:00;64;74;49;69;105;189;71;70
2020-08-25 07:00:00;59;57;51;63;63;130;69;83
2020-08-25 07:15:00;60;57;46;57;74;166;76;89
2020-08-25 07:30:00;56;58;46;114;104;176;71;67
2020-08-25 07:45:00;72;67;65;71;103;185;60;62
2020-08-25 08:00:00;48;61;37;67;75;146;66;61
2020-08-25 08:15:00;63;76;45;89;67;130;66;59
2020-08-25 08:30:00;65;75;40;42;59;119;60;67
2020-08-25 08:45:00;62;72;33;82;74;142;60;60
2020-08-25 09:00:00;78;80;37;35;57;108;60;63
2020-08-25 09:15:00;68;69;40;72;67;114;66;67
2020-08-25 09:30:00;75;67;32;41;53;98;78;90
2020-08-25 09:45:00;69;66;45;85;68;120;61;65
2020-08-25 10:00:00;80;60;38;69;46;97;64;71
2020-08-25 10:15:00;77;85;35;33;52;98;78;85
2020-08-25 10:30:00;88;81;28;77;73;105;79;88
2020-08-25 10:45:00;79;71;44;44;54;112;72;72
2020-08-25 11:00:00;66;57;34;45;50;99;69;70
2020-08-25 11:15:00;83;88;40;40;47;95;80;82
2020-08-25 11:30:00;78;84;38;44;49;103;77;77
2020-08-25 11:45:00;88;75;30;42;52;108;83;89
2020-08-25 12:00:00;73;74;43;46;58;120;68;80
2020-08-25 12:15:00;64;67;33;63;56;104;66;67
2020-08-25 12:30:00;67;71;33;39;53;111;66;76
2020-08-25 12:45:00;83;78;31;65;47;97;68;81
2020-08-25 13:00:00;64;75;33;49;55;106;67;81
2020-08-25 13:15:00;82;90;36;36;61;109;82;89
2020-08-25 13:30:00;81;77;32;53;50;100;78;77
2020-08-25 13:45:00;78;85;34;44;57;116;86;91
2020-08-25 14:00:00;83;104;30;99;69;112;79;70
2020-08-25 14:15:00;86;92;32;44;58;110;86;87
2020-08-25 14:30:00;95;84;48;85;71;144;87;92
2020-08-25 14:45:00;80;81;33;123;62;123;84;93
2020-08-25 15:00:00;82;105;34;52;62;123;91;113
2020-08-25 15:15:00;89;94;46;61;53;121;88;96
2020-08-25 15:30:00;89;104;48;47;70;130;93;120
