DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-11-16 00:00:00;0;4;2;9;5;0;0
2020-11-16 00:15:00;0;11;6;6;8;3;3
2020-11-16 00:30:00;0;5;4;5;7;0;0
2020-11-16 00:45:00;0;2;0;1;3;0;0
2020-11-16 01:00:00;0;2;1;6;2;0;0
2020-11-16 01:15:00;0;2;1;2;2;0;0
2020-11-16 01:30:00;0;3;1;2;2;0;0
2020-11-16 01:45:00;0;3;1;7;2;0;0
2020-11-16 02:00:00;0;2;1;0;1;0;0
2020-11-16 02:15:00;0;2;2;7;1;0;0
2020-11-16 02:30:00;0;2;3;3;3;0;0
2020-11-16 02:45:00;0;5;2;5;1;0;0
2020-11-16 03:00:00;0;3;2;3;2;0;0
2020-11-16 03:15:00;0;5;4;4;2;0;0
2020-11-16 03:30:00;0;3;1;6;3;0;0
2020-11-16 03:45:00;0;3;2;4;4;0;0
2020-11-16 04:00:00;0;6;2;4;2;0;0
2020-11-16 04:15:00;0;4;0;15;8;0;0
2020-11-16 04:30:00;0;14;4;14;8;0;0
2020-11-16 04:45:00;0;29;14;25;10;0;0
2020-11-16 05:00:00;0;54;49;33;22;0;0
2020-11-16 05:15:00;1;66;70;30;22;0;0
2020-11-16 05:30:00;0;63;73;44;20;1;1
2020-11-16 05:45:00;3;55;53;38;40;2;2
2020-11-16 06:00:00;10;57;51;50;41;4;4
2020-11-16 06:15:00;13;78;78;52;49;5;5
2020-11-16 06:30:00;0;111;119;63;67;6;6
2020-11-16 06:45:00;12;90;114;73;74;4;4
2020-11-16 07:00:00;4;115;128;64;54;5;4
2020-11-16 07:15:00;17;136;170;91;77;8;9
2020-11-16 07:30:00;35;186;167;98;121;4;4
2020-11-16 07:45:00;34;160;148;129;128;6;5
2020-11-16 08:00:00;34;99;100;111;101;6;7
2020-11-16 08:15:00;31;102;91;89;93;2;2
2020-11-16 08:30:00;129;96;93;102;97;6;6
2020-11-16 08:45:00;52;76;79;96;89;3;3
2020-11-16 09:00:00;1;97;92;90;94;4;4
2020-11-16 09:15:00;21;98;91;109;88;4;4
2020-11-16 09:30:00;5;101;100;93;102;5;5
2020-11-16 09:45:00;27;115;97;119;91;2;2
2020-11-16 10:00:00;16;94;94;118;101;3;3
2020-11-16 10:15:00;7;100;97;125;112;3;3
2020-11-16 10:30:00;12;91;88;97;106;4;4
2020-11-16 10:45:00;14;109;96;132;118;4;4
2020-11-16 11:00:00;8;97;90;111;103;3;3
2020-11-16 11:15:00;15;96;85;112;119;4;3
2020-11-16 11:30:00;5;96;84;116;117;5;6
2020-11-16 11:45:00;19;101;107;115;116;4;4
2020-11-16 12:00:00;17;79;83;110;104;3;3
2020-11-16 12:15:00;35;107;97;126;126;3;2
2020-11-16 12:30:00;10;97;95;123;147;4;5
2020-11-16 12:45:00;59;104;93;93;116;4;4
2020-11-16 13:00:00;67;124;107;120;135;4;4
2020-11-16 13:15:00;7;113;112;108;121;10;9
2020-11-16 13:30:00;54;122;105;103;130;6;7
2020-11-16 13:45:00;8;96;97;127;128;2;2
2020-11-16 14:00:00;16;98;98;117;135;4;4
2020-11-16 14:15:00;4;99;96;129;148;3;3
2020-11-16 14:30:00;14;103;111;130;156;7;7
2020-11-16 14:45:00;7;110;95;142;155;2;2
2020-11-16 15:00:00;7;88;86;149;189;5;5
2020-11-16 15:15:00;7;106;105;147;152;3;3
2020-11-16 15:30:00;8;122;96;143;164;6;6
2020-11-16 15:45:00;37;107;116;151;166;4;4
2020-11-16 16:00:00;85;130;119;136;162;3;3
2020-11-16 16:15:00;11;109;105;157;213;4;4
2020-11-16 16:30:00;12;107;110;139;181;5;5
2020-11-16 16:45:00;45;106;103;164;189;4;4
2020-11-16 17:00:00;51;114;115;142;170;4;4
2020-11-16 17:15:00;9;103;90;151;182;3;3
2020-11-16 17:30:00;57;101;92;132;155;5;5
2020-11-16 17:45:00;63;92;86;131;118;4;4
2020-11-16 18:00:00;9;80;66;110;100;4;4
2020-11-16 18:15:00;22;91;80;110;109;3;3
2020-11-16 18:30:00;1;76;54;96;97;4;4
2020-11-16 18:45:00;4;63;61;91;93;4;3
2020-11-16 19:00:00;7;56;48;91;73;3;4
2020-11-16 19:15:00;2;45;46;63;48;4;4
2020-11-16 19:30:00;6;42;33;70;47;4;4
2020-11-16 19:45:00;4;48;39;50;42;2;2
2020-11-16 20:00:00;4;43;40;58;34;3;3
2020-11-16 20:15:00;0;32;28;49;32;2;2
2020-11-16 20:30:00;1;44;35;46;32;3;3
2020-11-16 20:45:00;1;37;39;33;28;1;1
2020-11-16 21:00:00;0;44;48;43;23;4;4
2020-11-16 21:15:00;5;30;34;27;19;1;1
2020-11-16 21:30:00;0;26;23;24;25;1;1
2020-11-16 21:45:00;0;13;14;40;43;1;1
2020-11-16 22:00:00;0;17;7;60;48;2;2
2020-11-16 22:15:00;0;20;14;43;38;1;1
2020-11-16 22:30:00;0;23;12;22;19;2;2
2020-11-16 22:45:00;0;13;3;15;13;1;1
2020-11-16 23:00:00;0;18;9;16;8;2;2
2020-11-16 23:15:00;0;24;10;13;8;1;1
2020-11-16 23:30:00;0;11;6;8;3;1;1
2020-11-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
