DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-07-20 00:00:00;3;1;3;3;3;1;1;0;5;0;0;0;0;0;0
2020-07-20 00:15:00;11;2;3;0;0;2;2;0;5;0;0;0;0;0;0
2020-07-20 00:30:00;2;3;2;2;2;2;2;0;8;0;0;0;0;0;0
2020-07-20 00:45:00;0;2;4;2;2;2;2;0;6;0;0;0;0;0;0
2020-07-20 01:00:00;1;0;0;2;2;2;0;0;4;0;0;0;0;0;0
2020-07-20 01:15:00;7;0;2;0;0;0;0;0;5;0;0;0;0;0;0
2020-07-20 01:30:00;3;1;3;4;4;1;1;0;5;0;0;0;0;0;0
2020-07-20 01:45:00;4;0;1;0;0;0;0;0;2;0;0;0;0;0;0
2020-07-20 02:00:00;2;0;2;2;2;2;1;0;1;0;0;0;0;0;0
2020-07-20 02:15:00;6;1;2;1;1;0;0;0;2;0;0;0;0;0;0
2020-07-20 02:30:00;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-20 02:45:00;5;0;2;0;0;0;0;0;2;0;0;0;0;0;0
2020-07-20 03:00:00;1;0;0;1;1;0;0;0;4;0;0;0;0;0;0
2020-07-20 03:15:00;2;1;1;3;3;2;0;0;2;0;0;0;0;0;0
2020-07-20 03:30:00;3;2;4;1;1;0;1;0;2;0;0;0;0;0;0
2020-07-20 03:45:00;3;1;2;4;4;2;0;0;2;0;0;0;0;0;0
2020-07-20 04:00:00;5;2;3;1;1;0;0;0;1;0;0;0;0;0;0
2020-07-20 04:15:00;8;4;9;6;6;1;0;0;1;0;0;0;0;0;0
2020-07-20 04:30:00;7;7;10;3;3;0;0;0;2;0;0;0;0;0;0
2020-07-20 04:45:00;6;11;14;5;4;6;5;1;3;0;0;0;0;0;0
2020-07-20 05:00:00;10;43;32;4;4;3;0;4;13;0;0;0;0;0;0
2020-07-20 05:15:00;10;121;116;7;7;2;1;8;23;0;0;0;0;0;0
2020-07-20 05:30:00;17;73;72;13;11;4;4;3;62;0;0;0;0;0;0
2020-07-20 05:45:00;39;45;46;10;11;2;1;1;65;0;0;0;0;0;0
2020-07-20 06:00:00;39;47;45;6;6;1;0;1;39;0;0;0;1;0;0
2020-07-20 06:15:00;43;37;37;18;17;5;4;3;64;0;0;0;1;0;0
2020-07-20 06:30:00;59;66;59;18;19;6;6;1;79;0;0;0;0;0;0
2020-07-20 06:45:00;67;55;55;17;16;6;5;5;94;0;0;0;0;0;0
2020-07-20 07:00:00;79;41;42;13;16;8;9;4;76;0;0;0;1;0;0
2020-07-20 07:15:00;94;53;52;14;14;3;3;8;93;0;0;0;0;0;0
2020-07-20 07:30:00;116;65;62;18;24;13;14;8;107;0;0;0;0;0;0
2020-07-20 07:45:00;119;65;69;29;29;14;16;16;116;0;0;1;0;0;0
2020-07-20 08:00:00;78;44;45;23;26;11;13;7;91;0;0;0;0;0;0
2020-07-20 08:15:00;76;46;51;35;33;16;20;13;98;0;0;0;0;0;0
2020-07-20 08:30:00;97;40;43;30;30;23;24;8;86;0;0;0;0;0;0
2020-07-20 08:45:00;100;22;24;27;29;10;10;9;82;0;0;3;0;0;0
2020-07-20 09:00:00;73;23;30;22;25;6;6;6;72;0;0;0;0;0;0
2020-07-20 09:15:00;86;27;28;25;28;14;14;11;74;0;0;2;0;0;0
2020-07-20 09:30:00;104;26;32;31;30;27;28;7;61;0;0;0;0;0;0
2020-07-20 09:45:00;91;32;32;29;32;20;21;10;75;0;0;0;2;0;0
2020-07-20 10:00:00;74;33;35;18;17;23;23;2;77;0;0;5;0;0;0
2020-07-20 10:15:00;90;15;24;29;31;13;15;6;82;0;0;1;0;0;0
2020-07-20 10:30:00;88;27;28;24;27;16;17;8;80;0;0;1;2;0;0
2020-07-20 10:45:00;74;23;25;30;30;15;13;8;77;0;0;1;1;0;0
2020-07-20 11:00:00;84;19;22;33;33;18;18;8;74;0;0;1;0;0;0
2020-07-20 11:15:00;91;23;28;31;36;20;22;6;84;0;0;0;2;0;0
2020-07-20 11:30:00;99;29;29;35;34;26;27;7;94;0;0;0;0;0;0
2020-07-20 11:45:00;92;36;43;33;35;14;15;10;79;0;0;0;3;0;0
2020-07-20 12:00:00;101;19;20;31;40;18;19;5;81;0;0;0;0;0;0
2020-07-20 12:15:00;80;31;32;28;33;20;19;5;75;0;0;1;3;0;0
2020-07-20 12:30:00;81;34;36;27;28;17;19;5;64;0;0;0;2;0;0
2020-07-20 12:45:00;85;30;29;34;33;19;22;9;90;0;0;0;1;0;0
2020-07-20 13:00:00;88;36;33;31;32;17;17;8;72;0;0;0;0;0;0
2020-07-20 13:15:00;83;67;67;33;36;14;15;8;68;0;0;1;1;0;0
2020-07-20 13:30:00;80;102;97;27;31;18;21;14;80;0;0;0;0;0;0
2020-07-20 13:45:00;85;72;62;43;49;23;25;10;78;0;0;1;4;0;0
2020-07-20 14:00:00;100;54;52;76;84;34;35;12;82;0;0;0;0;0;0
