DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2019-08-08 00:00:00;4;2;7;6;8;1;4;11;0;0;0;0;0;0;0
2019-08-08 00:15:00;7;3;7;4;14;1;7;10;0;0;0;0;0;0;0
2019-08-08 00:30:00;7;2;9;7;10;0;7;12;0;1;0;0;0;0;0
2019-08-08 00:45:00;3;7;4;7;6;2;6;16;0;0;0;0;0;0;0
2019-08-08 01:00:00;4;8;4;2;9;0;1;11;0;0;0;0;0;0;0
2019-08-08 01:15:00;4;5;8;5;7;0;3;12;0;0;0;0;0;0;0
2019-08-08 01:30:00;2;0;6;1;5;0;2;8;0;0;0;0;0;0;0
2019-08-08 01:45:00;6;2;6;2;4;1;4;9;0;0;0;0;0;0;0
2019-08-08 02:00:00;3;2;4;1;3;0;1;5;0;0;0;0;0;0;0
2019-08-08 02:15:00;3;3;7;5;3;0;2;15;0;0;0;0;0;0;0
2019-08-08 02:30:00;2;5;9;6;1;0;3;13;0;0;0;0;0;0;0
2019-08-08 02:45:00;6;2;4;1;5;1;2;5;0;0;0;0;0;0;0
2019-08-08 03:00:00;4;2;6;5;2;0;1;13;0;0;0;0;0;0;0
2019-08-08 03:15:00;4;3;5;3;2;1;0;10;0;0;0;0;0;0;0
2019-08-08 03:30:00;5;5;4;3;5;0;2;12;0;0;0;0;0;0;0
2019-08-08 03:45:00;4;3;6;9;4;1;3;11;0;0;0;0;0;0;0
2019-08-08 04:00:00;1;6;7;4;6;1;6;16;0;0;0;0;0;0;0
2019-08-08 04:15:00;2;4;6;3;1;1;3;10;0;0;1;0;0;0;0
2019-08-08 04:30:00;8;11;11;7;3;0;5;22;0;0;0;0;0;0;0
2019-08-08 04:45:00;9;14;6;6;7;0;4;18;0;0;0;0;0;0;0
2019-08-08 05:00:00;37;43;11;9;14;1;9;28;0;0;0;0;0;0;0
2019-08-08 05:15:00;33;81;15;11;19;0;13;50;0;1;0;0;1;0;0
2019-08-08 05:30:00;61;65;26;23;15;3;22;35;0;0;1;0;0;0;0
2019-08-08 05:45:00;73;67;32;28;15;2;26;37;0;0;0;0;0;0;0
2019-08-08 06:00:00;60;61;53;34;34;6;20;41;0;0;1;0;0;0;0
2019-08-08 06:15:00;106;71;38;42;37;4;22;37;0;0;0;0;0;0;0
2019-08-08 06:30:00;75;71;37;61;27;4;44;47;0;0;3;0;0;0;0
2019-08-08 06:45:00;84;79;43;67;30;1;64;34;0;0;0;0;0;0;0
2019-08-08 07:00:00;86;67;45;58;39;8;59;51;0;1;3;0;0;1;0
2019-08-08 07:15:00;103;54;70;63;35;2;61;40;0;0;2;3;0;0;0
2019-08-08 07:30:00;103;43;57;46;35;4;64;46;0;0;2;0;0;0;0
