DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-12-07 00:00:00;4;17;3;2;0;0;0;9;11;0;0;0;0;0
2019-12-07 00:15:00;13;24;4;5;1;3;3;11;22;0;0;0;0;0
2019-12-07 00:30:00;5;20;1;2;0;1;0;6;14;0;0;0;0;0
2019-12-07 00:45:00;10;15;3;5;0;0;0;3;11;0;0;0;0;0
2019-12-07 01:00:00;10;10;2;2;0;2;1;6;13;0;0;0;0;0
2019-12-07 01:15:00;4;15;3;5;0;1;0;8;13;0;0;0;0;0
2019-12-07 01:30:00;6;17;5;3;2;1;0;4;11;0;0;0;0;0
2019-12-07 01:45:00;8;10;2;1;2;1;0;4;10;0;0;0;0;0
2019-12-07 02:00:00;9;12;3;4;2;2;0;5;14;0;0;0;0;0
2019-12-07 02:15:00;4;15;3;1;0;1;1;2;5;0;0;0;0;0
2019-12-07 02:30:00;4;6;0;1;0;2;2;3;8;0;0;0;0;0
2019-12-07 02:45:00;4;7;2;1;0;0;0;0;3;0;0;0;0;0
2019-12-07 03:00:00;1;5;1;0;0;0;0;0;4;0;0;0;0;0
2019-12-07 03:15:00;5;7;1;0;4;1;0;4;7;0;0;0;0;0
2019-12-07 03:30:00;1;3;0;0;0;0;1;2;5;0;0;0;0;0
2019-12-07 03:45:00;2;6;3;1;2;1;0;1;5;0;0;0;0;0
2019-12-07 04:00:00;2;8;2;0;0;0;0;1;3;0;0;0;0;0
2019-12-07 04:15:00;4;5;0;3;0;0;1;4;9;0;0;0;0;0
2019-12-07 04:30:00;1;4;1;1;0;0;0;3;5;0;0;0;1;0
2019-12-07 04:45:00;2;4;2;3;0;0;1;4;4;0;0;0;0;0
2019-12-07 05:00:00;1;4;3;4;0;0;0;3;8;0;0;0;0;0
2019-12-07 05:15:00;11;14;7;7;2;1;1;12;22;0;0;0;0;0
2019-12-07 05:30:00;20;19;4;5;2;1;6;18;22;0;0;0;0;0
2019-12-07 05:45:00;37;64;7;5;4;5;5;3;7;0;0;0;0;0
2019-12-07 06:00:00;70;149;18;14;2;6;6;6;16;0;0;0;0;0
2019-12-07 06:15:00;20;46;6;6;3;0;1;18;11;0;0;0;0;0
2019-12-07 06:30:00;9;12;6;8;1;2;0;18;27;0;0;0;0;0
2019-12-07 06:45:00;16;21;4;4;0;0;0;13;14;0;0;0;0;0
2019-12-07 07:00:00;6;10;10;13;0;0;0;10;8;0;0;0;0;0
2019-12-07 07:15:00;14;11;7;8;4;1;0;13;11;0;0;0;1;0
2019-12-07 07:30:00;9;12;3;4;1;0;0;11;8;0;0;0;1;0
2019-12-07 07:45:00;14;14;3;4;0;1;0;10;14;0;0;0;0;0
2019-12-07 08:00:00;15;19;1;1;0;0;0;15;16;0;0;0;0;0
2019-12-07 08:15:00;18;24;18;1;4;0;0;18;18;0;0;0;0;0
2019-12-07 08:30:00;12;13;3;3;2;2;0;15;13;0;0;0;0;0
2019-12-07 08:45:00;22;22;0;0;2;0;0;19;14;0;0;0;0;0
2019-12-07 09:00:00;10;18;0;1;1;1;0;17;20;0;0;0;4;4
2019-12-07 09:15:00;24;34;8;10;1;1;0;10;10;0;0;0;0;0
2019-12-07 09:30:00;26;16;13;10;7;6;0;20;21;0;0;0;1;0
2019-12-07 09:45:00;33;36;1;1;7;3;1;15;16;0;0;0;4;7
2019-12-07 10:00:00;26;34;5;6;2;2;0;22;17;0;0;0;7;0
2019-12-07 10:15:00;28;32;2;4;5;6;0;24;31;0;0;0;0;0
2019-12-07 10:30:00;29;44;3;6;4;3;0;16;27;0;0;0;0;0
2019-12-07 10:45:00;47;46;7;6;5;1;0;28;26;0;0;0;3;5
2019-12-07 11:00:00;29;39;7;7;3;4;3;29;34;0;0;7;0;0
2019-12-07 11:15:00;26;46;12;8;6;2;0;33;24;0;0;0;0;0
2019-12-07 11:30:00;30;40;7;9;7;4;1;27;30;0;0;0;1;0
2019-12-07 11:45:00;30;53;5;10;4;2;1;35;32;1;0;0;0;0
2019-12-07 12:00:00;32;40;12;10;6;5;3;26;31;0;0;0;0;0
2019-12-07 12:15:00;37;55;12;11;6;3;1;20;23;0;0;0;0;0
2019-12-07 12:30:00;35;42;6;9;14;12;3;27;29;0;0;0;0;0
2019-12-07 12:45:00;41;55;9;10;19;8;0;17;32;0;0;0;1;7
2019-12-07 13:00:00;31;48;8;11;7;7;2;33;49;0;0;0;1;0
2019-12-07 13:15:00;24;44;7;5;10;7;0;30;20;0;0;0;2;0
2019-12-07 13:30:00;29;47;6;7;7;8;0;18;29;1;0;2;1;2
2019-12-07 13:45:00;38;51;6;13;11;6;3;16;29;0;0;0;0;0
2019-12-07 14:00:00;36;45;7;8;7;4;0;19;38;0;0;0;1;1
2019-12-07 14:15:00;34;47;6;6;11;14;1;22;17;0;0;0;1;0
2019-12-07 14:30:00;36;52;4;8;6;4;3;23;31;0;1;0;2;2
2019-12-07 14:45:00;36;52;3;7;1;7;0;21;21;0;0;0;1;0
2019-12-07 15:00:00;34;40;6;7;1;3;1;29;38;0;0;0;1;4
2019-12-07 15:15:00;25;43;3;3;4;2;1;21;25;0;0;0;3;1
2019-12-07 15:30:00;35;31;6;7;2;1;0;17;28;2;2;0;3;2
2019-12-07 15:45:00;34;34;6;7;6;2;0;16;28;0;0;0;1;0
2019-12-07 16:00:00;34;42;3;2;2;3;0;16;27;0;0;0;0;0
2019-12-07 16:15:00;40;61;5;6;4;5;2;11;27;1;0;0;0;0
2019-12-07 16:30:00;29;46;5;7;3;2;2;24;33;0;0;0;1;0
2019-12-07 16:45:00;39;61;3;7;3;4;2;17;37;0;0;0;1;2
2019-12-07 17:00:00;30;43;5;6;1;3;1;18;29;0;0;0;0;0
