DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-11-21 00:00:00;13;3;4;7;1;0
2019-11-21 00:15:00;21;6;8;12;2;2
2019-11-21 00:30:00;16;6;6;19;3;0
2019-11-21 00:45:00;10;5;5;11;2;0
2019-11-21 01:00:00;13;0;3;6;0;3
2019-11-21 01:15:00;6;3;4;7;0;0
2019-11-21 01:30:00;12;5;4;7;1;1
2019-11-21 01:45:00;9;2;4;3;1;2
2019-11-21 02:00:00;10;1;4;7;1;0
2019-11-21 02:15:00;8;1;3;6;1;0
2019-11-21 02:30:00;8;0;3;6;3;1
2019-11-21 02:45:00;15;2;6;9;0;1
2019-11-21 03:00:00;10;0;4;3;1;0
2019-11-21 03:15:00;9;1;2;3;0;1
2019-11-21 03:30:00;4;1;2;2;0;0
2019-11-21 03:45:00;7;0;3;9;1;0
2019-11-21 04:00:00;5;1;1;8;2;0
2019-11-21 04:15:00;16;3;5;12;2;3
2019-11-21 04:30:00;23;10;8;12;0;7
2019-11-21 04:45:00;35;16;7;11;1;9
2019-11-21 05:00:00;68;48;10;30;2;8
2019-11-21 05:15:00;92;83;20;27;0;8
2019-11-21 05:30:00;108;96;31;70;1;16
2019-11-21 05:45:00;100;100;46;108;6;11
2019-11-21 06:00:00;84;75;43;103;9;9
2019-11-21 06:15:00;126;112;44;119;4;17
2019-11-21 06:30:00;115;138;56;120;12;11
2019-11-21 06:45:00;135;140;53;134;4;24
2019-11-21 07:00:00;135;178;35;76;6;34
2019-11-21 07:15:00;177;187;73;117;12;34
2019-11-21 07:30:00;181;192;101;166;11;63
2019-11-21 07:45:00;171;194;104;170;20;53
2019-11-21 08:00:00;157;174;84;138;14;39
2019-11-21 08:15:00;168;174;81;138;15;32
2019-11-21 08:30:00;157;171;85;168;15;36
2019-11-21 08:45:00;142;131;84;155;14;33
2019-11-21 09:00:00;116;85;65;99;12;24
2019-11-21 09:15:00;125;100;74;122;14;31
2019-11-21 09:30:00;121;96;68;121;13;25
2019-11-21 09:45:00;155;113;79;129;14;32
2019-11-21 10:00:00;142;105;68;115;9;35
2019-11-21 10:15:00;139;87;76;131;14;39
2019-11-21 10:30:00;108;103;76;126;11;30
2019-11-21 10:45:00;116;108;82;138;14;29
2019-11-21 11:00:00;128;111;81;130;11;39
2019-11-21 11:15:00;139;101;89;151;18;34
2019-11-21 11:30:00;137;108;87;148;13;43
2019-11-21 11:45:00;140;105;72;121;12;37
2019-11-21 12:00:00;123;94;85;146;13;40
2019-11-21 12:15:00;123;107;89;150;18;39
2019-11-21 12:30:00;144;97;92;145;13;41
2019-11-21 12:45:00;122;120;93;166;20;49
2019-11-21 13:00:00;125;97;84;137;11;36
2019-11-21 13:15:00;150;153;84;182;22;50
2019-11-21 13:30:00;157;142;77;153;12;43
2019-11-21 13:45:00;137;136;96;153;18;44
2019-11-21 14:00:00;144;129;99;155;15;32
2019-11-21 14:15:00;136;106;113;190;27;40
2019-11-21 14:30:00;160;116;115;197;17;40
2019-11-21 14:45:00;140;133;129;215;16;53
2019-11-21 15:00:00;138;128;102;194;19;59
2019-11-21 15:15:00;165;144;130;202;15;46
2019-11-21 15:30:00;157;126;132;236;14;41
2019-11-21 15:45:00;141;135;152;244;27;56
2019-11-21 16:00:00;148;144;154;243;20;48
2019-11-21 16:15:00;162;155;148;252;26;39
2019-11-21 16:30:00;158;153;161;224;23;51
2019-11-21 16:45:00;172;164;175;254;17;40
2019-11-21 17:00:00;154;155;167;236;23;43
2019-11-21 17:15:00;178;155;160;240;26;57
2019-11-21 17:30:00;154;127;160;235;24;37
2019-11-21 17:45:00;148;125;127;218;30;41
2019-11-21 18:00:00;132;111;121;201;30;51
2019-11-21 18:15:00;153;130;109;210;23;57
2019-11-21 18:30:00;130;91;103;170;15;54
2019-11-21 18:45:00;123;105;79;119;17;28
2019-11-21 19:00:00;132;98;73;141;14;33
2019-11-21 19:15:00;97;56;79;115;15;33
2019-11-21 19:30:00;93;78;69;93;14;32
2019-11-21 19:45:00;99;69;55;83;8;33
2019-11-21 20:00:00;83;55;48;70;7;19
2019-11-21 20:15:00;83;54;42;87;3;11
2019-11-21 20:30:00;70;54;39;56;6;16
2019-11-21 20:45:00;86;54;33;65;6;17
2019-11-21 21:00:00;77;84;26;51;3;8
2019-11-21 21:15:00;73;45;29;54;2;8
2019-11-21 21:30:00;81;49;49;74;9;7
2019-11-21 21:45:00;57;26;53;80;7;5
2019-11-21 22:00:00;46;29;67;100;8;7
2019-11-21 22:15:00;54;29;52;92;4;9
2019-11-21 22:30:00;50;27;33;56;4;11
2019-11-21 22:45:00;52;15;21;43;5;4
2019-11-21 23:00:00;45;14;19;37;8;8
2019-11-21 23:15:00;50;13;22;22;1;2
2019-11-21 23:30:00;33;13;13;32;7;2
2019-11-21 23:45:00;23;14;13;18;1;0
