DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-03-20 00:00:00;1;2;0;1;0;3;3;3;7;2;0;0;0;0;0;0;0
2020-03-20 00:15:00;2;0;5;5;2;2;3;1;4;1;0;0;0;0;0;0;0
2020-03-20 00:30:00;3;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0
2020-03-20 00:45:00;7;3;1;6;0;4;2;1;3;2;0;0;0;0;0;0;0
2020-03-20 01:00:00;3;1;4;1;0;3;0;0;3;1;0;0;0;0;0;0;0
2020-03-20 01:15:00;2;0;0;2;1;3;0;4;4;0;0;0;0;0;0;0;0
2020-03-20 01:30:00;1;2;0;0;0;0;3;4;4;0;0;0;0;0;0;0;0
2020-03-20 01:45:00;3;0;5;2;0;3;4;1;3;2;0;0;0;0;0;0;0
2020-03-20 02:00:00;4;0;2;1;0;0;1;2;1;4;0;0;0;0;0;0;0
2020-03-20 02:15:00;4;2;0;0;0;2;1;0;1;2;0;0;0;0;0;0;0
2020-03-20 02:30:00;3;1;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0
2020-03-20 02:45:00;1;0;0;1;0;1;1;2;0;3;0;0;0;0;0;0;0
2020-03-20 03:00:00;2;1;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-03-20 03:15:00;2;1;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0
2020-03-20 03:30:00;2;0;0;0;1;1;0;4;3;0;0;0;0;0;0;0;0
2020-03-20 03:45:00;5;1;0;1;0;0;0;1;4;2;0;0;0;0;0;0;0
2020-03-20 04:00:00;6;5;0;3;0;0;0;1;4;2;0;0;0;0;0;0;0
2020-03-20 04:15:00;7;2;0;0;1;0;1;0;2;1;0;0;0;0;0;0;0
2020-03-20 04:30:00;8;1;1;2;0;0;0;3;5;2;0;0;0;0;0;0;0
2020-03-20 04:45:00;19;1;9;6;0;1;0;1;6;6;0;0;0;0;0;0;0
2020-03-20 05:00:00;53;3;14;17;1;3;8;9;15;10;0;0;0;0;0;0;0
2020-03-20 05:15:00;80;1;35;58;1;1;11;9;10;11;0;0;0;0;0;0;0
2020-03-20 05:30:00;66;6;36;43;6;2;15;17;23;13;0;0;0;0;0;0;0
2020-03-20 05:45:00;39;5;26;33;1;3;15;46;49;56;0;0;0;0;0;0;0
2020-03-20 06:00:00;41;3;21;28;4;2;16;78;66;92;0;0;0;0;0;0;0
2020-03-20 06:15:00;37;7;27;23;2;6;17;39;37;38;0;0;0;0;0;3;0
2020-03-20 06:30:00;54;9;41;41;3;5;13;20;26;29;0;0;0;0;0;0;0
2020-03-20 06:45:00;26;4;37;34;9;5;18;19;18;10;0;0;0;0;0;0;0
2020-03-20 07:00:00;50;13;25;36;9;6;19;18;20;13;0;0;0;0;0;0;0
2020-03-20 07:15:00;43;9;28;34;8;6;19;18;28;23;0;0;0;0;0;0;0
2020-03-20 07:30:00;50;15;36;37;7;5;8;20;25;15;0;0;0;0;1;0;0
2020-03-20 07:45:00;37;14;24;32;12;11;14;31;22;21;0;0;0;0;0;1;0
2020-03-20 08:00:00;32;11;31;32;8;6;18;23;26;26;0;0;0;0;2;0;0
2020-03-20 08:15:00;28;21;21;27;7;7;10;21;20;23;0;0;0;0;0;0;0
2020-03-20 08:30:00;37;11;18;19;4;7;24;16;19;22;255;0;0;0;0;0;0
2020-03-20 08:45:00;26;21;23;15;6;11;12;26;35;27;0;0;0;0;0;3;0
2020-03-20 09:00:00;22;21;23;19;4;12;19;14;12;13;0;0;0;0;0;5;2
2020-03-20 09:15:00;24;19;18;23;10;7;20;23;19;20;0;0;0;0;0;0;0
2020-03-20 09:30:00;42;10;21;22;10;9;18;18;22;18;0;0;1;0;6;0;0
2020-03-20 09:45:00;46;25;17;16;5;13;20;20;23;17;0;0;3;0;0;1;0
2020-03-20 10:00:00;30;26;24;22;14;18;18;28;33;27;0;0;0;0;1;0;0
2020-03-20 10:15:00;28;18;24;21;15;14;18;29;22;24;0;0;0;0;1;0;0
2020-03-20 10:30:00;33;30;25;16;18;11;23;19;32;31;0;0;0;0;1;0;0
2020-03-20 10:45:00;30;27;24;29;12;14;35;30;32;24;0;9;0;0;6;0;0
2020-03-20 11:00:00;27;19;22;22;8;16;16;35;37;33;0;0;0;0;0;1;0
2020-03-20 11:15:00;26;21;23;13;11;14;29;24;35;19;0;0;0;2;0;0;0
2020-03-20 11:30:00;31;24;16;18;12;17;18;33;29;29;0;0;2;0;1;0;0
2020-03-20 11:45:00;49;26;20;15;10;23;27;33;19;24;0;2;0;0;2;0;0
2020-03-20 12:00:00;37;23;24;32;21;16;26;45;41;41;0;0;0;0;0;0;0
2020-03-20 12:15:00;40;18;33;27;11;17;16;41;43;47;0;0;0;0;0;0;0
2020-03-20 12:30:00;55;43;25;21;9;10;19;36;38;42;0;0;0;0;0;2;0
2020-03-20 12:45:00;45;37;18;32;19;21;30;25;35;32;0;1;3;0;0;1;0
2020-03-20 13:00:00;37;24;24;31;8;11;21;39;36;37;0;0;3;0;4;1;0
2020-03-20 13:15:00;80;20;34;30;10;10;24;38;41;41;0;0;0;0;1;0;0
2020-03-20 13:30:00;90;24;53;52;17;11;30;33;33;34;0;0;0;0;0;1;0
2020-03-20 13:45:00;89;25;35;54;15;13;31;39;38;56;0;0;0;3;2;0;0
2020-03-20 14:00:00;60;36;30;42;19;15;27;50;58;72;0;0;5;0;0;0;0
2020-03-20 14:15:00;40;41;20;25;14;19;31;65;63;86;0;0;4;0;0;8;0
2020-03-20 14:30:00;53;36;17;20;13;22;30;62;68;103;0;0;0;0;0;0;0
2020-03-20 14:45:00;33;29;13;10;11;11;22;50;41;49;0;0;1;0;4;0;0
2020-03-20 15:00:00;48;24;24;33;12;17;19;48;51;51;0;0;0;0;0;1;0
2020-03-20 15:15:00;32;28;25;18;10;14;35;37;42;36;0;1;0;0;0;0;0
2020-03-20 15:30:00;29;25;24;18;17;21;31;40;40;44;0;1;2;3;1;1;0
2020-03-20 15:45:00;33;29;17;11;8;25;27;38;55;37;0;0;5;1;3;0;0
