DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-01-02 00:00:00;5;6;9;20;5;1;0;0;0;0;0;0;0
2020-01-02 00:15:00;3;3;5;8;4;1;0;0;0;0;0;0;0
2020-01-02 00:30:00;2;5;1;9;2;0;0;0;0;0;0;0;0
2020-01-02 00:45:00;2;4;3;12;9;2;0;0;0;0;0;0;0
2020-01-02 01:00:00;1;3;0;5;2;0;0;0;0;0;0;0;0
2020-01-02 01:15:00;1;2;6;6;6;0;0;0;0;0;0;0;0
2020-01-02 01:30:00;4;5;4;3;7;0;0;0;0;0;0;0;0
2020-01-02 01:45:00;1;4;1;6;3;0;0;0;0;0;0;0;0
2020-01-02 02:00:00;1;0;2;5;3;0;0;0;0;0;0;0;0
2020-01-02 02:15:00;2;1;1;1;3;0;0;0;0;0;0;0;0
2020-01-02 02:30:00;1;4;1;0;0;0;0;0;0;0;0;0;0
2020-01-02 02:45:00;0;1;1;10;5;0;0;0;0;0;0;0;0
2020-01-02 03:00:00;1;1;3;10;3;0;0;0;0;0;0;0;0
2020-01-02 03:15:00;1;4;0;3;4;0;0;0;0;0;0;0;0
2020-01-02 03:30:00;1;0;0;4;1;1;0;0;0;0;0;0;0
2020-01-02 03:45:00;1;6;1;2;2;0;0;0;0;0;0;0;0
2020-01-02 04:00:00;3;1;3;3;5;0;0;0;0;0;0;0;0
2020-01-02 04:15:00;4;4;3;4;2;1;0;0;0;0;0;0;0
2020-01-02 04:30:00;4;4;3;12;8;0;0;0;0;0;0;0;0
2020-01-02 04:45:00;3;9;5;12;5;2;0;0;0;0;0;0;0
2020-01-02 05:00:00;4;10;6;12;7;1;0;0;0;0;0;0;0
2020-01-02 05:15:00;9;15;5;19;15;0;0;0;0;0;0;0;0
2020-01-02 05:30:00;10;24;4;43;38;0;0;0;0;0;0;0;0
2020-01-02 05:45:00;8;12;12;34;37;2;0;1;0;0;0;0;0
2020-01-02 06:00:00;19;23;11;28;21;2;0;0;0;0;0;0;0
2020-01-02 06:15:00;5;19;11;30;22;2;0;0;2;0;0;0;0
2020-01-02 06:30:00;7;19;16;40;40;4;0;0;0;0;0;0;0
2020-01-02 06:45:00;7;19;16;34;31;4;0;0;0;0;0;0;0
2020-01-02 07:00:00;14;22;16;32;18;3;0;0;0;0;0;0;0
2020-01-02 07:15:00;20;45;23;41;29;4;0;0;0;0;0;0;0
2020-01-02 07:30:00;15;33;32;47;38;5;0;0;4;0;0;0;0
2020-01-02 07:45:00;19;35;31;67;43;6;0;0;1;0;0;2;0
2020-01-02 08:00:00;21;29;20;50;36;9;0;0;0;0;0;0;0
2020-01-02 08:15:00;26;47;24;48;39;4;0;0;16;0;0;0;0
2020-01-02 08:30:00;19;35;35;53;44;7;0;0;4;0;3;0;0
2020-01-02 08:45:00;31;35;36;70;53;9;0;0;0;0;0;0;0
