DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-02-28 00:00:00;6;2;3;1;9;2;9;14;7;21;14;7;21;0
2020-02-28 00:15:00;10;0;3;0;17;4;10;20;10;30;20;10;30;0
2020-02-28 00:30:00;6;2;2;0;17;6;8;20;10;30;20;10;30;0
2020-02-28 00:45:00;9;2;4;1;12;4;7;18;9;27;18;9;27;0
2020-02-28 01:00:00;3;3;3;1;12;1;9;26;13;39;26;13;39;0
2020-02-28 01:15:00;4;3;1;0;8;5;5;26;13;39;26;13;39;0
2020-02-28 01:30:00;3;1;2;0;11;6;7;26;13;39;26;13;39;0
2020-02-28 01:45:00;3;2;1;0;8;0;3;24;12;36;24;12;36;0
2020-02-28 02:00:00;4;0;2;1;11;1;3;26;13;39;26;13;39;0
2020-02-28 02:15:00;2;1;2;1;11;1;2;26;13;39;26;13;39;0
2020-02-28 02:30:00;0;2;0;0;7;3;1;26;13;39;26;13;39;0
2020-02-28 02:45:00;2;0;2;0;7;2;6;26;13;39;26;13;39;0
2020-02-28 03:00:00;4;3;2;0;10;3;1;26;13;39;26;13;39;0
2020-02-28 03:15:00;6;3;2;1;6;2;0;26;13;39;26;13;39;0
2020-02-28 03:30:00;5;2;5;1;10;8;3;24;12;36;24;12;36;0
2020-02-28 03:45:00;3;5;5;0;15;3;2;26;13;39;26;13;39;0
2020-02-28 04:00:00;5;3;4;1;14;3;0;26;13;39;26;13;39;0
2020-02-28 04:15:00;6;4;2;1;23;7;1;26;13;39;26;13;39;0
2020-02-28 04:30:00;5;13;4;6;13;6;2;26;13;39;26;13;39;0
2020-02-28 04:45:00;7;16;7;3;16;10;5;26;13;39;26;13;39;0
2020-02-28 05:00:00;18;26;17;16;36;16;8;20;10;31;20;10;31;0
2020-02-28 05:15:00;29;41;41;44;55;25;7;20;10;30;20;10;30;0
2020-02-28 05:30:00;67;62;55;49;68;22;16;20;10;29;20;10;29;0
2020-02-28 05:45:00;64;56;56;49;85;23;38;20;10;30;20;10;30;0
2020-02-28 06:00:00;56;45;49;39;87;39;33;20;10;30;20;10;30;0
2020-02-28 06:15:00;71;67;65;56;97;63;35;21;11;30;21;11;30;0
2020-02-28 06:30:00;96;94;97;92;95;55;26;20;10;30;20;10;30;0
2020-02-28 06:45:00;84;68;80;93;116;61;26;20;10;30;20;10;30;0
2020-02-28 07:00:00;96;85;86;92;82;51;27;20;10;30;20;10;30;0
2020-02-28 07:15:00;107;97;85;77;105;55;21;20;10;30;20;10;30;0
2020-02-28 07:30:00;113;84;75;78;99;56;44;20;10;30;20;10;30;0
2020-02-28 07:45:00;101;84;70;75;123;57;43;20;10;30;20;10;30;0
2020-02-28 08:00:00;104;82;80;69;106;48;46;20;10;30;20;10;30;0
2020-02-28 08:15:00;89;77;52;49;110;53;58;20;10;30;20;10;30;0
2020-02-28 08:30:00;94;96;67;55;92;49;42;20;10;30;20;10;30;0
2020-02-28 08:45:00;86;92;58;52;100;37;52;20;10;30;20;10;30;0
2020-02-28 09:00:00;82;79;49;36;93;52;48;20;10;30;20;10;30;0
2020-02-28 09:15:00;72;85;45;36;88;38;57;20;10;30;20;10;30;0
2020-02-28 09:30:00;68;77;57;31;96;32;53;20;10;30;20;10;30;0
2020-02-28 09:45:00;106;72;50;43;116;48;60;20;10;30;20;10;30;0
2020-02-28 10:00:00;93;68;46;39;110;54;69;20;10;30;20;10;30;0
2020-02-28 10:15:00;83;83;42;31;115;53;52;21;11;30;21;11;30;0
2020-02-28 10:30:00;92;54;47;33;109;57;76;20;10;30;20;10;30;0
2020-02-28 10:45:00;100;48;47;38;127;53;82;20;10;30;20;10;30;0
2020-02-28 11:00:00;111;69;38;37;135;75;78;20;10;30;20;10;30;0
2020-02-28 11:15:00;90;63;39;26;127;63;81;21;11;30;21;11;30;0
2020-02-28 11:30:00;90;76;39;26;120;53;85;18;9;27;18;9;27;0
2020-02-28 11:45:00;92;70;46;31;152;63;87;20;10;30;20;10;30;0
2020-02-28 12:00:00;117;66;38;27;151;54;108;20;10;31;20;10;31;0
2020-02-28 12:15:00;125;52;43;41;158;67;110;20;10;29;20;10;29;0
2020-02-28 12:30:00;128;66;41;31;140;85;103;20;10;30;20;10;30;0
2020-02-28 12:45:00;111;53;35;26;134;61;113;18;9;27;18;9;27;0
2020-02-28 13:00:00;126;67;49;40;149;73;107;20;10;30;20;10;30;0
2020-02-28 13:15:00;123;85;40;32;154;74;122;20;10;30;20;10;30;0
2020-02-28 13:30:00;137;76;55;54;140;61;111;20;10;30;20;10;30;0
2020-02-28 13:45:00;130;80;58;46;156;70;118;20;10;30;20;10;30;0
2020-02-28 14:00:00;137;69;42;32;144;79;105;20;10;30;20;10;30;0
2020-02-28 14:15:00;134;65;49;46;154;71;127;21;11;30;21;11;30;0
2020-02-28 14:30:00;137;74;40;44;150;57;134;20;10;30;20;10;30;0
2020-02-28 14:45:00;138;64;51;56;157;63;139;20;10;30;20;10;30;0
2020-02-28 15:00:00;130;77;35;33;143;70;143;20;10;30;20;10;30;0
2020-02-28 15:15:00;124;84;43;35;154;70;165;20;10;30;20;10;30;0
2020-02-28 15:30:00;116;72;45;39;153;82;132;20;10;30;20;10;30;0
2020-02-28 15:45:00;135;67;45;34;156;66;135;20;10;30;20;10;30;0
2020-02-28 16:00:00;159;77;33;25;143;85;140;20;10;30;20;10;30;0
2020-02-28 16:15:00;129;67;42;32;145;65;143;20;10;30;20;10;30;0
2020-02-28 16:30:00;130;65;47;33;149;65;125;20;10;30;20;10;30;0
2020-02-28 16:45:00;125;65;40;34;152;81;126;20;10;30;20;10;30;0
2020-02-28 17:00:00;139;64;38;32;133;79;123;20;10;30;20;10;30;0
2020-02-28 17:15:00;120;53;38;26;151;69;117;20;10;30;20;10;30;0
2020-02-28 17:30:00;135;84;50;32;147;82;129;20;10;30;20;10;30;0
2020-02-28 17:45:00;124;93;41;29;130;89;112;20;10;30;20;10;30;0
2020-02-28 18:00:00;131;93;53;45;121;74;115;21;11;30;21;11;30;0
2020-02-28 18:15:00;107;92;43;32;139;81;107;21;11;30;21;11;30;0
2020-02-28 18:30:00;89;85;35;26;110;71;90;18;9;27;18;9;27;0
2020-02-28 18:45:00;109;93;41;36;135;80;89;20;10;30;20;10;30;0
2020-02-28 19:00:00;97;63;36;29;107;60;102;20;10;30;20;10;30;0
2020-02-28 19:15:00;84;49;32;26;120;67;87;20;10;30;20;10;30;0
2020-02-28 19:30:00;68;47;22;23;98;41;57;20;10;30;20;10;30;0
2020-02-28 19:45:00;66;38;36;19;99;37;58;20;10;30;20;10;30;0
2020-02-28 20:00:00;59;28;28;15;120;55;63;20;10;30;20;10;30;0
2020-02-28 20:15:00;83;41;24;15;98;33;49;20;10;30;20;10;30;0
2020-02-28 20:30:00;50;27;18;8;94;32;50;20;10;30;20;10;30;0
2020-02-28 20:45:00;49;18;25;16;68;22;36;20;10;30;20;10;30;0
2020-02-28 21:00:00;55;29;28;23;70;34;47;20;10;30;20;10;30;0
2020-02-28 21:15:00;52;18;25;23;85;42;50;20;10;30;20;10;30;0
2020-02-28 21:30:00;52;22;21;14;59;22;40;20;10;30;20;10;30;0
2020-02-28 21:45:00;50;22;21;14;94;26;50;20;10;30;20;10;30;0
2020-02-28 22:00:00;107;19;21;11;105;39;65;20;10;30;20;10;30;0
2020-02-28 22:15:00;110;20;13;6;118;56;83;20;10;30;20;10;30;0
2020-02-28 22:30:00;47;15;12;8;96;34;51;20;10;30;20;10;30;0
2020-02-28 22:45:00;40;12;17;9;79;21;33;20;10;30;20;10;30;0
2020-02-28 23:00:00;29;17;11;7;75;33;43;20;10;30;20;10;30;0
2020-02-28 23:15:00;31;8;11;4;48;19;37;20;10;30;20;10;30;0
2020-02-28 23:30:00;24;12;9;5;35;14;27;20;10;30;20;10;30;0
2020-02-28 23:45:00;29;11;11;4;32;15;27;20;10;30;20;10;30;0
