DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-06-04 00:00:00;12;5;6;7;1;2
2020-06-04 00:15:00;18;4;7;7;0;1
2020-06-04 00:30:00;11;5;5;5;0;2
2020-06-04 00:45:00;11;3;3;5;0;2
2020-06-04 01:00:00;7;4;5;9;1;0
2020-06-04 01:15:00;3;2;2;4;1;1
2020-06-04 01:30:00;6;1;2;3;0;1
2020-06-04 01:45:00;6;2;2;2;1;0
2020-06-04 02:00:00;6;3;4;7;1;3
2020-06-04 02:15:00;4;0;3;4;0;0
2020-06-04 02:30:00;6;3;0;2;1;1
2020-06-04 02:45:00;5;0;6;4;1;2
2020-06-04 03:00:00;6;2;3;2;0;1
2020-06-04 03:15:00;2;0;3;2;1;0
2020-06-04 03:30:00;3;1;1;3;1;0
2020-06-04 03:45:00;7;2;0;6;1;0
2020-06-04 04:00:00;10;6;1;4;0;1
2020-06-04 04:15:00;10;4;5;7;0;1
2020-06-04 04:30:00;15;3;9;12;0;7
2020-06-04 04:45:00;30;12;9;7;0;6
2020-06-04 05:00:00;63;47;9;20;1;10
2020-06-04 05:15:00;78;71;12;22;1;14
2020-06-04 05:30:00;78;84;24;46;3;7
2020-06-04 05:45:00;71;74;32;72;6;8
2020-06-04 06:00:00;22;23;17;29;1;6
2020-06-04 06:15:00;10;14;5;6;1;0
2020-06-04 06:30:00;112;88;27;74;18;20
2020-06-04 06:45:00;103;103;55;81;20;13
2020-06-04 07:00:00;104;82;47;78;4;25
2020-06-04 07:15:00;113;105;51;111;15;17
2020-06-04 07:30:00;140;114;52;108;12;36
2020-06-04 07:45:00;133;137;61;88;7;36
2020-06-04 08:00:00;94;97;56;101;15;30
2020-06-04 08:30:00;118;111;60;103;9;41
2020-06-04 08:45:00;108;102;61;97;18;41
2020-06-04 09:00:00;97;86;48;93;8;25
2020-06-04 09:15:00;100;82;66;95;10;24
2020-06-04 09:30:00;126;94;57;116;13;31
2020-06-04 09:45:00;143;114;80;96;11;37
2020-06-04 10:00:00;124;96;62;103;13;21
2020-06-04 10:15:00;115;81;68;114;15;48
2020-06-04 10:30:00;129;98;80;121;14;34
2020-06-04 10:45:00;134;109;71;134;11;33
2020-06-04 11:00:00;121;93;67;127;12;42
2020-06-04 11:15:00;130;97;78;139;11;27
2020-06-04 11:30:00;118;99;82;136;19;37
2020-06-04 11:45:00;128;103;82;143;21;54
2020-06-04 12:00:00;114;106;83;142;15;48
2020-06-04 12:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 12:30:00;132;127;86;135;19;42
2020-06-04 12:45:00;137;102;79;152;13;59
2020-06-04 13:00:00;127;106;69;104;8;27
2020-06-04 13:15:00;144;116;75;126;15;37
2020-06-04 13:30:00;151;164;63;131;16;44
2020-06-04 13:45:00;148;129;79;126;12;48
2020-06-04 14:00:00;137;132;92;160;20;28
2020-06-04 14:15:00;137;110;100;182;23;40
2020-06-04 14:30:00;152;132;111;198;16;39
2020-06-04 14:45:00;138;123;122;220;23;40
2020-06-04 15:00:00;116;102;113;191;21;41
2020-06-04 15:15:00;134;104;115;184;21;38
2020-06-04 15:30:00;151;108;120;213;20;50
2020-06-04 15:45:00;143;124;107;177;16;59
2020-06-04 16:00:00;152;131;109;198;28;44
2020-06-04 16:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 16:30:00;164;137;135;202;15;45
2020-06-04 16:45:00;163;144;122;223;21;46
2020-06-04 17:00:00;151;136;109;179;21;44
2020-06-04 17:15:00;140;120;120;242;25;46
2020-06-04 17:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 17:45:00;138;122;109;159;25;53
2020-06-04 18:00:00;129;116;87;156;14;45
2020-06-04 18:15:00;122;114;72;136;21;48
2020-06-04 18:30:00;131;99;63;133;20;50
2020-06-04 18:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 19:00:00;113;61;54;88;14;31
2020-06-04 19:15:00;106;71;68;112;14;45
2020-06-04 19:30:00;111;64;49;92;13;31
2020-06-04 19:45:00;87;53;49;86;7;29
2020-06-04 20:00:00;65;56;36;68;3;19
2020-06-04 20:15:00;66;43;47;57;3;13
2020-06-04 20:30:00;78;42;33;65;4;15
2020-06-04 20:45:00;81;42;37;26;2;13
2020-06-04 21:00:00;102;69;24;49;8;10
2020-06-04 21:15:00;94;77;25;51;4;12
2020-06-04 21:30:00;50;37;41;50;7;8
2020-06-04 21:45:00;36;19;57;76;2;4
2020-06-04 22:00:00;44;23;42;90;4;9
2020-06-04 22:15:00;54;28;34;42;4;8
2020-06-04 22:30:00;44;22;20;28;2;8
2020-06-04 22:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 23:00:00;28;10;9;22;2;5
2020-06-04 23:15:00;33;7;9;14;0;3
2020-06-04 23:30:00;18;5;13;16;3;6
2020-06-04 23:45:00;14;8;11;21;1;2
