DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-12-17 00:00:00;6;1;1;1;2;1;2
2020-12-17 00:15:00;1;0;5;2;1;1;2
2020-12-17 00:30:00;5;2;5;1;3;1;3
2020-12-17 00:45:00;7;2;7;3;2;7;0
2020-12-17 01:00:00;5;1;1;1;3;2;1
2020-12-17 01:15:00;4;1;4;1;2;1;0
2020-12-17 01:30:00;5;2;4;3;3;2;2
2020-12-17 01:45:00;2;0;6;4;4;5;2
2020-12-17 02:00:00;6;0;5;0;1;4;2
2020-12-17 02:15:00;6;0;4;2;2;3;4
2020-12-17 02:30:00;5;4;6;1;1;3;2
2020-12-17 02:45:00;4;1;7;2;3;11;3
2020-12-17 03:00:00;5;1;2;1;0;1;1
2020-12-17 03:15:00;5;3;6;2;1;4;4
2020-12-17 03:30:00;2;0;6;1;2;2;0
2020-12-17 03:45:00;4;4;4;1;1;4;2
2020-12-17 04:00:00;2;1;11;1;3;3;4
2020-12-17 04:15:00;8;4;11;0;2;3;2
2020-12-17 04:30:00;8;6;16;7;2;2;0
2020-12-17 04:45:00;19;6;32;8;2;1;0
2020-12-17 05:00:00;20;16;63;25;2;0;1
2020-12-17 05:15:00;43;12;91;32;2;2;0
2020-12-17 05:30:00;46;32;102;52;2;0;0
2020-12-17 05:45:00;48;38;100;53;2;0;0
2020-12-17 06:00:00;59;37;83;47;0;0;0
2020-12-17 06:15:00;81;45;111;64;3;1;1
2020-12-17 06:30:00;84;47;141;70;5;2;2
2020-12-17 06:45:00;98;61;128;63;1;0;0
2020-12-17 07:00:00;108;49;115;75;4;2;0
2020-12-17 07:15:00;123;74;139;76;5;2;0
2020-12-17 07:30:00;113;76;163;80;3;2;0
2020-12-17 07:45:00;127;88;146;88;9;2;0
2020-12-17 08:00:00;124;74;126;70;11;3;3
2020-12-17 08:15:00;109;77;104;56;16;3;2
2020-12-17 08:30:00;102;71;112;57;10;0;1
2020-12-17 08:45:00;109;82;117;64;9;0;0
2020-12-17 09:00:00;88;60;111;49;7;0;1
2020-12-17 09:15:00;111;69;108;43;6;1;1
2020-12-17 09:30:00;95;75;112;62;4;1;3
2020-12-17 09:45:00;118;72;118;66;6;1;1
2020-12-17 10:00:00;82;69;134;56;8;3;2
2020-12-17 10:15:00;93;72;148;65;7;1;0
2020-12-17 10:30:00;107;75;143;60;4;2;0
2020-12-17 10:45:00;113;80;143;70;8;0;1
2020-12-17 11:00:00;109;89;125;60;5;2;0
2020-12-17 11:15:00;113;83;128;66;6;0;0
2020-12-17 11:30:00;106;65;137;64;5;1;2
2020-12-17 11:45:00;128;74;127;77;5;3;3
2020-12-17 12:00:00;98;60;128;61;6;0;2
2020-12-17 12:15:00;118;98;118;59;8;1;4
2020-12-17 12:30:00;123;61;146;67;4;1;2
2020-12-17 12:45:00;120;87;139;69;7;4;4
2020-12-17 13:00:00;123;96;149;69;4;4;4
2020-12-17 13:15:00;138;103;161;82;6;4;2
2020-12-17 13:30:00;135;82;174;92;10;1;3
2020-12-17 13:45:00;130;103;151;79;8;3;2
2020-12-17 14:00:00;117;92;135;72;9;2;3
2020-12-17 14:15:00;149;104;148;78;8;2;0
2020-12-17 14:30:00;170;107;145;82;10;1;3
2020-12-17 14:45:00;171;138;156;81;7;1;1
2020-12-17 15:00:00;153;135;146;80;7;3;1
2020-12-17 15:15:00;175;129;159;89;6;2;2
2020-12-17 15:30:00;141;122;152;75;7;0;3
2020-12-17 15:45:00;138;121;176;101;7;3;1
2020-12-17 16:00:00;143;111;160;88;7;5;6
2020-12-17 16:15:00;159;120;173;92;7;2;2
2020-12-17 16:30:00;177;136;158;85;4;8;1
2020-12-17 16:45:00;144;137;159;66;6;4;0
2020-12-17 17:00:00;172;125;160;78;9;8;4
2020-12-17 17:15:00;176;128;145;72;7;4;4
2020-12-17 17:30:00;119;92;140;69;7;6;0
2020-12-17 17:45:00;134;109;133;65;7;2;0
2020-12-17 18:00:00;111;97;133;65;4;6;4
2020-12-17 18:15:00;110;70;138;58;3;6;3
2020-12-17 18:30:00;90;80;116;55;6;2;1
2020-12-17 18:45:00;80;59;90;51;4;2;0
2020-12-17 19:00:00;77;55;89;39;2;0;1
2020-12-17 19:15:00;72;59;77;25;3;0;2
2020-12-17 19:30:00;69;52;83;27;1;1;0
2020-12-17 19:45:00;59;48;74;24;3;4;0
2020-12-17 20:00:00;57;49;67;19;5;2;0
2020-12-17 20:15:00;62;44;76;24;0;1;0
2020-12-17 20:30:00;51;39;67;16;0;0;0
2020-12-17 20:45:00;58;36;77;23;0;0;1
2020-12-17 21:00:00;32;13;61;23;0;0;0
2020-12-17 21:15:00;27;14;51;12;1;0;2
2020-12-17 21:30:00;30;13;19;6;3;0;1
2020-12-17 21:45:00;45;44;25;9;1;1;0
2020-12-17 22:00:00;28;36;27;8;1;0;0
2020-12-17 22:15:00;21;27;31;4;2;1;0
2020-12-17 22:30:00;17;8;14;5;2;0;2
2020-12-17 22:45:00;13;8;13;5;2;0;2
2020-12-17 23:00:00;12;5;15;0;3;3;5
2020-12-17 23:15:00;8;9;5;2;1;1;0
2020-12-17 23:30:00;7;4;7;1;3;1;0
2020-12-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
