DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2019-12-03 00:00:00;5;6;1;7;3;2;0;0;0;0;0;0;0
2019-12-03 00:15:00;3;3;5;9;5;0;0;0;0;0;0;0;0
2019-12-03 00:30:00;1;11;3;15;8;1;0;0;0;0;0;0;0
2019-12-03 00:45:00;3;3;5;14;4;0;0;0;0;0;0;0;0
2019-12-03 01:00:00;2;5;3;8;6;0;0;0;0;0;0;0;0
2019-12-03 01:15:00;3;5;3;9;7;1;0;0;0;0;0;0;0
2019-12-03 01:30:00;1;1;2;7;3;0;0;0;0;0;0;0;0
2019-12-03 01:45:00;0;1;5;5;5;1;0;0;0;0;0;0;0
2019-12-03 02:00:00;1;2;1;6;4;0;0;0;0;0;0;0;0
2019-12-03 02:15:00;0;2;2;7;9;0;0;0;0;0;0;0;0
2019-12-03 02:30:00;2;1;2;6;1;0;0;0;0;0;0;0;0
2019-12-03 02:45:00;2;5;2;8;4;0;0;0;0;0;0;0;0
2019-12-03 03:00:00;5;5;4;4;4;0;0;0;0;0;0;0;0
2019-12-03 03:15:00;1;3;2;6;0;0;0;0;0;0;0;0;0
2019-12-03 03:30:00;2;2;3;4;1;0;0;0;0;0;0;0;0
2019-12-03 03:45:00;2;4;4;3;1;0;0;0;0;0;0;0;0
2019-12-03 04:00:00;0;6;1;10;8;0;0;0;0;0;0;0;0
2019-12-03 04:15:00;0;6;6;10;6;1;0;0;0;0;0;0;0
2019-12-03 04:30:00;5;9;1;22;12;0;0;0;0;0;0;0;0
2019-12-03 04:45:00;3;13;8;39;31;0;0;0;0;0;0;0;0
2019-12-03 05:00:00;10;12;7;70;52;2;0;0;0;0;0;0;0
2019-12-03 05:15:00;11;23;10;89;101;1;0;0;0;0;0;0;0
2019-12-03 05:30:00;19;40;11;90;94;3;0;0;0;0;0;5;0
2019-12-03 05:45:00;28;70;24;95;104;2;0;0;0;0;0;0;0
2019-12-03 06:00:00;40;94;23;92;101;6;0;1;0;0;0;0;0
2019-12-03 06:15:00;42;95;28;109;108;5;0;0;1;0;0;0;0
2019-12-03 06:30:00;29;50;48;132;137;8;0;0;0;0;0;1;0
2019-12-03 06:45:00;30;57;42;123;144;7;0;1;0;0;0;0;0
2019-12-03 07:00:00;28;57;37;140;148;10;0;2;1;0;0;0;2
2019-12-03 07:15:00;45;76;50;169;160;16;0;1;3;1;0;2;0
2019-12-03 07:30:00;50;93;66;155;155;21;0;3;20;0;0;0;0
2019-12-03 07:45:00;56;85;63;144;157;29;0;2;10;0;0;3;0
2019-12-03 08:00:00;60;86;63;170;189;19;0;1;1;0;0;2;0
2019-12-03 08:15:00;50;94;50;144;152;34;0;1;28;0;0;0;0
2019-12-03 08:30:00;48;73;36;126;129;31;0;0;18;0;0;0;0
2019-12-03 08:45:00;50;90;54;117;119;14;0;0;4;0;1;0;0
2019-12-03 09:00:00;59;69;54;104;88;15;0;2;5;0;2;0;0
2019-12-03 09:15:00;53;76;43;93;90;18;0;1;9;2;0;0;0
2019-12-03 09:30:00;42;61;41;102;90;17;0;3;1;0;0;0;0
2019-12-03 09:45:00;60;85;42;118;103;24;0;0;2;0;0;5;0
2019-12-03 10:00:00;49;92;44;95;86;16;0;3;0;0;0;0;0
2019-12-03 10:15:00;46;81;50;97;85;22;0;0;3;0;0;0;0
2019-12-03 10:30:00;55;67;52;95;83;17;0;1;2;0;2;0;0
2019-12-03 10:45:00;58;81;55;98;87;35;0;0;4;0;0;0;3
2019-12-03 11:00:00;45;79;43;97;93;18;0;0;7;0;0;0;0
2019-12-03 11:15:00;40;60;35;86;69;20;0;0;21;0;0;0;0
2019-12-03 11:30:00;41;79;51;108;91;30;0;0;12;0;0;1;0
2019-12-03 11:45:00;48;75;47;105;82;38;0;0;3;0;0;0;0
2019-12-03 12:00:00;61;83;49;98;96;35;0;0;0;0;0;1;0
2019-12-03 12:15:00;60;77;38;97;81;27;0;0;2;0;0;0;0
2019-12-03 12:30:00;59;93;41;92;92;31;0;2;9;0;0;0;0
2019-12-03 12:45:00;57;94;48;98;100;29;0;0;12;0;5;1;0
2019-12-03 13:00:00;39;71;40;80;88;31;0;2;9;3;0;3;0
2019-12-03 13:15:00;57;94;46;119;148;20;0;0;13;1;0;0;2
2019-12-03 13:30:00;61;84;44;123;148;22;0;2;7;0;0;0;0
2019-12-03 13:45:00;55;95;61;103;118;24;0;2;14;1;1;3;0
2019-12-03 14:00:00;68;101;47;114;131;22;0;1;2;0;0;0;0
2019-12-03 14:15:00;70;112;53;102;103;22;0;2;16;0;0;2;0
