DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-06-01 00:00:00;4;1;1;3;2;2;6;0;0;0
2020-06-01 00:15:00;7;6;7;5;3;11;11;0;0;0
2020-06-01 00:30:00;3;2;0;4;1;5;5;0;0;0
2020-06-01 00:45:00;6;3;2;9;4;8;7;0;0;0
2020-06-01 01:00:00;3;1;1;2;2;5;3;0;0;0
2020-06-01 01:15:00;7;0;2;3;3;5;4;0;0;0
2020-06-01 01:30:00;5;1;3;4;1;3;3;0;0;0
2020-06-01 01:45:00;2;1;1;5;0;11;7;0;0;0
2020-06-01 02:00:00;1;1;0;2;1;8;6;0;0;0
2020-06-01 02:15:00;4;2;0;0;3;2;5;0;0;0
2020-06-01 02:30:00;0;1;2;3;3;1;4;0;0;0
2020-06-01 02:45:00;1;2;1;1;0;2;2;0;0;0
2020-06-01 03:00:00;0;0;0;0;0;0;2;0;0;0
2020-06-01 03:15:00;1;0;0;2;2;1;6;0;0;0
2020-06-01 03:30:00;0;1;0;0;0;0;0;0;0;0
2020-06-01 03:45:00;1;1;0;0;0;0;0;0;0;0
2020-06-01 04:00:00;1;1;0;0;1;3;2;0;0;0
2020-06-01 04:15:00;1;2;0;1;0;0;1;0;0;0
2020-06-01 04:30:00;0;0;0;1;0;3;3;0;0;0
2020-06-01 04:45:00;1;2;0;2;0;0;0;0;0;0
2020-06-01 05:00:00;2;2;3;1;0;3;5;0;0;0
2020-06-01 05:15:00;0;0;0;2;1;1;2;0;0;0
2020-06-01 05:30:00;7;0;2;6;1;0;1;0;0;0
2020-06-01 05:45:00;3;2;1;6;2;1;3;0;0;0
2020-06-01 06:00:00;4;5;2;3;0;0;1;0;0;0
2020-06-01 06:15:00;4;1;0;5;3;0;1;0;0;0
2020-06-01 06:30:00;5;2;4;3;0;2;4;0;0;0
2020-06-01 06:45:00;4;3;1;2;0;0;10;0;0;0
2020-06-01 07:00:00;6;2;2;3;2;0;4;0;0;0
2020-06-01 07:15:00;3;2;3;3;0;0;2;0;0;0
2020-06-01 07:30:00;6;2;1;4;2;0;0;0;0;0
2020-06-01 07:45:00;3;3;2;3;1;0;1;0;0;0
2020-06-01 08:00:00;3;2;2;6;1;0;3;0;0;0
2020-06-01 08:15:00;11;2;6;5;0;0;0;0;0;0
2020-06-01 08:30:00;8;3;2;7;0;1;2;0;0;0
2020-06-01 08:45:00;9;1;2;6;0;1;6;0;0;0
2020-06-01 09:00:00;20;3;3;5;1;2;2;0;0;0
2020-06-01 09:15:00;11;9;9;10;2;2;12;0;0;0
2020-06-01 09:30:00;19;7;2;9;4;0;9;0;0;0
2020-06-01 09:45:00;24;8;6;15;7;0;7;0;0;0
2020-06-01 10:00:00;23;7;8;16;6;0;17;0;0;0
2020-06-01 10:15:00;20;7;11;14;1;0;7;0;0;0
2020-06-01 10:30:00;20;6;10;23;3;2;14;0;0;0
2020-06-01 10:45:00;39;7;10;20;3;1;3;0;0;0
2020-06-01 11:00:00;23;11;8;21;4;0;10;0;1;0
2020-06-01 11:15:00;18;14;9;25;3;0;10;0;0;0
2020-06-01 11:30:00;31;11;20;32;8;0;5;0;0;0
2020-06-01 11:45:00;21;17;11;23;5;0;13;0;0;0
2020-06-01 12:00:00;39;13;11;21;9;0;13;0;0;0
2020-06-01 12:15:00;40;15;10;21;4;0;8;0;0;0
2020-06-01 12:30:00;34;11;13;38;7;0;14;0;0;0
2020-06-01 12:45:00;38;10;8;28;2;1;9;1;0;0
2020-06-01 13:00:00;30;8;11;25;0;3;17;0;0;0
2020-06-01 13:15:00;38;12;14;23;1;3;24;1;0;0
2020-06-01 13:30:00;27;14;13;17;13;6;24;0;0;0
2020-06-01 13:45:00;55;17;10;27;4;4;32;1;0;0
2020-06-01 14:00:00;47;9;10;29;8;5;37;0;0;0
2020-06-01 14:15:00;39;21;17;23;4;3;27;0;0;0
