DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-09-25 00:00:00;0;16;0;0;0;2;14;11;3;1
2020-09-25 00:15:00;0;15;0;0;1;0;13;9;0;0
2020-09-25 00:30:00;0;10;0;0;0;1;10;2;0;0
2020-09-25 00:45:00;0;14;0;0;0;2;11;6;0;0
2020-09-25 01:00:00;0;14;0;0;0;0;12;9;0;0
2020-09-25 01:15:00;0;10;1;0;1;1;6;3;0;0
2020-09-25 01:30:00;0;8;0;0;0;0;6;4;0;0
2020-09-25 01:45:00;0;8;0;0;0;0;7;9;0;0
2020-09-25 02:00:00;0;7;0;0;1;1;7;1;0;0
2020-09-25 02:15:00;0;9;0;0;0;0;9;3;0;0
2020-09-25 02:30:00;0;7;1;0;0;0;7;5;0;0
2020-09-25 02:45:00;0;5;0;0;1;1;8;2;0;0
2020-09-25 03:00:00;0;7;0;1;2;2;4;4;0;0
2020-09-25 03:15:00;0;9;0;0;0;0;8;4;0;0
2020-09-25 03:30:00;0;6;0;0;0;3;6;3;0;0
2020-09-25 03:45:00;0;2;1;1;0;3;10;2;0;0
2020-09-25 04:00:00;0;9;0;1;1;3;8;5;1;1
2020-09-25 04:15:00;0;9;0;0;0;1;12;4;1;1
2020-09-25 04:30:00;0;14;0;1;2;14;16;6;1;1
2020-09-25 04:45:00;0;27;0;1;1;17;40;14;2;2
2020-09-25 05:00:00;0;28;0;3;0;74;54;47;1;0
2020-09-25 05:15:00;0;41;0;0;0;167;79;118;7;13
2020-09-25 05:30:00;0;67;7;14;12;179;80;125;7;12
2020-09-25 05:45:00;0;111;27;51;53;140;67;104;12;21
2020-09-25 06:00:00;0;153;29;50;48;117;62;86;8;12
2020-09-25 06:15:00;0;107;11;18;23;126;58;98;16;24
2020-09-25 06:30:00;0;106;7;11;9;207;80;146;28;38
2020-09-25 06:45:00;0;118;4;10;9;148;62;131;21;24
2020-09-25 07:00:00;0;88;4;17;10;125;68;125;15;20
2020-09-25 07:15:00;0;78;6;11;13;134;95;174;13;25
2020-09-25 07:30:00;0;16;1;3;4;23;19;43;5;5
2020-09-25 07:45:00;
2020-09-25 08:00:00;
2020-09-25 08:15:00;
2020-09-25 08:30:00;
2020-09-25 08:45:00;
2020-09-25 09:00:00;
2020-09-25 09:15:00;0;86;9;10;7;54;65;106;13;4
2020-09-25 09:30:00;0;84;15;16;11;45;88;134;10;5
2020-09-25 09:45:00;0;94;13;9;11;34;78;124;5;6
2020-09-25 10:00:00;0;115;12;15;19;31;86;114;12;9
2020-09-25 10:15:00;0;141;8;18;16;42;85;118;5;3
2020-09-25 10:30:00;0;110;6;22;13;33;83;113;9;6
2020-09-25 10:45:00;0;123;8;19;10;38;83;112;14;4
2020-09-25 11:00:00;0;126;13;16;15;48;78;120;7;7
2020-09-25 11:15:00;0;131;8;18;19;60;85;123;18;12
2020-09-25 11:30:00;0;146;9;22;24;45;83;122;13;4
2020-09-25 11:45:00;0;127;9;20;21;54;95;149;14;15
2020-09-25 12:00:00;0;144;17;38;47;51;101;148;11;6
2020-09-25 12:15:00;0;171;25;39;49;39;96;135;17;4
2020-09-25 12:30:00;0;156;22;57;53;43;102;142;11;2
2020-09-25 12:45:00;0;148;18;38;38;45;99;140;10;3
2020-09-25 13:00:00;0;175;15;36;38;85;119;168;12;6
2020-09-25 13:15:00;0;158;14;28;41;101;120;158;17;13
2020-09-25 13:30:00;0;133;26;25;33;108;85;126;20;9
2020-09-25 13:45:00;0;175;26;53;55;122;113;185;15;10
2020-09-25 14:00:00;0;184;36;66;66;83;133;182;10;7
2020-09-25 14:15:00;0;190;36;92;93;59;87;129;7;3
2020-09-25 14:30:00;0;163;34;113;106;33;120;163;12;5
2020-09-25 14:45:00;0;157;36;65;74;38;125;145;10;4
2020-09-25 15:00:00;0;211;30;56;72;45;128;157;17;5
2020-09-25 15:15:00;0;209;31;72;82;30;105;134;10;5
2020-09-25 15:30:00;0;189;23;42;47;23;115;138;6;2
2020-09-25 15:45:00;0;167;14;46;67;33;117;183;6;2
2020-09-25 16:00:00;0;171;16;47;55;29;112;163;14;2
2020-09-25 16:15:00;0;175;13;33;30;25;138;189;7;3
2020-09-25 16:30:00;0;161;12;33;38;18;107;139;12;2
2020-09-25 16:45:00;0;187;11;23;30;27;122;173;11;3
2020-09-25 17:00:00;0;181;12;32;38;29;123;173;9;3
2020-09-25 17:15:00;0;178;10;27;18;23;111;141;8;4
2020-09-25 17:30:00;0;143;14;20;30;12;83;112;9;3
2020-09-25 17:45:00;0;163;5;17;19;17;122;158;5;2
2020-09-25 18:00:00;0;155;6;13;18;24;104;142;4;3
2020-09-25 18:15:00;0;145;10;10;15;21;111;150;7;3
2020-09-25 18:30:00;0;126;5;11;18;12;102;117;8;1
2020-09-25 18:45:00;0;125;6;15;15;16;94;120;7;1
2020-09-25 19:00:00;0;108;9;12;8;14;111;108;5;0
2020-09-25 19:15:00;0;125;2;7;12;14;83;94;3;2
2020-09-25 19:30:00;0;98;6;7;4;17;81;104;5;0
2020-09-25 19:45:00;0;106;2;8;6;14;65;91;4;1
2020-09-25 20:00:00;0;123;8;4;9;25;74;86;5;2
2020-09-25 20:15:00;0;96;2;7;11;23;58;67;6;2
2020-09-25 20:30:00;0;77;5;8;8;24;56;71;1;1
2020-09-25 20:45:00;0;77;2;7;6;56;65;73;1;1
2020-09-25 21:00:00;0;58;6;5;6;114;73;84;9;7
2020-09-25 21:15:00;0;78;1;2;3;149;71;100;8;7
2020-09-25 21:30:00;0;67;4;12;20;87;58;72;5;5
2020-09-25 21:45:00;0;81;10;47;53;17;50;67;3;3
2020-09-25 22:00:00;0;106;23;65;74;8;51;42;2;1
2020-09-25 22:15:00;0;102;6;18;14;6;50;40;5;2
2020-09-25 22:30:00;0;39;1;7;3;6;42;42;4;1
2020-09-25 22:45:00;0;52;0;2;5;4;37;29;3;2
2020-09-25 23:00:00;0;40;1;4;2;5;28;26;4;2
2020-09-25 23:15:00;0;37;0;1;0;2;22;32;4;3
2020-09-25 23:30:00;0;40;0;1;1;2;23;27;2;1
2020-09-25 23:45:00;0;32;2;0;0;5;29;29;0;0
