DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-07-09 00:00:00;8;13;1;2;12;10;0;2;4;0;2;0;0;11;14;0;0;0;0;0;0;0;0
2020-07-09 00:15:00;11;8;0;1;16;6;0;1;3;0;1;3;3;12;16;0;0;0;0;0;0;0;0
2020-07-09 00:30:00;7;13;0;0;10;6;2;0;2;0;1;0;0;10;10;0;0;0;0;0;0;0;0
2020-07-09 00:45:00;6;6;0;1;3;5;2;0;0;0;2;0;0;8;5;0;0;0;0;0;0;0;0
2020-07-09 01:00:00;4;3;0;0;7;4;0;1;1;0;0;0;0;5;10;0;0;0;0;0;0;0;0
2020-07-09 01:15:00;5;7;1;3;3;5;0;1;1;0;0;0;0;6;6;0;0;0;0;0;0;0;0
2020-07-09 01:30:00;5;2;0;0;3;5;0;1;1;0;0;0;0;6;5;0;0;0;0;0;0;0;0
2020-07-09 01:45:00;5;5;0;0;11;6;1;1;1;0;0;0;0;8;11;0;0;0;0;0;0;0;0
2020-07-09 02:00:00;3;4;1;0;6;3;1;0;1;0;0;0;0;4;7;0;0;0;0;0;0;0;0
2020-07-09 02:15:00;5;0;1;0;4;8;1;0;0;0;0;0;0;5;8;0;0;0;0;0;0;0;0
2020-07-09 02:30:00;1;4;0;1;3;1;0;1;1;0;0;0;0;5;3;0;0;0;0;0;0;0;0
2020-07-09 02:45:00;11;7;2;0;2;3;1;0;2;0;1;0;0;11;5;0;0;0;0;0;0;0;0
2020-07-09 03:00:00;2;1;2;0;4;6;1;1;2;0;0;0;0;2;6;0;0;0;0;0;0;0;0
2020-07-09 03:15:00;5;2;0;3;3;2;1;1;1;0;0;0;0;5;4;0;0;0;0;0;0;0;0
2020-07-09 03:30:00;1;1;0;1;5;2;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0
2020-07-09 03:45:00;4;3;0;3;7;2;0;2;0;0;0;1;0;4;7;0;0;0;0;0;0;0;0
2020-07-09 04:00:00;2;4;0;1;5;4;1;0;0;0;0;0;0;5;7;0;0;0;0;0;0;0;0
2020-07-09 04:15:00;10;6;0;0;13;9;0;1;1;0;2;0;0;13;16;0;0;0;0;0;0;0;0
2020-07-09 04:30:00;12;11;1;5;5;6;1;2;4;0;0;0;0;13;8;0;0;0;0;0;0;0;0
2020-07-09 04:45:00;24;12;1;9;11;10;4;4;3;0;0;0;0;28;16;0;0;0;0;0;0;0;0
2020-07-09 05:00:00;55;51;1;4;29;17;3;10;5;0;6;3;2;72;37;0;0;0;0;0;0;0;0
2020-07-09 05:15:00;65;89;3;11;24;22;5;10;8;0;3;1;1;108;30;0;0;0;0;0;0;0;0
2020-07-09 05:30:00;76;90;2;9;28;24;5;13;11;0;13;4;5;99;42;0;0;0;0;0;0;0;0
2020-07-09 05:45:00;63;72;1;8;51;45;9;10;3;0;7;7;4;88;71;0;0;0;0;0;0;0;0
2020-07-09 06:00:00;63;60;5;12;52;51;6;9;9;0;13;14;7;80;61;0;0;0;0;0;0;0;0
2020-07-09 06:15:00;73;89;5;14;66;62;8;16;3;0;11;13;11;96;83;0;0;0;0;0;0;0;0
