DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-11-04 00:00:00;17;18;6;17;7;2;1;2;0;3;1
2019-11-04 00:15:00;9;14;10;22;8;2;0;2;0;3;3
2019-11-04 00:30:00;9;12;12;19;6;5;1;7;0;2;1
2019-11-04 00:45:00;10;14;10;15;3;2;1;3;0;2;0
2019-11-04 01:00:00;9;11;8;15;8;0;0;3;0;2;4
2019-11-04 01:15:00;6;6;8;10;4;1;0;0;0;0;0
2019-11-04 01:30:00;10;11;6;8;5;0;0;2;0;0;0
2019-11-04 01:45:00;6;7;5;16;5;1;1;3;0;0;1
2019-11-04 02:00:00;10;11;3;4;0;2;0;2;0;0;0
2019-11-04 02:15:00;11;13;8;6;3;2;0;0;0;1;1
2019-11-04 02:30:00;7;7;9;7;5;2;1;1;0;1;0
2019-11-04 02:45:00;6;9;7;8;2;1;0;2;0;1;1
2019-11-04 03:00:00;9;10;3;14;4;0;0;0;0;1;3
2019-11-04 03:15:00;9;12;3;7;1;2;1;3;0;0;1
2019-11-04 03:30:00;6;8;5;5;3;1;3;0;0;1;1
2019-11-04 03:45:00;7;12;6;8;2;2;0;6;0;0;0
2019-11-04 04:00:00;8;9;9;4;1;4;0;0;0;2;1
2019-11-04 04:15:00;21;22;9;3;8;0;0;2;0;1;1
2019-11-04 04:30:00;26;30;15;10;7;0;0;5;0;4;3
2019-11-04 04:45:00;33;35;18;14;10;2;0;7;0;0;5
2019-11-04 05:00:00;37;42;21;29;22;11;1;6;0;5;10
2019-11-04 05:15:00;70;78;67;18;22;17;0;11;0;11;11
2019-11-04 05:30:00;96;109;83;42;25;16;6;24;0;15;25
2019-11-04 05:45:00;109;124;94;53;38;14;8;18;0;14;27
2019-11-04 06:00:00;122;138;112;49;30;14;9;30;0;16;22
2019-11-04 06:15:00;154;165;136;65;49;24;8;21;0;40;43
2019-11-04 06:30:00;153;176;134;93;67;37;14;38;0;30;45
2019-11-04 06:45:00;153;177;156;111;68;38;22;40;0;25;37
