DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-11-06 00:00:00;3;2;0;3;0;2;3;1;0;0;0
2020-11-06 00:15:00;2;4;0;7;0;0;0;0;0;0;0
2020-11-06 00:30:00;0;1;0;0;0;0;0;0;0;0;0
2020-11-06 00:45:00;2;2;0;1;0;0;1;1;0;0;0
2020-11-06 01:00:00;0;2;0;1;0;1;0;0;0;0;0
2020-11-06 01:15:00;1;0;0;0;0;0;1;1;0;0;0
2020-11-06 01:30:00;1;1;0;1;0;1;0;0;0;0;0
2020-11-06 01:45:00;1;0;0;1;0;0;0;0;0;0;0
2020-11-06 02:00:00;0;0;0;1;0;0;0;0;0;0;0
2020-11-06 02:15:00;0;1;0;1;1;1;1;1;0;0;0
2020-11-06 02:30:00;0;0;0;1;0;0;0;0;0;0;0
2020-11-06 02:45:00;3;2;0;0;0;0;0;0;0;0;0
2020-11-06 03:00:00;1;2;0;2;0;1;0;0;0;0;0
2020-11-06 03:15:00;1;1;0;0;0;0;0;0;0;0;0
2020-11-06 03:30:00;1;1;0;2;1;2;2;2;0;0;0
2020-11-06 03:45:00;1;1;0;0;0;0;4;3;0;0;0
2020-11-06 04:00:00;0;1;0;1;0;1;0;0;0;0;0
2020-11-06 04:15:00;2;1;0;2;0;0;1;1;0;0;0
2020-11-06 04:30:00;3;5;0;3;0;1;3;1;0;0;0
2020-11-06 04:45:00;1;1;0;4;3;4;5;3;0;0;0
2020-11-06 05:00:00;4;4;0;2;0;2;2;1;0;0;0
2020-11-06 05:15:00;5;6;0;6;0;1;7;7;0;0;0
2020-11-06 05:30:00;4;10;0;7;2;4;4;2;0;0;0
2020-11-06 05:45:00;13;16;0;5;1;5;4;3;0;0;0
2020-11-06 06:00:00;11;13;0;19;3;8;5;5;0;0;0
2020-11-06 06:15:00;39;26;0;29;12;21;20;27;0;0;0
2020-11-06 06:30:00;27;32;0;40;14;33;15;21;7;0;0
2020-11-06 06:45:00;37;33;0;28;6;21;13;16;0;0;0
2020-11-06 07:00:00;30;33;0;28;5;23;14;17;0;0;0
2020-11-06 07:15:00;58;62;0;36;10;27;31;35;0;0;0
2020-11-06 07:30:00;60;63;0;55;8;47;27;26;0;0;0
2020-11-06 07:45:00;49;43;0;49;8;41;28;28;0;0;0
2020-11-06 08:00:00;43;41;0;37;5;26;22;20;0;0;0
2020-11-06 08:15:00;50;44;0;50;11;45;25;26;0;0;0
2020-11-06 08:30:00;38;39;0;39;9;33;15;13;0;0;0
2020-11-06 08:45:00;45;50;0;44;8;28;10;11;0;0;0
2020-11-06 09:00:00;33;36;0;48;6;36;17;10;0;0;0
2020-11-06 09:15:00;43;66;0;39;1;29;11;8;0;0;0
2020-11-06 09:30:00;32;36;0;41;9;44;12;10;0;0;0
2020-11-06 09:45:00;34;45;0;51;7;42;8;6;1;0;0
2020-11-06 10:00:00;25;35;0;48;7;30;8;4;0;0;0
2020-11-06 10:15:00;30;38;0;49;5;37;20;14;1;0;0
2020-11-06 10:30:00;30;38;0;69;7;64;15;11;0;0;0
2020-11-06 10:45:00;36;41;0;68;7;51;15;9;0;0;0
2020-11-06 11:00:00;22;30;0;59;5;43;20;14;0;0;0
2020-11-06 11:15:00;33;46;0;65;5;43;16;7;0;0;0
2020-11-06 11:30:00;27;46;0;51;10;41;14;11;0;3;0
2020-11-06 11:45:00;30;52;0;73;6;54;16;10;0;0;1
2020-11-06 12:00:00;24;31;0;77;9;50;20;14;0;0;0
2020-11-06 12:15:00;31;40;0;71;11;63;11;6;0;0;0
2020-11-06 12:30:00;32;47;0;72;13;64;26;14;0;2;0
2020-11-06 12:45:00;43;46;0;85;16;59;32;20;0;0;0
2020-11-06 13:00:00;33;33;0;77;6;71;33;20;0;3;0
2020-11-06 13:15:00;36;46;0;74;12;53;27;15;0;2;0
2020-11-06 13:30:00;23;29;0;48;6;41;22;12;0;6;0
2020-11-06 13:45:00;28;36;0;56;5;36;37;9;0;3;0
2020-11-06 14:00:00;27;41;0;60;9;48;17;10;0;0;0
2020-11-06 14:15:00;37;48;0;73;9;73;13;16;0;0;0
2020-11-06 14:30:00;32;36;0;93;17;78;21;17;3;1;0
2020-11-06 14:45:00;36;40;0;85;12;72;16;16;7;0;0
2020-11-06 15:00:00;32;43;0;79;17;68;25;26;0;10;0
2020-11-06 15:15:00;46;40;0;74;10;59;18;13;12;0;0
2020-11-06 15:30:00;36;37;0;84;11;68;29;19;0;2;0
2020-11-06 15:45:00;39;40;0;73;9;52;16;15;0;0;0
2020-11-06 16:00:00;35;43;0;78;13;82;25;20;0;0;0
2020-11-06 16:15:00;35;40;0;57;8;41;37;9;0;0;11
2020-11-06 16:30:00;22;41;0;68;15;52;27;16;0;0;0
2020-11-06 16:45:00;31;41;0;72;7;44;26;8;7;15;0
2020-11-06 17:00:00;33;31;0;74;8;49;22;10;1;1;0
2020-11-06 17:15:00;32;50;0;54;5;38;22;15;1;0;0
2020-11-06 17:30:00;34;43;0;70;8;56;10;11;1;3;0
2020-11-06 17:45:00;29;30;0;61;7;45;14;10;1;0;0
2020-11-06 18:00:00;27;29;0;55;2;48;18;13;0;0;0
2020-11-06 18:15:00;22;32;0;53;4;35;14;8;0;0;0
2020-11-06 18:30:00;25;19;0;51;7;37;16;14;0;0;0
2020-11-06 18:45:00;22;29;0;47;12;35;13;12;0;0;0
2020-11-06 19:00:00;14;27;0;48;5;34;11;8;0;0;0
2020-11-06 19:15:00;18;28;0;42;7;24;17;12;0;0;0
2020-11-06 19:30:00;17;17;0;47;5;32;6;3;0;0;0
2020-11-06 19:45:00;21;26;0;30;3;20;8;6;0;0;0
2020-11-06 20:00:00;12;26;0;31;1;14;6;6;0;0;0
2020-11-06 20:15:00;18;18;0;41;8;26;8;9;0;0;0
2020-11-06 20:30:00;14;18;0;24;2;13;13;11;0;0;0
2020-11-06 20:45:00;12;13;0;15;2;9;8;5;0;0;0
2020-11-06 21:00:00;5;15;0;15;1;9;8;3;0;0;0
2020-11-06 21:15:00;8;11;0;14;2;7;3;5;0;0;0
2020-11-06 21:30:00;6;12;0;17;1;9;11;5;0;0;0
2020-11-06 21:45:00;10;7;0;9;0;5;7;6;0;0;0
2020-11-06 22:00:00;4;8;0;19;5;13;8;6;0;0;0
2020-11-06 22:15:00;7;9;0;17;2;8;3;5;0;0;0
2020-11-06 22:30:00;2;6;0;9;2;5;1;0;0;0;0
2020-11-06 22:45:00;9;9;0;3;0;0;5;5;0;0;0
2020-11-06 23:00:00;6;4;0;9;0;4;4;3;0;0;0
2020-11-06 23:15:00;4;4;0;8;2;4;8;5;0;0;0
2020-11-06 23:30:00;2;4;0;6;0;1;1;1;0;0;0
2020-11-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
