DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-12-03 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 00:15:00;1;1;1;1;2;0;0;0;0;0;0;0;0
2020-12-03 00:30:00;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-12-03 00:45:00;23;23;23;23;5;2;0;0;0;0;0;0;0
2020-12-03 01:00:00;0;0;0;0;4;0;0;1;0;0;0;0;0
2020-12-03 01:15:00;0;0;0;0;3;1;1;1;0;0;0;0;0
2020-12-03 01:30:00;3;3;3;3;1;0;0;0;0;0;0;0;0
2020-12-03 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 02:00:00;0;0;0;0;0;1;0;1;0;0;0;0;0
2020-12-03 02:15:00;0;0;0;0;1;0;0;1;0;0;0;0;0
2020-12-03 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 02:45:00;2;2;2;2;3;0;0;0;0;0;0;0;0
2020-12-03 03:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-12-03 03:15:00;1;1;1;1;2;0;0;0;0;0;0;0;0
2020-12-03 03:30:00;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-12-03 03:45:00;2;2;2;2;1;0;0;1;0;0;0;0;0
2020-12-03 04:00:00;0;0;0;0;5;0;0;0;0;0;0;0;0
2020-12-03 04:15:00;0;0;0;0;2;0;1;1;0;0;0;0;0
2020-12-03 04:30:00;1;1;1;1;5;2;0;1;0;0;0;0;0
2020-12-03 04:45:00;0;0;0;0;12;0;2;3;0;0;0;0;0
2020-12-03 05:00:00;0;0;0;0;61;0;0;2;0;0;0;0;0
2020-12-03 05:15:00;0;0;0;0;132;2;0;3;0;0;0;0;0
2020-12-03 05:30:00;0;0;0;0;105;4;0;3;0;0;0;0;0
2020-12-03 05:45:00;0;0;0;0;82;6;0;2;0;0;0;0;0
2020-12-03 06:00:00;8;8;8;8;91;6;7;14;0;0;0;0;0
