DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-01-19 00:00:00;37;19;0;18;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 00:15:00;36;25;4;10;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 00:30:00;37;24;0;20;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 00:45:00;29;11;1;12;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 01:00:00;34;28;7;17;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 01:15:00;17;8;0;15;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 01:30:00;19;20;0;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 01:45:00;19;17;0;12;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 02:00:00;18;11;0;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 02:15:00;23;10;1;9;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 02:30:00;10;3;0;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 02:45:00;22;11;0;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 03:00:00;9;6;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 03:15:00;10;7;0;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 03:30:00;18;9;0;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 03:45:00;15;15;0;7;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 04:00:00;14;4;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 04:15:00;14;8;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 04:30:00;10;8;0;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-19 04:45:00;9;7;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
