DATUM;1(TAFGA);2(TAFBA)
2020-07-10 00:00:00;0;0
2020-07-10 00:15:00;0;0
2020-07-10 00:30:00;0;0
2020-07-10 00:45:00;0;0
2020-07-10 01:00:00;0;0
2020-07-10 01:15:00;0;0
2020-07-10 01:30:00;0;0
2020-07-10 01:45:00;0;0
2020-07-10 02:00:00;0;0
2020-07-10 02:15:00;0;0
2020-07-10 02:30:00;0;0
2020-07-10 02:45:00;0;0
2020-07-10 03:00:00;0;0
2020-07-10 03:15:00;0;0
2020-07-10 03:30:00;0;0
2020-07-10 03:45:00;0;0
2020-07-10 04:00:00;0;0
2020-07-10 04:15:00;0;0
2020-07-10 04:30:00;0;0
2020-07-10 04:45:00;0;0
2020-07-10 05:00:00;0;0
2020-07-10 05:15:00;0;0
2020-07-10 05:30:00;1;2
2020-07-10 05:45:00;1;0
2020-07-10 06:00:00;7;6
2020-07-10 06:15:00;5;1
2020-07-10 06:30:00;4;0
2020-07-10 06:45:00;8;0
2020-07-10 07:00:00;10;0
2020-07-10 07:15:00;14;2
2020-07-10 07:30:00;10;5
2020-07-10 07:45:00;15;7
2020-07-10 08:00:00;9;2
2020-07-10 08:15:00;14;1
2020-07-10 08:30:00;19;6
2020-07-10 08:45:00;7;2
2020-07-10 09:00:00;19;0
2020-07-10 09:15:00;16;3
2020-07-10 09:30:00;13;3
2020-07-10 09:45:00;17;1
2020-07-10 10:00:00;17;3
2020-07-10 10:15:00;17;4
2020-07-10 10:30:00;20;4
2020-07-10 10:45:00;17;1
2020-07-10 11:00:00;13;2
2020-07-10 11:15:00;14;6
2020-07-10 11:30:00;14;12
2020-07-10 11:45:00;23;3
2020-07-10 12:00:00;12;12
2020-07-10 12:15:00;17;3
2020-07-10 12:30:00;16;2
2020-07-10 12:45:00;20;7
2020-07-10 13:00:00;19;8
2020-07-10 13:15:00;25;2
2020-07-10 13:30:00;17;4
2020-07-10 13:45:00;20;5
2020-07-10 14:00:00;16;7
2020-07-10 14:15:00;26;5
2020-07-10 14:30:00;22;2
2020-07-10 14:45:00;15;0
2020-07-10 15:00:00;16;6
2020-07-10 15:15:00;19;1
2020-07-10 15:30:00;15;3
2020-07-10 15:45:00;18;11
2020-07-10 16:00:00;20;7
2020-07-10 16:15:00;17;7
2020-07-10 16:30:00;18;8
2020-07-10 16:45:00;15;5
2020-07-10 17:00:00;17;4
2020-07-10 17:15:00;25;13
2020-07-10 17:30:00;12;5
2020-07-10 17:45:00;19;2
2020-07-10 18:00:00;15;1
2020-07-10 18:15:00;16;13
2020-07-10 18:30:00;14;2
2020-07-10 18:45:00;16;4
2020-07-10 19:00:00;19;5
2020-07-10 19:15:00;18;8
2020-07-10 19:30:00;14;7
2020-07-10 19:45:00;13;5
2020-07-10 20:00:00;15;5
2020-07-10 20:15:00;16;17
2020-07-10 20:30:00;9;4
2020-07-10 20:45:00;3;2
2020-07-10 21:00:00;5;5
2020-07-10 21:15:00;8;9
2020-07-10 21:30:00;6;1
2020-07-10 21:45:00;4;5
2020-07-10 22:00:00;6;1
2020-07-10 22:15:00;5;2
2020-07-10 22:30:00;6;0
2020-07-10 22:45:00;4;0
2020-07-10 23:00:00;2;0
2020-07-10 23:15:00;2;4
2020-07-10 23:30:00;1;0
2020-07-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
