DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-12-08 00:00:00;0;0;0;0;0;7;3;0;1;1;1;1;2;4;3;0;0;0;21;0;0;0;0;0
2020-12-08 00:15:00;1;7;5;2;0;2;3;0;3;3;2;2;6;12;11;2;0;0;30;0;0;0;0;0
2020-12-08 00:30:00;0;0;3;0;0;1;3;0;2;1;3;1;3;7;5;0;0;0;30;0;0;0;0;0
2020-12-08 00:45:00;0;0;2;0;0;5;3;1;1;3;6;2;2;7;8;2;0;0;30;0;0;0;0;0
2020-12-08 01:00:00;0;0;0;2;1;3;1;0;0;3;5;5;0;4;3;0;0;0;35;0;0;0;0;0
2020-12-08 01:15:00;1;1;0;0;1;2;3;1;0;1;0;0;2;5;5;0;0;0;36;0;0;0;0;0
2020-12-08 01:30:00;0;0;0;1;0;4;4;2;2;1;0;1;2;7;5;0;0;0;39;0;0;0;0;0
2020-12-08 01:45:00;0;0;1;0;0;2;4;3;3;0;1;0;3;9;5;1;0;0;39;0;0;0;0;0
2020-12-08 02:00:00;0;0;0;1;0;1;0;1;1;3;3;1;2;5;2;0;0;0;36;0;0;0;0;0
2020-12-08 02:15:00;1;1;0;0;0;1;2;1;3;2;2;0;1;6;5;0;0;0;39;0;0;0;0;0
2020-12-08 02:30:00;0;0;0;0;0;3;2;1;6;0;1;0;5;9;5;0;0;0;39;0;0;0;0;0
2020-12-08 02:45:00;0;0;0;0;5;7;2;1;3;0;3;1;1;9;9;0;0;0;39;0;0;0;0;0
2020-12-08 03:00:00;0;0;1;0;1;5;2;0;2;0;3;1;2;7;5;0;0;0;39;0;0;0;0;0
2020-12-08 03:15:00;0;0;1;1;0;5;2;0;3;0;1;0;4;4;2;1;0;0;39;0;0;0;0;0
2020-12-08 03:30:00;1;0;0;1;1;3;1;1;1;0;1;0;7;10;3;0;0;0;39;0;0;0;0;0
2020-12-08 03:45:00;0;0;1;2;1;4;5;1;1;0;5;0;1;3;3;0;0;0;36;0;0;0;0;0
2020-12-08 04:00:00;0;1;0;0;1;5;3;1;6;0;7;0;3;8;6;0;0;0;39;0;0;0;0;0
