DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-02-10 00:00:00;6;7;3;2;1;5;4;3;0;0;0;0;0;0
2020-02-10 00:15:00;6;5;0;0;0;8;6;2;1;1;0;0;0;0
2020-02-10 00:30:00;9;7;1;1;2;9;5;0;3;1;0;0;0;0
2020-02-10 00:45:00;2;1;0;0;1;3;2;1;0;0;0;0;0;0
2020-02-10 01:00:00;4;3;1;0;0;1;4;3;0;0;0;0;0;0
2020-02-10 01:15:00;5;4;2;1;0;3;3;5;0;1;0;0;0;0
2020-02-10 01:30:00;5;1;0;1;1;5;6;1;2;2;0;0;0;0
2020-02-10 01:45:00;4;3;0;0;1;3;3;1;0;2;0;0;0;0
2020-02-10 02:00:00;6;2;2;1;2;4;6;0;0;0;0;0;0;0
2020-02-10 02:15:00;3;3;1;0;1;1;2;2;0;0;0;0;0;0
2020-02-10 02:30:00;1;0;0;1;2;2;4;2;0;0;0;0;0;0
2020-02-10 02:45:00;3;3;0;1;1;4;5;1;0;0;0;0;0;0
2020-02-10 03:00:00;2;4;1;0;1;2;5;2;0;0;0;0;0;0
2020-02-10 03:15:00;2;5;1;0;1;2;5;3;0;0;0;0;0;0
2020-02-10 03:30:00;5;3;1;0;1;10;15;5;0;0;0;0;0;0
2020-02-10 03:45:00;2;1;0;0;1;2;2;2;0;1;0;0;0;0
2020-02-10 04:00:00;8;4;0;0;1;3;4;1;1;0;0;0;0;0
2020-02-10 04:15:00;8;9;1;3;1;10;8;3;0;0;0;0;0;0
2020-02-10 04:30:00;18;9;3;1;4;11;17;14;0;1;0;0;0;0
2020-02-10 04:45:00;19;17;2;4;6;9;15;3;2;0;0;0;0;0
2020-02-10 05:00:00;57;48;7;5;16;22;27;11;4;1;0;0;0;0
2020-02-10 05:15:00;65;57;7;7;14;23;26;7;5;4;0;0;0;0
2020-02-10 05:30:00;70;78;4;11;19;40;34;13;4;3;0;0;0;0
2020-02-10 05:45:00;61;73;6;17;21;33;17;11;3;5;0;0;0;0
2020-02-10 06:00:00;55;85;7;14;19;30;30;18;4;4;0;0;0;0
2020-02-10 06:15:00;85;93;4;15;32;52;36;16;7;5;0;0;0;0
2020-02-10 06:30:00;95;126;12;18;55;46;47;20;9;8;0;0;0;0
2020-02-10 06:45:00;90;129;13;24;47;66;45;22;5;3;0;0;0;0
2020-02-10 07:00:00;104;121;7;29;63;56;44;26;11;6;0;0;0;0
2020-02-10 07:15:00;107;122;18;30;77;73;68;20;7;8;0;1;0;0
2020-02-10 07:30:00;90;100;22;34;56;72;74;31;9;10;0;0;0;0
2020-02-10 07:45:00;93;103;15;33;50;81;77;30;11;7;1;1;0;0
2020-02-10 08:00:00;73;95;25;28;51;79;59;26;9;10;0;0;0;0
2020-02-10 08:15:00;77;91;26;31;59;86;81;28;11;6;0;0;2;0
2020-02-10 08:30:00;67;83;22;48;45;80;88;37;14;5;0;0;1;0
2020-02-10 08:45:00;79;82;19;24;45;68;66;32;9;7;0;0;0;0
2020-02-10 09:00:00;60;71;20;33;35;86;63;30;12;7;0;0;1;0
2020-02-10 09:15:00;66;89;26;32;33;89;69;34;11;4;0;0;0;0
2020-02-10 09:30:00;74;86;21;34;29;65;79;34;14;6;0;0;0;0
2020-02-10 09:45:00;63;77;29;30;35;89;84;49;14;8;0;0;0;0
2020-02-10 10:00:00;69;71;20;35;29;82;77;42;18;4;0;0;0;0
2020-02-10 10:15:00;68;70;22;31;27;61;80;29;19;9;3;0;0;0
2020-02-10 10:30:00;60;58;27;36;35;68;79;23;8;8;0;0;1;0
2020-02-10 10:45:00;72;66;22;33;31;87;94;37;10;4;0;0;0;0
2020-02-10 11:00:00;60;72;21;45;30;72;90;33;8;6;0;0;0;0
2020-02-10 11:15:00;67;86;22;37;29;96;85;42;16;6;5;0;3;0
2020-02-10 11:30:00;75;61;16;28;41;79;97;34;17;5;0;0;0;0
2020-02-10 11:45:00;57;61;12;35;43;84;101;38;15;16;0;0;0;0
2020-02-10 12:00:00;64;51;20;34;31;88;86;29;11;4;0;0;0;0
2020-02-10 12:15:00;60;70;13;30;35;90;101;48;19;7;1;0;0;0
2020-02-10 12:30:00;71;77;23;25;28;77;83;36;15;2;0;0;0;0
2020-02-10 12:45:00;80;81;17;23;30;77;91;40;17;12;0;0;0;0
2020-02-10 13:00:00;71;97;17;43;43;85;84;39;16;13;0;0;0;0
2020-02-10 13:15:00;74;89;20;22;27;99;101;41;17;12;0;0;0;0
2020-02-10 13:30:00;95;100;19;40;28;89;102;47;12;8;0;0;6;0
2020-02-10 13:45:00;73;75;20;25;26;89;103;40;10;7;0;0;0;0
