DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-10-02 00:00:00;7;8;25;0;0;0;0;0;0
2020-10-02 00:15:00;15;6;18;0;0;0;0;0;0
2020-10-02 00:30:00;10;8;11;1;1;0;0;0;0
2020-10-02 00:45:00;8;3;18;0;0;0;0;0;0
2020-10-02 01:00:00;6;5;13;0;0;0;0;0;0
2020-10-02 01:15:00;5;5;6;0;0;0;0;0;0
2020-10-02 01:30:00;4;2;2;0;0;0;0;0;0
2020-10-02 01:45:00;2;1;2;0;0;0;0;0;0
2020-10-02 02:00:00;9;5;4;0;0;0;0;0;0
2020-10-02 02:15:00;10;7;9;0;0;0;0;0;0
2020-10-02 02:30:00;0;0;5;0;0;0;0;0;0
2020-10-02 02:45:00;8;2;10;0;0;0;0;0;0
2020-10-02 03:00:00;10;4;5;0;0;0;0;0;0
2020-10-02 03:15:00;5;7;5;1;1;0;0;0;0
2020-10-02 03:30:00;3;1;7;0;0;0;0;0;0
2020-10-02 03:45:00;4;3;10;0;0;0;0;0;0
2020-10-02 04:00:00;7;6;13;0;0;0;0;0;0
2020-10-02 04:15:00;14;5;20;0;0;0;0;0;0
2020-10-02 04:30:00;8;6;23;0;0;0;0;0;0
2020-10-02 04:45:00;14;7;34;0;0;0;0;0;0
2020-10-02 05:00:00;28;10;72;0;0;0;0;0;0
2020-10-02 05:15:00;53;12;121;1;1;0;0;0;0
2020-10-02 05:30:00;54;19;104;1;1;0;0;0;0
2020-10-02 05:45:00;70;20;105;0;0;0;0;0;0
2020-10-02 06:00:00;76;21;105;1;1;0;0;0;0
2020-10-02 06:15:00;120;28;111;1;1;2;0;0;0
2020-10-02 06:30:00;98;38;153;0;0;2;0;0;0
2020-10-02 06:45:00;83;42;158;3;3;0;0;0;0
2020-10-02 07:00:00;82;43;146;0;0;0;0;0;0
2020-10-02 07:15:00;82;49;203;5;5;0;0;0;0
2020-10-02 07:30:00;91;59;209;4;4;2;0;0;0
2020-10-02 07:45:00;101;90;202;5;6;1;0;0;0
2020-10-02 08:00:00;100;62;185;1;1;1;0;0;0
2020-10-02 08:15:00;88;54;180;2;2;1;0;0;0
2020-10-02 08:30:00;91;45;183;1;2;1;0;0;0
2020-10-02 08:45:00;113;74;181;2;2;2;0;0;0
2020-10-02 09:00:00;103;55;180;0;0;0;0;0;0
2020-10-02 09:15:00;103;71;166;2;2;1;0;0;0
2020-10-02 09:30:00;120;65;163;0;0;1;0;0;0
2020-10-02 09:45:00;119;77;161;2;2;0;0;0;0
2020-10-02 10:00:00;128;66;214;0;0;4;0;0;0
2020-10-02 10:15:00;47;28;84;2;2;2;0;0;0
2020-10-02 10:30:00;
2020-10-02 10:45:00;
2020-10-02 11:00:00;
2020-10-02 11:15:00;
2020-10-02 11:30:00;
2020-10-02 11:45:00;
2020-10-02 12:00:00;95;77;170;5;5;1;0;0;0
2020-10-02 12:15:00;118;86;204;7;7;3;0;0;0
2020-10-02 12:30:00;157;67;201;1;1;5;0;0;0
2020-10-02 12:45:00;136;87;194;6;6;2;0;0;0
2020-10-02 13:00:00;125;116;222;17;17;1;0;0;0
2020-10-02 13:15:00;110;110;220;14;14;2;0;0;0
2020-10-02 13:30:00;73;119;215;15;15;2;0;0;0
2020-10-02 13:45:00;86;150;226;22;22;1;0;0;0
2020-10-02 14:00:00;134;77;214;7;7;0;0;0;0
2020-10-02 14:15:00;152;83;201;7;7;2;0;0;0
2020-10-02 14:30:00;144;74;171;2;3;0;0;0;0
2020-10-02 14:45:00;156;87;208;11;14;4;0;0;0
2020-10-02 15:00:00;106;67;177;9;10;1;0;0;0
2020-10-02 15:15:00;140;76;219;2;2;1;0;0;0
2020-10-02 15:30:00;133;78;179;2;2;1;0;0;0
2020-10-02 15:45:00;148;88;172;2;2;1;0;0;0
