DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-01-10 00:00:00;12;12;7;9;0;0;0
2020-01-10 00:15:00;11;8;12;7;0;3;0
2020-01-10 00:30:00;8;17;14;10;4;5;0
2020-01-10 00:45:00;1;10;11;4;0;0;0
2020-01-10 01:00:00;8;10;8;2;0;3;0
2020-01-10 01:15:00;4;2;11;7;0;1;0
2020-01-10 01:30:00;7;9;10;4;1;3;0
2020-01-10 01:45:00;6;5;4;4;0;0;0
2020-01-10 02:00:00;8;10;4;5;0;0;0
2020-01-10 02:15:00;3;5;4;3;0;0;0
2020-01-10 02:30:00;5;4;9;8;1;1;0
2020-01-10 02:45:00;8;6;4;10;0;0;0
2020-01-10 03:00:00;7;4;8;3;0;2;0
2020-01-10 03:15:00;4;1;2;2;1;2;0
2020-01-10 03:30:00;1;6;7;1;1;1;0
2020-01-10 03:45:00;3;6;5;2;0;0;0
2020-01-10 04:00:00;8;5;7;4;2;1;0
2020-01-10 04:15:00;13;6;9;5;3;1;0
2020-01-10 04:30:00;9;13;25;6;0;1;0
2020-01-10 04:45:00;13;13;39;7;3;3;0
2020-01-10 05:00:00;25;34;77;22;6;13;0
2020-01-10 05:15:00;38;47;155;79;7;15;0
2020-01-10 05:30:00;53;62;175;104;2;11;0
2020-01-10 05:45:00;55;67;178;103;12;19;0
2020-01-10 06:00:00;85;93;183;122;11;24;3
2020-01-10 06:15:00;47;88;235;155;9;36;0
2020-01-10 06:30:00;59;89;219;184;16;57;0
2020-01-10 06:45:00;73;101;223;187;17;39;0
2020-01-10 07:00:00;66;88;226;171;124;48;0
2020-01-10 07:15:00;72;94;246;261;54;49;0
2020-01-10 07:30:00;83;114;273;292;51;57;2
2020-01-10 07:45:00;97;140;254;223;34;55;1
2020-01-10 08:00:00;87;114;248;174;26;43;1
2020-01-10 08:15:00;78;110;207;169;35;51;0
2020-01-10 08:30:00;82;109;188;161;22;30;0
2020-01-10 08:45:00;78;125;163;147;20;34;0
2020-01-10 09:00:00;71;102;119;120;30;17;0
2020-01-10 09:15:00;67;99;125;135;27;25;0
2020-01-10 09:30:00;73;105;119;112;41;22;0
2020-01-10 09:45:00;80;116;111;121;20;20;3
2020-01-10 10:00:00;78;114;111;135;16;22;0
2020-01-10 10:15:00;75;118;108;101;22;21;0
2020-01-10 10:30:00;87;125;118;130;20;33;0
2020-01-10 10:45:00;93;150;119;116;23;24;0
2020-01-10 11:00:00;102;165;110;133;20;23;0
2020-01-10 11:15:00;80;141;102;116;25;23;0
2020-01-10 11:30:00;111;156;112;112;21;34;0
2020-01-10 11:45:00;117;156;124;142;21;34;0
2020-01-10 12:00:00;145;199;159;128;30;31;1
2020-01-10 12:15:00;147;221;121;126;39;27;2
2020-01-10 12:30:00;188;246;130;151;32;29;2
2020-01-10 12:45:00;149;203;117;131;67;28;0
2020-01-10 13:00:00;158;222;124;153;23;51;0
2020-01-10 13:15:00;178;244;117;147;184;56;0
2020-01-10 13:30:00;162;224;152;144;59;37;0
2020-01-10 13:45:00;143;235;130;125;21;35;2
2020-01-10 14:00:00;219;265;164;165;21;39;0
2020-01-10 14:15:00;215;281;111;139;9;32;0
2020-01-10 14:30:00;210;283;125;133;33;33;0
2020-01-10 14:45:00;208;256;127;143;18;27;0
2020-01-10 15:00:00;212;284;122;147;19;26;0
2020-01-10 15:15:00;211;291;129;158;25;28;2
2020-01-10 15:30:00;207;278;123;174;18;40;0
2020-01-10 15:45:00;194;266;136;157;23;23;0
2020-01-10 16:00:00;194;274;114;140;20;38;0
2020-01-10 16:15:00;185;260;102;132;16;23;1
2020-01-10 16:30:00;170;222;123;165;23;26;0
2020-01-10 16:45:00;174;245;123;146;16;40;0
2020-01-10 17:00:00;158;213;121;131;19;32;2
2020-01-10 17:15:00;145;214;118;151;21;35;0
2020-01-10 17:30:00;149;192;120;137;104;26;0
2020-01-10 17:45:00;139;191;111;145;90;24;0
2020-01-10 18:00:00;112;202;96;129;20;34;0
2020-01-10 18:15:00;121;165;105;139;51;24;0
2020-01-10 18:30:00;123;149;98;95;34;31;0
2020-01-10 18:45:00;95;138;96;127;14;26;1
2020-01-10 19:00:00;86;125;75;100;77;31;0
2020-01-10 19:15:00;78;119;70;82;196;19;0
2020-01-10 19:30:00;62;120;68;66;16;14;0
2020-01-10 19:45:00;80;91;62;66;11;24;0
2020-01-10 20:00:00;84;134;65;73;8;20;0
2020-01-10 20:15:00;58;87;65;56;8;9;0
2020-01-10 20:30:00;50;63;49;59;6;10;0
2020-01-10 20:45:00;60;72;49;45;7;11;0
2020-01-10 21:00:00;50;68;66;35;4;7;0
2020-01-10 21:15:00;42;56;87;62;8;8;0
2020-01-10 21:30:00;44;46;87;43;4;11;0
2020-01-10 21:45:00;70;85;55;59;4;11;0
2020-01-10 22:00:00;78;95;37;33;5;8;0
2020-01-10 22:15:00;56;70;61;64;3;4;0
2020-01-10 22:30:00;39;52;37;32;2;7;0
2020-01-10 22:45:00;44;51;35;31;3;6;0
2020-01-10 23:00:00;19;28;31;24;2;2;0
2020-01-10 23:15:00;24;49;45;24;5;6;0
2020-01-10 23:30:00;24;29;26;15;2;4;0
2020-01-10 23:45:00;15;19;14;19;2;4;0
