DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-04-28 00:00:00;2;2;2;0;0;1;1;0;0;3;1
2020-04-28 00:15:00;0;0;4;1;1;0;3;0;0;3;2
2020-04-28 00:30:00;0;3;2;0;0;3;3;0;0;3;3
2020-04-28 00:45:00;0;0;3;0;0;1;0;1;0;0;1
2020-04-28 01:00:00;0;0;1;0;0;0;1;1;0;0;0
2020-04-28 01:15:00;0;1;2;0;0;0;1;0;0;0;0
2020-04-28 01:30:00;0;0;4;2;2;1;1;0;0;2;0
2020-04-28 01:45:00;0;0;2;0;0;0;1;0;1;4;2
2020-04-28 02:00:00;0;0;1;0;0;0;0;0;0;0;0
2020-04-28 02:15:00;0;0;0;0;0;0;0;0;0;0;1
2020-04-28 02:30:00;0;0;0;0;0;0;0;0;0;4;2
2020-04-28 02:45:00;0;0;0;0;0;0;1;0;1;4;0
2020-04-28 03:00:00;0;1;0;0;0;0;1;1;1;2;0
2020-04-28 03:15:00;0;1;0;0;0;0;0;0;1;1;1
2020-04-28 03:30:00;0;0;0;0;0;0;0;0;0;1;0
2020-04-28 03:45:00;1;0;1;0;1;0;0;0;1;0;0
2020-04-28 04:00:00;0;0;1;1;1;0;3;0;0;1;1
2020-04-28 04:15:00;0;2;1;0;0;0;0;0;0;0;0
2020-04-28 04:30:00;1;2;3;0;0;1;1;0;1;1;1
2020-04-28 04:45:00;0;5;2;1;1;1;2;0;1;2;3
2020-04-28 05:00:00;2;7;3;0;0;0;1;0;1;6;0
2020-04-28 05:15:00;1;12;17;0;0;0;3;1;1;5;6
2020-04-28 05:30:00;2;14;15;1;2;1;8;0;3;9;10
2020-04-28 05:45:00;2;22;24;5;6;5;9;0;4;24;16
2020-04-28 06:00:00;3;8;8;2;5;5;4;1;5;10;4
2020-04-28 06:15:00;2;16;15;6;7;5;11;6;6;22;7
2020-04-28 06:30:00;3;22;18;5;7;3;19;4;8;20;22
2020-04-28 06:45:00;1;21;34;11;11;9;10;1;12;26;24
2020-04-28 07:00:00;7;23;30;16;19;1;14;6;19;31;20
2020-04-28 07:15:00;4;33;32;17;21;12;23;4;28;56;16
2020-04-28 07:30:00;6;34;46;21;23;16;28;10;35;52;25
2020-04-28 07:45:00;8;36;41;14;24;17;30;13;20;17;27
2020-04-28 08:00:00;3;21;21;12;13;8;17;9;13;19;19
2020-04-28 08:15:00;4;21;24;12;17;11;17;15;19;24;15
2020-04-28 08:30:00;3;25;23;9;11;10;20;5;18;24;14
2020-04-28 08:45:00;7;25;41;8;11;13;16;9;20;23;11
2020-04-28 09:00:00;4;25;27;7;10;13;19;9;15;20;12
2020-04-28 09:15:00;5;24;26;8;11;14;16;4;16;21;15
