DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-12-04 00:00:00;5;2;9;4;0;0
2020-12-04 00:15:00;10;10;16;5;0;0
2020-12-04 00:30:00;8;6;7;4;0;0
2020-12-04 00:45:00;9;9;6;2;0;0
2020-12-04 01:00:00;10;6;10;6;0;0
2020-12-04 01:15:00;7;1;12;9;0;0
2020-12-04 01:30:00;5;5;4;5;0;0
2020-12-04 01:45:00;9;3;8;2;0;0
2020-12-04 02:00:00;9;1;9;6;0;0
2020-12-04 02:15:00;8;5;3;3;0;0
2020-12-04 02:30:00;6;4;5;5;0;0
2020-12-04 02:45:00;3;1;7;3;0;0
2020-12-04 03:00:00;8;5;9;5;0;0
2020-12-04 03:15:00;3;1;6;3;0;0
2020-12-04 03:30:00;10;5;11;8;0;0
2020-12-04 03:45:00;6;5;15;10;0;0
2020-12-04 04:00:00;11;6;7;3;0;0
2020-12-04 04:15:00;14;6;11;6;0;0
2020-12-04 04:30:00;17;11;22;8;0;0
2020-12-04 04:45:00;25;12;53;29;0;0
2020-12-04 05:00:00;26;20;88;62;0;0
2020-12-04 05:15:00;36;46;153;143;0;0
2020-12-04 05:30:00;55;58;122;120;0;0
2020-12-04 05:45:00;103;121;87;86;0;0
2020-12-04 06:00:00;129;164;96;110;0;0
2020-12-04 06:15:00;92;100;108;112;0;0
2020-12-04 06:30:00;71;90;140;168;2;0
2020-12-04 06:45:00;73;92;119;118;3;0
2020-12-04 07:00:00;76;79;102;113;74;0
2020-12-04 07:15:00;81;74;111;116;12;0
2020-12-04 07:30:00;92;103;100;129;19;2
2020-12-04 07:45:00;93;102;111;123;3;0
2020-12-04 08:00:00;79;85;97;100;8;2
2020-12-04 08:15:00;88;86;99;79;4;2
2020-12-04 08:30:00;76;91;97;77;2;0
2020-12-04 08:45:00;89;87;111;90;3;0
2020-12-04 09:00:00;84;73;88;91;2;0
2020-12-04 09:15:00;87;85;114;94;28;9
2020-12-04 09:30:00;107;91;110;108;65;2
2020-12-04 09:45:00;101;105;80;113;9;0
2020-12-04 10:00:00;109;88;89;85;3;0
2020-12-04 10:15:00;106;94;94;84;9;0
2020-12-04 10:30:00;98;109;81;74;2;0
2020-12-04 10:45:00;130;136;128;103;3;2
2020-12-04 11:00:00;96;109;108;83;6;0
2020-12-04 11:15:00;103;121;112;88;11;1
2020-12-04 11:30:00;117;129;100;94;11;0
2020-12-04 11:45:00;123;143;112;103;13;0
2020-12-04 12:00:00;124;184;104;96;1;0
2020-12-04 12:15:00;141;166;103;85;17;7
2020-12-04 12:30:00;132;155;117;86;5;0
2020-12-04 12:45:00;124;157;102;97;53;25
2020-12-04 13:00:00;153;169;139;113;22;1
2020-12-04 13:15:00;140;172;143;150;163;13
2020-12-04 13:30:00;149;178;145;151;13;0
2020-12-04 13:45:00;138;172;158;149;6;0
2020-12-04 14:00:00;132;142;107;93;6;1
2020-12-04 14:15:00;44;57;31;37;11;1
2020-12-04 14:30:00;178;210;96;102;3;0
2020-12-04 14:45:00;207;249;117;125;31;16
2020-12-04 15:00:00;154;204;114;113;26;13
2020-12-04 15:15:00;165;207;119;115;11;4
2020-12-04 15:30:00;143;169;109;100;21;0
2020-12-04 15:45:00;152;179;120;113;3;0
2020-12-04 16:00:00;144;175;126;121;10;1
2020-12-04 16:15:00;142;172;121;108;8;0
2020-12-04 16:30:00;136;161;116;118;11;0
2020-12-04 16:45:00;76;80;112;104;10;2
2020-12-04 17:00:00;55;54;118;91;14;2
2020-12-04 17:15:00;72;114;108;89;17;0
2020-12-04 17:30:00;101;145;113;107;11;3
2020-12-04 17:45:00;92;105;78;77;33;1
2020-12-04 18:00:00;94;108;91;78;9;5
2020-12-04 18:15:00;96;104;99;86;3;0
2020-12-04 18:30:00;101;106;72;72;6;0
2020-12-04 18:45:00;82;82;67;49;0;0
2020-12-04 19:00:00;85;85;69;61;4;0
2020-12-04 19:15:00;81;83;68;48;2;0
2020-12-04 19:30:00;51;62;50;42;0;0
2020-12-04 19:45:00;88;68;54;51;4;2
2020-12-04 20:00:00;61;53;54;40;0;0
2020-12-04 20:15:00;48;46;53;48;0;0
2020-12-04 20:30:00;47;41;52;37;0;0
2020-12-04 20:45:00;36;39;81;59;6;0
2020-12-04 21:00:00;37;34;111;103;1;0
2020-12-04 21:15:00;35;33;116;106;0;0
2020-12-04 21:30:00;55;59;65;46;0;0
2020-12-04 21:45:00;93;114;36;40;0;0
2020-12-04 22:00:00;123;152;41;39;0;0
2020-12-04 22:15:00;76;51;33;30;0;0
2020-12-04 22:30:00;34;21;28;13;0;0
2020-12-04 22:45:00;24;14;19;16;0;0
2020-12-04 23:00:00;23;20;17;17;0;0
2020-12-04 23:15:00;29;14;27;24;0;0
2020-12-04 23:30:00;28;21;23;29;0;0
2020-12-04 23:45:00;ERROR:;ORA-12541:;TNS:no;listener;SP2-0640:;Not;connected
