DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-10-11 00:00:00;18;11;2;3;10;14;9
2020-10-11 00:15:00;16;17;5;10;19;17;9
2020-10-11 00:30:00;14;9;1;7;9;22;9
2020-10-11 00:45:00;19;5;2;5;12;21;8
2020-10-11 01:00:00;16;7;2;4;4;12;2
2020-10-11 01:15:00;15;10;4;2;8;19;5
2020-10-11 01:30:00;12;3;1;1;1;12;10
2020-10-11 01:45:00;17;7;1;6;8;12;9
2020-10-11 02:00:00;10;5;1;4;3;11;4
2020-10-11 02:15:00;18;3;1;4;3;5;2
2020-10-11 02:30:00;9;5;1;0;1;10;5
2020-10-11 02:45:00;14;8;2;1;6;8;2
2020-10-11 03:00:00;12;3;1;3;3;5;2
2020-10-11 03:15:00;12;6;1;1;2;11;3
2020-10-11 03:30:00;5;0;0;2;3;5;2
2020-10-11 03:45:00;7;4;0;1;1;5;2
2020-10-11 04:00:00;4;1;0;2;2;2;3
2020-10-11 04:15:00;7;1;0;0;0;4;2
2020-10-11 04:30:00;4;3;0;0;0;5;1
2020-10-11 04:45:00;4;0;0;1;3;4;0
2020-10-11 05:00:00;11;3;0;2;2;4;4
2020-10-11 05:15:00;9;5;0;3;2;12;7
2020-10-11 05:30:00;9;5;1;2;5;16;5
2020-10-11 05:45:00;8;2;1;2;3;4;2
2020-10-11 06:00:00;7;5;0;3;3;4;3
2020-10-11 06:15:00;14;3;0;1;2;6;4
2020-10-11 06:30:00;12;3;0;0;1;8;3
2020-10-11 06:45:00;21;11;3;2;6;2;3
2020-10-11 07:00:00;23;6;0;3;4;3;0
2020-10-11 07:15:00;16;6;0;0;1;7;5
2020-10-11 07:30:00;16;7;0;3;3;9;1
2020-10-11 07:45:00;33;16;1;3;7;9;4
2020-10-11 08:00:00;22;11;1;3;4;7;6
2020-10-11 08:15:00;20;10;2;5;5;16;5
2020-10-11 08:30:00;34;16;2;5;8;24;8
2020-10-11 08:45:00;26;18;2;4;7;29;11
2020-10-11 09:00:00;30;15;1;16;20;28;11
2020-10-11 09:15:00;46;23;3;7;13;26;11
2020-10-11 09:30:00;31;24;0;9;11;34;10
2020-10-11 09:45:00;53;25;2;10;13;46;14
2020-10-11 10:00:00;52;26;1;7;17;36;20
2020-10-11 10:15:00;54;34;3;7;14;42;22
2020-10-11 10:30:00;57;33;4;9;17;45;17
2020-10-11 10:45:00;59;32;8;9;17;52;24
2020-10-11 11:00:00;61;30;2;8;15;49;23
2020-10-11 11:15:00;53;47;5;17;26;46;28
2020-10-11 11:30:00;61;38;3;12;22;44;28
2020-10-11 11:45:00;66;41;5;9;20;51;20
2020-10-11 12:00:00;51;30;2;14;19;50;28
2020-10-11 12:15:00;72;34;3;10;18;61;37
2020-10-11 12:30:00;62;43;8;8;17;51;33
2020-10-11 12:45:00;66;41;7;9;24;58;46
2020-10-11 13:00:00;68;33;4;15;14;50;30
2020-10-11 13:15:00;70;50;7;15;27;66;35
2020-10-11 13:30:00;53;33;6;20;26;57;35
2020-10-11 13:45:00;88;49;6;13;27;63;43
2020-10-11 14:00:00;59;54;13;19;32;70;38
2020-10-11 14:15:00;68;56;6;20;39;60;36
2020-10-11 14:30:00;57;36;6;18;27;52;32
2020-10-11 14:45:00;61;61;9;22;35;67;55
2020-10-11 15:00:00;58;42;4;16;29;51;33
2020-10-11 15:15:00;65;52;4;20;33;63;34
2020-10-11 15:30:00;55;28;3;13;28;56;31
2020-10-11 15:45:00;68;53;9;17;30;72;26
2020-10-11 16:00:00;67;41;4;19;27;65;43
2020-10-11 16:15:00;80;56;4;16;31;79;44
2020-10-11 16:30:00;66;40;4;18;23;58;38
2020-10-11 16:45:00;61;42;5;16;36;88;48
2020-10-11 17:00:00;72;44;5;17;27;64;41
2020-10-11 17:15:00;67;43;11;16;28;79;46
2020-10-11 17:30:00;47;43;3;20;23;66;43
2020-10-11 17:45:00;70;50;11;20;34;80;42
2020-10-11 18:00:00;54;43;6;16;23;62;33
2020-10-11 18:15:00;63;37;5;22;28;77;49
2020-10-11 18:30:00;50;40;5;18;29;75;37
2020-10-11 18:45:00;52;38;2;24;32;64;46
2020-10-11 19:00:00;51;37;5;25;39;57;32
2020-10-11 19:15:00;45;25;3;15;20;57;34
2020-10-11 19:30:00;41;27;3;13;25;57;33
2020-10-11 19:45:00;34;26;5;9;24;59;39
2020-10-11 20:00:00;45;27;3;10;20;67;27
2020-10-11 20:15:00;43;20;7;17;29;49;19
2020-10-11 20:30:00;32;15;5;22;28;44;20
2020-10-11 20:45:00;41;28;4;10;18;45;27
2020-10-11 21:00:00;26;10;2;14;23;47;32
2020-10-11 21:15:00;33;18;5;8;16;59;26
2020-10-11 21:30:00;41;16;3;9;14;42;34
2020-10-11 21:45:00;41;18;1;5;12;45;17
2020-10-11 22:00:00;31;16;4;5;10;25;13
2020-10-11 22:15:00;23;13;1;7;11;31;14
2020-10-11 22:30:00;21;12;0;3;4;18;9
2020-10-11 22:45:00;24;12;2;3;8;28;14
2020-10-11 23:00:00;17;10;2;6;10;13;5
2020-10-11 23:15:00;11;7;3;9;13;21;7
2020-10-11 23:30:00;10;6;1;4;8;15;6
2020-10-11 23:45:00;15;9;4;5;11;15;9
