DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-06-19 00:00:00;5;3;0;2;2;5;1;1;2;2;1;1;0
2020-06-19 00:15:00;7;3;1;3;4;12;7;2;3;2;3;2;1
2020-06-19 00:30:00;12;2;2;0;8;10;1;1;1;7;7;2;2
2020-06-19 00:45:00;5;3;2;0;2;7;2;2;1;2;3;1;2
2020-06-19 01:00:00;5;1;0;1;3;9;3;4;2;3;3;0;0
2020-06-19 01:15:00;2;1;1;0;0;5;3;2;0;0;2;0;1
2020-06-19 01:30:00;2;0;2;2;2;5;4;2;2;5;6;1;2
2020-06-19 01:45:00;2;2;2;1;3;4;3;2;3;3;3;2;2
2020-06-19 02:00:00;3;3;1;0;2;7;7;0;0;0;1;1;2
2020-06-19 02:15:00;4;1;0;0;2;9;4;0;0;0;1;0;0
2020-06-19 02:30:00;3;1;1;0;1;12;6;1;0;0;0;0;1
2020-06-19 02:45:00;3;3;3;2;1;12;10;2;0;2;2;1;3
2020-06-19 03:00:00;8;1;1;1;2;4;7;1;0;0;0;0;1
2020-06-19 03:15:00;2;1;0;4;3;4;6;1;0;2;3;0;0
2020-06-19 03:30:00;7;0;2;2;1;7;6;0;0;0;2;1;2
2020-06-19 03:45:00;6;0;1;3;3;10;10;7;5;4;5;0;1
2020-06-19 04:00:00;3;0;1;3;4;12;6;3;3;2;0;0;1
2020-06-19 04:15:00;8;0;1;0;4;13;9;1;1;1;1;0;1
2020-06-19 04:30:00;7;3;2;2;6;16;8;1;0;1;0;0;2
2020-06-19 04:45:00;11;2;0;4;6;21;11;0;0;2;1;0;0
2020-06-19 05:00:00;15;6;2;6;9;17;20;8;1;0;2;2;2
2020-06-19 05:15:00;25;11;6;17;16;34;28;8;3;3;2;0;6
2020-06-19 05:30:00;29;18;5;14;25;44;25;12;6;2;4;4;6
2020-06-19 05:45:00;35;17;7;21;19;54;60;18;18;10;5;0;6
2020-06-19 06:00:00;30;22;6;19;28;49;40;17;9;6;4;2;6
2020-06-19 06:15:00;42;37;7;30;40;60;54;18;14;7;5;1;7
2020-06-19 06:30:00;42;44;10;40;59;79;84;36;27;22;7;1;10
2020-06-19 06:45:00;63;44;17;63;56;105;118;61;43;42;26;5;15
2020-06-19 07:00:00;60;49;21;42;44;85;74;41;30;29;16;8;21
2020-06-19 07:15:00;54;48;9;42;59;85;106;48;34;36;24;11;10
2020-06-19 07:30:00;65;63;27;59;70;88;103;52;37;29;19;12;26
2020-06-19 07:45:00;64;60;15;74;65;101;120;55;43;42;25;15;14
2020-06-19 08:00:00;52;42;17;43;45;86;81;56;35;42;24;8;18
2020-06-19 08:15:00;59;47;20;56;45;94;109;57;38;41;34;15;20
2020-06-19 08:30:00;62;48;20;52;42;106;87;51;41;52;41;20;20
2020-06-19 08:45:00;51;42;16;76;32;87;80;46;41;41;25;13;16
2020-06-19 09:00:00;55;48;20;66;43;83;67;48;35;35;34;18;20
2020-06-19 09:15:00;72;59;21;60;40;83;80;43;34;49;40;11;20
2020-06-19 09:30:00;73;56;15;67;36;93;84;64;39;60;40;17;14
2020-06-19 09:45:00;78;53;19;76;41;96;81;68;44;65;50;20;19
2020-06-19 10:00:00;65;58;27;60;31;77;77;55;39;65;53;23;27
2020-06-19 10:15:00;78;75;21;82;44;109;94;67;42;67;65;17;19
2020-06-19 10:30:00;75;53;27;77;43;82;88;58;39;80;58;29;29
2020-06-19 10:45:00;93;78;23;79;47;113;109;78;57;88;65;33;21
