DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-02-09 00:00:00;14;9;10;2;8;0;17;6
2020-02-09 00:15:00;15;20;21;3;5;0;20;13
2020-02-09 00:30:00;19;16;18;3;3;0;24;12
2020-02-09 00:45:00;20;18;19;2;6;0;13;3
2020-02-09 01:00:00;18;18;18;4;7;0;18;10
2020-02-09 01:15:00;15;17;17;3;4;0;13;11
2020-02-09 01:30:00;12;20;21;3;8;0;11;8
2020-02-09 01:45:00;11;11;12;1;1;0;11;8
2020-02-09 02:00:00;10;12;11;1;4;0;6;5
2020-02-09 02:15:00;7;13;12;4;7;0;11;10
2020-02-09 02:30:00;10;17;17;2;3;0;7;5
2020-02-09 02:45:00;5;9;11;2;3;0;9;0
2020-02-09 03:00:00;10;9;9;5;4;0;8;5
2020-02-09 03:15:00;7;11;11;1;4;0;4;4
2020-02-09 03:30:00;5;13;12;0;2;0;9;4
2020-02-09 03:45:00;6;5;5;1;2;0;11;4
2020-02-09 04:00:00;4;5;5;2;6;0;4;6
2020-02-09 04:15:00;3;12;12;0;3;0;9;8
2020-02-09 04:30:00;6;10;10;1;4;0;9;6
2020-02-09 04:45:00;6;8;8;1;4;0;8;3
2020-02-09 05:00:00;14;12;11;4;6;0;4;7
2020-02-09 05:15:00;9;7;7;2;3;0;13;5
2020-02-09 05:30:00;12;12;12;3;4;0;18;5
2020-02-09 05:45:00;13;9;10;1;0;0;11;11
2020-02-09 06:00:00;9;12;12;0;2;0;11;5
2020-02-09 06:15:00;6;2;2;2;4;0;11;5
2020-02-09 06:30:00;11;9;9;1;3;0;10;3
2020-02-09 06:45:00;4;7;7;3;4;0;4;3
2020-02-09 07:00:00;9;7;6;1;5;0;7;7
2020-02-09 07:15:00;7;7;7;2;0;0;9;8
2020-02-09 07:30:00;10;13;13;4;7;0;14;5
2020-02-09 07:45:00;20;18;20;2;8;0;16;4
2020-02-09 08:00:00;13;17;19;4;6;0;12;10
2020-02-09 08:15:00;11;9;9;4;5;0;13;2
2020-02-09 08:30:00;21;19;20;6;12;0;19;11
2020-02-09 08:45:00;24;12;13;4;5;0;31;15
2020-02-09 09:00:00;30;29;27;2;5;0;21;12
2020-02-09 09:15:00;25;31;31;9;13;0;30;16
2020-02-09 09:30:00;30;23;20;9;16;0;38;23
2020-02-09 09:45:00;42;35;34;15;19;0;41;23
2020-02-09 10:00:00;35;27;25;11;14;0;43;23
2020-02-09 10:15:00;39;40;40;11;11;0;39;24
2020-02-09 10:30:00;45;36;37;9;10;0;45;37
2020-02-09 10:45:00;45;36;35;10;21;0;53;44
2020-02-09 11:00:00;47;57;53;18;14;0;39;24
2020-02-09 11:15:00;53;41;40;13;15;0;40;30
2020-02-09 11:30:00;61;41;38;15;17;0;48;24
2020-02-09 11:45:00;64;55;58;15;22;0;49;33
2020-02-09 12:00:00;53;45;44;13;11;0;59;32
2020-02-09 12:15:00;54;39;38;13;12;0;57;41
2020-02-09 12:30:00;57;41;44;14;23;0;58;39
2020-02-09 12:45:00;56;48;43;18;18;0;52;35
2020-02-09 13:00:00;50;37;39;14;19;0;61;37
2020-02-09 13:15:00;75;54;53;15;23;0;62;49
2020-02-09 13:30:00;70;45;43;20;29;0;64;49
2020-02-09 13:45:00;50;49;48;19;45;0;61;44
2020-02-09 14:00:00;51;50;48;18;21;0;65;39
2020-02-09 14:15:00;61;51;52;19;28;0;53;40
2020-02-09 14:30:00;81;52;52;16;26;0;83;46
2020-02-09 14:45:00;83;69;65;18;23;0;63;58
2020-02-09 15:00:00;74;53;49;19;18;0;57;39
2020-02-09 15:15:00;67;63;60;24;47;0;55;42
2020-02-09 15:30:00;70;58;54;17;20;0;67;40
2020-02-09 15:45:00;69;52;48;8;16;0;49;39
2020-02-09 16:00:00;60;55;56;14;24;0;52;39
2020-02-09 16:15:00;89;68;63;8;13;0;49;31
2020-02-09 16:30:00;60;57;57;16;31;0;47;38
2020-02-09 16:45:00;79;59;58;13;18;0;55;44
2020-02-09 17:00:00;81;61;59;16;12;0;53;39
2020-02-09 17:15:00;71;64;66;12;15;0;51;34
2020-02-09 17:30:00;63;45;45;12;14;0;61;35
2020-02-09 17:45:00;70;58;57;14;22;0;67;38
2020-02-09 18:00:00;71;51;49;11;19;0;52;32
2020-02-09 18:15:00;66;49;48;10;10;0;59;35
2020-02-09 18:30:00;55;45;46;10;13;0;42;24
2020-02-09 18:45:00;56;33;34;10;18;0;40;23
2020-02-09 19:00:00;45;45;44;10;11;0;51;22
2020-02-09 19:15:00;48;38;35;4;9;0;46;20
2020-02-09 19:30:00;34;34;36;7;7;0;46;29
2020-02-09 19:45:00;45;41;41;10;12;0;44;33
2020-02-09 20:00:00;43;34;31;8;4;0;35;28
2020-02-09 20:15:00;49;42;42;6;12;0;51;25
2020-02-09 20:30:00;28;25;24;14;7;0;46;21
2020-02-09 20:45:00;27;27;26;4;9;0;34;16
2020-02-09 21:00:00;31;22;22;6;5;0;29;17
2020-02-09 21:15:00;26;20;23;4;6;0;34;12
2020-02-09 21:30:00;28;31;31;4;7;0;35;14
2020-02-09 21:45:00;29;26;25;9;12;0;30;14
2020-02-09 22:00:00;12;15;17;5;8;0;24;16
2020-02-09 22:15:00;15;26;24;3;4;0;21;9
2020-02-09 22:30:00;11;14;15;2;2;0;14;8
2020-02-09 22:45:00;12;16;14;1;0;0;14;4
2020-02-09 23:00:00;6;16;16;2;3;0;10;6
2020-02-09 23:15:00;3;7;6;1;4;0;9;3
2020-02-09 23:30:00;6;6;6;0;1;0;10;3
2020-02-09 23:45:00;6;7;7;0;3;0;7;5
