DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-09-07 00:00:00;4;6;2;0;3;1;0;0;0;0
2020-09-07 00:15:00;9;7;2;3;0;2;0;0;0;0
2020-09-07 00:30:00;1;1;0;3;1;0;0;0;0;0
2020-09-07 00:45:00;1;1;1;1;0;1;0;0;0;0
2020-09-07 01:00:00;2;0;0;2;0;3;0;0;0;0
2020-09-07 01:15:00;2;1;0;0;1;0;0;0;0;0
2020-09-07 01:30:00;2;5;1;0;0;1;0;0;0;0
2020-09-07 01:45:00;1;0;1;1;0;2;0;0;0;0
2020-09-07 02:00:00;2;1;0;0;0;0;0;0;0;0
2020-09-07 02:15:00;0;2;0;1;0;0;0;0;0;0
2020-09-07 02:30:00;3;1;0;1;2;0;0;0;0;0
2020-09-07 02:45:00;0;1;0;2;1;0;0;0;0;0
2020-09-07 03:00:00;0;1;2;1;0;1;0;0;0;0
2020-09-07 03:15:00;0;0;0;0;1;1;0;0;0;0
2020-09-07 03:30:00;0;0;0;1;0;0;0;0;0;0
2020-09-07 03:45:00;1;1;1;2;2;1;0;0;0;0
2020-09-07 04:00:00;2;1;0;1;1;0;0;0;0;0
2020-09-07 04:15:00;0;0;1;1;2;1;0;0;0;0
2020-09-07 04:30:00;2;1;0;2;1;1;0;0;0;0
2020-09-07 04:45:00;2;1;1;3;1;1;0;0;0;0
2020-09-07 05:00:00;3;3;3;1;1;6;0;0;0;0
2020-09-07 05:15:00;7;6;5;5;2;2;0;0;0;0
2020-09-07 05:30:00;5;7;4;10;8;17;0;0;0;0
2020-09-07 05:45:00;12;7;8;13;11;26;0;0;0;0
2020-09-07 06:00:00;12;17;7;7;9;15;0;0;0;0
2020-09-07 06:15:00;11;24;16;5;17;21;0;0;0;0
2020-09-07 06:30:00;15;22;20;17;19;27;0;0;0;0
2020-09-07 06:45:00;12;18;24;17;39;36;0;0;0;0
2020-09-07 07:00:00;9;30;28;23;33;36;0;0;0;0
2020-09-07 07:15:00;10;30;39;18;42;60;0;0;0;0
2020-09-07 07:30:00;14;25;41;30;56;60;0;0;0;0
2020-09-07 07:45:00;17;38;62;30;48;68;0;0;0;0
2020-09-07 08:00:00;14;28;42;20;32;47;0;0;0;0
2020-09-07 08:15:00;34;36;41;27;32;61;0;0;0;0
2020-09-07 08:30:00;24;28;26;32;30;46;0;0;0;0
2020-09-07 08:45:00;16;30;24;41;48;51;0;0;0;0
2020-09-07 09:00:00;29;34;36;43;29;45;0;0;0;0
2020-09-07 09:15:00;30;35;34;47;34;24;0;0;0;0
2020-09-07 09:30:00;37;33;35;41;20;34;0;0;0;0
2020-09-07 09:45:00;25;37;39;48;48;42;0;0;0;0
2020-09-07 10:00:00;32;31;28;42;32;29;0;0;0;0
