DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-02-29 00:00:00;1;1;8;0;3;7;9;10;3;9;3
2020-02-29 00:15:00;0;4;6;2;2;17;17;9;1;13;3
2020-02-29 00:30:00;0;3;10;2;3;9;6;3;2;8;4
2020-02-29 00:45:00;0;3;8;3;3;5;8;3;3;6;3
2020-02-29 01:00:00;0;2;0;2;2;3;7;2;2;11;4
2020-02-29 01:15:00;0;3;8;0;0;9;10;1;6;7;3
2020-02-29 01:30:00;0;4;3;2;3;9;5;5;4;9;2
2020-02-29 01:45:00;2;4;1;0;2;3;9;3;3;5;2
2020-02-29 02:00:00;2;1;4;2;4;5;10;6;2;8;5
2020-02-29 02:15:00;1;6;1;0;1;4;8;3;3;6;2
2020-02-29 02:30:00;2;1;4;0;1;5;3;3;2;4;1
2020-02-29 02:45:00;0;1;2;0;0;4;4;1;2;2;3
2020-02-29 03:00:00;0;4;2;2;2;2;2;1;0;8;3
2020-02-29 03:15:00;0;2;4;0;1;1;5;2;0;4;1
2020-02-29 03:30:00;1;2;4;0;1;5;6;2;0;8;0
2020-02-29 03:45:00;0;1;0;0;0;4;4;1;0;3;0
2020-02-29 04:00:00;0;0;1;1;1;3;8;4;1;10;1
2020-02-29 04:15:00;0;0;1;0;0;5;4;1;1;4;0
2020-02-29 04:30:00;0;1;1;1;1;3;2;1;1;5;4
2020-02-29 04:45:00;0;1;5;4;4;1;4;0;0;0;2
2020-02-29 05:00:00;0;1;5;2;2;0;3;1;1;1;1
2020-02-29 05:15:00;0;5;1;0;0;1;1;1;4;12;3
2020-02-29 05:30:00;1;14;9;2;2;3;10;1;1;6;6
2020-02-29 05:45:00;0;10;9;4;4;4;3;3;5;12;2
2020-02-29 06:00:00;3;5;6;0;3;0;6;0;3;5;5
2020-02-29 06:15:00;2;6;9;2;4;1;8;0;3;9;3
2020-02-29 06:30:00;0;5;9;0;0;5;12;2;2;9;5
2020-02-29 06:45:00;3;6;9;3;6;3;10;1;6;7;4
2020-02-29 07:00:00;0;10;12;3;3;1;2;2;6;6;10
2020-02-29 07:15:00;4;7;6;0;2;2;10;3;8;12;6
