DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2019-09-26 00:00:00;0;4;4;0;0;0;2;0;1;3;0
2019-09-26 00:15:00;1;1;7;0;0;2;6;2;1;1;3
2019-09-26 00:30:00;0;1;9;0;0;1;2;1;0;1;0
2019-09-26 00:45:00;0;1;6;1;1;2;2;0;3;2;1
2019-09-26 01:00:00;1;2;0;0;1;0;1;1;1;2;6
2019-09-26 01:15:00;0;1;6;0;0;1;1;1;0;2;2
2019-09-26 01:30:00;0;2;6;0;0;0;0;0;0;2;2
2019-09-26 01:45:00;0;0;3;0;0;0;0;0;0;0;3
2019-09-26 02:00:00;0;0;3;1;1;0;1;0;0;1;1
2019-09-26 02:15:00;1;1;0;0;1;1;0;0;0;0;2
2019-09-26 02:30:00;0;0;1;0;0;1;0;0;0;1;2
2019-09-26 02:45:00;0;0;1;0;0;0;1;1;0;1;3
2019-09-26 03:00:00;0;1;0;0;0;1;0;0;0;0;0
2019-09-26 03:15:00;0;1;2;0;0;0;0;0;0;0;1
2019-09-26 03:30:00;0;0;0;1;1;0;0;1;0;1;1
2019-09-26 03:45:00;1;2;2;0;1;0;0;0;0;0;0
2019-09-26 04:00:00;0;1;2;0;0;0;0;1;1;1;0
2019-09-26 04:15:00;0;3;4;2;2;0;1;0;0;2;2
2019-09-26 04:30:00;2;2;3;0;1;0;1;0;0;0;4
2019-09-26 04:45:00;1;6;3;2;3;2;2;1;4;2;3
2019-09-26 05:00:00;2;17;11;0;2;2;3;1;4;9;3
2019-09-26 05:15:00;2;29;32;0;1;1;12;0;0;3;9
2019-09-26 05:30:00;3;41;31;2;5;3;12;1;4;13;11
2019-09-26 05:45:00;0;31;35;3;3;4;8;1;4;18;14
2019-09-26 06:00:00;2;29;23;7;8;4;7;2;7;16;17
2019-09-26 06:15:00;2;27;20;6;9;6;11;1;8;20;21
2019-09-26 06:30:00;5;55;44;6;8;12;12;4;6;23;25
2019-09-26 06:45:00;2;33;49;19;15;12;19;5;10;22;29
2019-09-26 07:00:00;5;39;52;32;35;17;27;9;13;32;29
2019-09-26 07:15:00;10;56;54;53;53;24;45;14;21;43;38
2019-09-26 07:30:00;13;64;88;56;67;35;41;33;44;60;31
2019-09-26 07:45:00;6;43;69;30;36;37;43;32;33;44;55
2019-09-26 08:00:00;8;55;69;21;24;32;34;23;27;43;41
2019-09-26 08:15:00;12;42;45;18;26;38;41;21;25;44;38
2019-09-26 08:30:00;11;55;55;13;23;30;26;17;22;36;27
2019-09-26 08:45:00;4;38;49;26;31;16;24;20;27;31;16
2019-09-26 09:00:00;5;25;46;14;15;16;27;20;20;29;23
2019-09-26 09:15:00;12;27;55;21;31;25;24;18;23;32;24
2019-09-26 09:30:00;2;32;40;19;22;33;25;10;17;34;23
2019-09-26 09:45:00;9;27;42;18;24;28;15;19;22;34;14
2019-09-26 10:00:00;6;27;34;14;21;27;29;26;18;26;21
2019-09-26 10:15:00;8;38;36;21;26;27;20;17;21;36;34
2019-09-26 10:30:00;6;29;45;20;21;39;29;22;24;26;25
2019-09-26 10:45:00;2;33;57;15;18;27;23;24;20;30;21
2019-09-26 11:00:00;4;28;44;13;13;46;24;21;24;28;20
2019-09-26 11:15:00;4;28;43;14;19;34;28;24;17;32;21
2019-09-26 11:30:00;5;29;49;14;17;30;28;17;24;28;32
2019-09-26 11:45:00;8;36;36;9;18;31;31;22;20;35;22
2019-09-26 12:00:00;7;37;40;15;16;44;27;27;18;25;32
2019-09-26 12:15:00;4;31;51;10;14;38;37;29;17;24;26
2019-09-26 12:30:00;5;36;63;19;27;32;31;16;19;31;27
2019-09-26 12:45:00;5;42;50;20;24;30;25;12;22;33;17
2019-09-26 13:00:00;12;42;48;11;17;30;31;17;17;23;33
2019-09-26 13:15:00;3;54;52;16;17;32;37;30;18;37;19
2019-09-26 13:30:00;8;48;61;18;20;33;22;26;15;26;28
2019-09-26 13:45:00;7;43;54;22;28;47;26;19;30;31;32
2019-09-26 14:00:00;7;37;42;11;18;39;22;21;18;37;31
2019-09-26 14:15:00;14;36;41;16;27;38;21;17;17;36;46
2019-09-26 14:30:00;3;44;39;23;23;41;25;16;27;44;40
2019-09-26 14:45:00;5;43;55;13;20;41;29;18;46;43;40
2019-09-26 15:00:00;11;51;59;24;32;34;31;24;20;26;43
2019-09-26 15:15:00;6;51;51;10;13;41;39;29;23;36;46
2019-09-26 15:30:00;17;48;68;16;28;28;41;21;33;45;46
2019-09-26 15:45:00;8;48;61;30;33;43;31;32;41;55;44
2019-09-26 16:00:00;7;55;75;15;20;53;31;27;36;31;49
2019-09-26 16:15:00;17;61;80;22;30;46;31;29;33;39;55
2019-09-26 16:30:00;12;65;77;24;33;32;40;30;32;45;53
2019-09-26 16:45:00;11;54;59;21;29;46;33;32;47;51;61
2019-09-26 17:00:00;6;51;95;19;22;35;36;34;41;45;51
2019-09-26 17:15:00;6;55;65;23;28;48;31;24;36;51;49
2019-09-26 17:30:00;7;45;71;25;28;36;40;31;30;41;38
2019-09-26 17:45:00;8;41;52;22;30;47;28;26;25;41;34
2019-09-26 18:00:00;8;49;56;21;22;31;32;18;24;32;38
2019-09-26 18:15:00;5;53;55;20;27;33;31;16;23;35;29
2019-09-26 18:30:00;6;35;41;23;27;33;27;21;22;32;32
2019-09-26 18:45:00;6;42;60;28;30;19;24;19;31;31;21
2019-09-26 19:00:00;9;36;27;9;15;24;15;13;23;29;19
2019-09-26 19:15:00;6;37;48;12;13;15;24;11;15;29;21
2019-09-26 19:30:00;6;33;32;11;16;15;21;16;25;25;13
2019-09-26 19:45:00;8;26;25;7;15;29;22;17;19;23;22
2019-09-26 20:00:00;2;23;23;4;5;22;17;15;15;27;18
2019-09-26 20:15:00;2;18;23;5;7;25;21;13;11;24;20
2019-09-26 20:30:00;2;25;24;4;5;20;12;13;12;14;9
2019-09-26 20:45:00;1;18;21;6;6;11;12;8;11;17;11
2019-09-26 21:00:00;3;24;30;3;6;21;19;8;5;7;7
2019-09-26 21:15:00;2;28;31;5;8;11;14;10;5;12;16
2019-09-26 21:30:00;0;30;18;2;2;22;18;10;4;13;11
2019-09-26 21:45:00;0;15;16;2;2;10;14;4;3;15;12
2019-09-26 22:00:00;3;13;19;4;7;10;10;8;6;13;16
2019-09-26 22:15:00;3;19;15;4;6;10;13;8;6;7;11
2019-09-26 22:30:00;0;16;12;1;1;12;6;5;2;6;9
2019-09-26 22:45:00;1;15;7;0;1;9;12;6;5;11;5
2019-09-26 23:00:00;0;7;7;1;1;9;7;9;2;6;8
2019-09-26 23:15:00;1;2;9;3;4;8;4;3;3;7;6
2019-09-26 23:30:00;3;4;3;1;1;3;5;3;2;7;9
2019-09-26 23:45:00;0;7;5;3;4;10;10;1;1;10;2
