DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-12-15 00:00:00;1;0;2;2;0;1;1;0;1
2020-12-15 00:15:00;4;2;2;4;1;0;0;0;4
2020-12-15 00:30:00;3;2;1;0;0;1;1;0;2
2020-12-15 00:45:00;2;2;0;3;2;2;2;0;4
2020-12-15 01:00:00;1;2;0;1;1;2;1;0;2
2020-12-15 01:15:00;1;2;1;3;3;0;2;0;1
2020-12-15 01:30:00;0;0;1;4;2;0;1;0;2
2020-12-15 01:45:00;0;0;0;3;0;3;2;0;0
2020-12-15 02:00:00;3;1;1;3;1;3;4;0;0
2020-12-15 02:15:00;1;0;0;5;2;3;3;0;1
2020-12-15 02:30:00;1;0;0;3;1;3;3;0;4
2020-12-15 02:45:00;4;1;1;4;0;3;1;0;2
2020-12-15 03:00:00;0;0;1;3;0;1;0;0;4
2020-12-15 03:15:00;1;0;0;3;1;0;2;0;2
2020-12-15 03:30:00;0;2;0;0;0;2;0;0;2
2020-12-15 03:45:00;3;3;1;3;0;4;3;0;1
2020-12-15 04:00:00;4;0;0;5;0;2;2;0;2
2020-12-15 04:15:00;2;3;0;4;2;7;1;0;2
2020-12-15 04:30:00;5;1;0;11;3;4;5;0;2
2020-12-15 04:45:00;9;7;3;14;4;10;10;0;4
2020-12-15 05:00:00;28;8;1;15;4;21;19;0;7
2020-12-15 05:15:00;33;11;4;23;12;36;34;0;9
2020-12-15 05:30:00;40;28;6;25;17;35;40;0;7
2020-12-15 05:45:00;37;30;10;49;45;48;45;0;14
2020-12-15 06:00:00;44;20;7;65;71;48;54;0;11
2020-12-15 06:15:00;36;16;7;50;48;61;84;0;12
2020-12-15 06:30:00;47;27;10;38;34;85;98;0;21
2020-12-15 06:45:00;41;44;17;32;32;86;117;0;16
2020-12-15 07:00:00;53;28;3;29;20;112;108;0;19
2020-12-15 07:15:00;53;36;14;33;15;143;132;0;16
2020-12-15 07:30:00;76;41;11;32;31;138;112;0;19
2020-12-15 07:45:00;94;68;32;33;34;119;115;0;23
2020-12-15 08:00:00;64;45;30;37;28;69;98;0;18
2020-12-15 08:15:00;54;32;29;34;30;74;84;0;20
2020-12-15 08:30:00;61;23;32;35;34;69;78;0;13
2020-12-15 08:45:00;58;45;20;38;43;70;83;0;23
2020-12-15 09:00:00;65;32;22;39;30;60;63;0;16
2020-12-15 09:15:00;48;36;14;44;41;64;80;0;24
2020-12-15 09:30:00;54;43;17;46;40;54;62;0;18
2020-12-15 09:45:00;71;65;20;39;29;71;64;0;28
2020-12-15 10:00:00;82;48;14;42;44;63;70;0;30
2020-12-15 10:15:00;70;38;20;46;45;60;81;0;17
2020-12-15 10:30:00;74;55;16;52;42;66;80;0;25
2020-12-15 10:45:00;70;45;13;46;47;68;71;0;25
2020-12-15 11:00:00;68;45;18;54;50;57;72;0;17
2020-12-15 11:15:00;89;50;21;57;62;68;69;0;18
2020-12-15 11:30:00;66;53;10;49;51;44;54;0;22
2020-12-15 11:45:00;82;52;15;50;51;72;69;0;15
2020-12-15 12:00:00;90;57;24;47;45;64;63;0;12
2020-12-15 12:15:00;89;52;23;53;56;59;78;0;18
2020-12-15 12:30:00;81;66;19;47;54;62;65;0;21
2020-12-15 12:45:00;77;53;14;50;53;56;71;0;18
2020-12-15 13:00:00;104;80;20;50;49;67;67;0;22
2020-12-15 13:15:00;113;75;22;51;44;78;77;0;21
2020-12-15 13:30:00;87;73;20;61;73;79;78;0;16
2020-12-15 13:45:00;100;69;14;57;49;77;76;0;16
2020-12-15 14:00:00;98;81;23;58;69;88;75;0;21
2020-12-15 14:15:00;89;88;20;99;96;66;91;0;8
2020-12-15 14:30:00;89;75;22;86;87;76;102;0;20
2020-12-15 14:45:00;90;94;16;91;94;75;103;0;22
2020-12-15 15:00:00;93;78;19;81;83;87;103;0;22
2020-12-15 15:15:00;88;87;19;79;81;67;77;0;18
2020-12-15 15:30:00;107;86;21;75;80;89;85;0;16
2020-12-15 15:45:00;117;93;22;89;85;86;96;0;12
2020-12-15 16:00:00;126;101;22;83;76;81;83;0;21
2020-12-15 16:15:00;142;116;25;73;77;83;83;0;21
2020-12-15 16:30:00;109;97;21;82;83;77;90;0;21
2020-12-15 16:45:00;117;120;20;73;83;78;83;0;16
2020-12-15 17:00:00;130;103;18;79;83;78;82;0;23
2020-12-15 17:15:00;97;74;15;74;74;80;81;0;21
2020-12-15 17:30:00;100;79;25;59;65;76;69;0;21
2020-12-15 17:45:00;99;74;17;73;67;87;87;0;12
2020-12-15 18:00:00;104;87;19;50;43;73;76;0;17
2020-12-15 18:15:00;92;67;16;57;62;71;70;0;14
2020-12-15 18:30:00;87;53;22;39;34;54;54;0;12
2020-12-15 18:45:00;81;52;16;57;48;55;57;0;15
2020-12-15 19:00:00;71;37;13;49;34;44;63;0;14
2020-12-15 19:15:00;63;39;13;42;46;46;46;0;7
2020-12-15 19:30:00;52;32;17;38;35;46;38;0;8
2020-12-15 19:45:00;46;25;9;41;26;31;43;0;5
2020-12-15 20:00:00;46;27;8;30;23;53;65;0;6
2020-12-15 20:15:00;31;22;10;32;25;43;40;0;5
2020-12-15 20:30:00;37;21;12;23;15;37;36;0;3
2020-12-15 20:45:00;26;14;7;24;9;29;33;0;6
2020-12-15 21:00:00;24;8;6;24;19;32;14;0;2
2020-12-15 21:15:00;31;9;7;15;8;20;16;0;2
2020-12-15 21:30:00;31;10;1;18;11;17;16;0;6
2020-12-15 21:45:00;17;6;2;43;42;13;19;0;5
2020-12-15 22:00:00;15;15;6;76;49;20;33;0;1
2020-12-15 22:15:00;20;12;2;38;25;15;13;0;3
2020-12-15 22:30:00;21;8;4;16;5;6;9;0;5
2020-12-15 22:45:00;9;5;3;8;4;5;0;0;0
2020-12-15 23:00:00;9;3;3;8;4;13;5;0;3
2020-12-15 23:15:00;4;1;1;4;2;4;7;0;3
2020-12-15 23:30:00;3;1;2;4;1;3;5;0;1
