DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2019-08-10 00:00:00;12;7;9;4;4;3;2;0;35;0;0;0;0;0;0
2019-08-10 00:15:00;4;5;8;9;9;4;4;0;15;0;0;0;0;0;0
2019-08-10 00:30:00;12;2;11;8;8;4;3;1;13;0;0;0;0;0;0
2019-08-10 00:45:00;6;2;4;3;3;2;2;0;16;0;0;0;0;0;0
2019-08-10 01:00:00;2;2;4;5;5;1;1;0;8;0;0;0;0;0;0
2019-08-10 01:15:00;7;4;7;6;6;4;3;0;8;0;0;0;0;0;0
2019-08-10 01:30:00;8;3;6;3;3;1;1;1;8;0;0;0;0;0;0
2019-08-10 01:45:00;12;4;8;1;1;1;1;0;10;0;0;0;0;0;0
2019-08-10 02:00:00;3;2;5;2;2;2;2;0;5;0;0;0;0;0;0
2019-08-10 02:15:00;11;4;9;1;1;1;1;0;4;0;0;0;0;0;0
2019-08-10 02:30:00;2;1;1;3;4;1;0;0;4;0;0;0;0;0;0
2019-08-10 02:45:00;6;0;4;4;3;0;0;0;4;0;0;0;0;0;0
2019-08-10 03:00:00;3;2;3;5;5;2;1;0;11;0;0;0;0;0;0
2019-08-10 03:15:00;2;2;4;5;5;3;2;0;2;0;0;0;0;0;0
2019-08-10 03:30:00;8;3;9;0;0;0;0;0;2;0;0;0;0;0;0
2019-08-10 03:45:00;4;6;7;2;2;0;0;0;1;0;0;0;0;0;0
2019-08-10 04:00:00;8;3;8;3;3;2;2;0;3;0;0;0;0;0;0
2019-08-10 04:15:00;4;1;4;4;3;2;3;0;0;0;0;0;0;0;0
2019-08-10 04:30:00;3;2;2;2;2;1;0;0;4;0;0;0;0;0;0
2019-08-10 04:45:00;7;0;5;9;8;5;5;0;0;0;0;0;0;0;0
2019-08-10 05:00:00;9;18;20;3;3;2;2;0;6;0;0;0;0;0;0
2019-08-10 05:15:00;7;15;14;6;5;4;4;0;7;0;0;0;0;0;0
2019-08-10 05:30:00;14;16;22;13;14;1;1;1;13;0;0;0;0;0;0
2019-08-10 05:45:00;11;6;8;16;19;7;7;0;13;0;0;0;0;0;0
2019-08-10 06:00:00;14;2;4;8;8;6;6;0;10;0;0;0;0;0;0
2019-08-10 06:15:00;10;13;15;7;7;4;4;2;13;0;0;0;0;0;0
2019-08-10 06:30:00;9;8;9;3;4;1;0;0;10;0;0;0;0;0;0
2019-08-10 06:45:00;18;14;22;6;6;1;2;0;15;0;0;0;0;0;0
2019-08-10 07:00:00;15;6;9;1;1;0;0;0;14;0;0;0;0;0;0
2019-08-10 07:15:00;30;3;9;7;7;1;2;3;13;0;0;0;0;0;0
2019-08-10 07:30:00;23;4;14;12;11;7;6;0;17;0;0;0;1;0;0
2019-08-10 07:45:00;16;8;14;0;0;4;4;0;15;0;0;0;0;0;0
2019-08-10 08:00:00;21;8;10;3;3;3;4;1;22;0;0;0;0;0;0
2019-08-10 08:15:00;34;8;13;17;17;1;1;1;28;0;0;0;0;0;0
2019-08-10 08:30:00;50;10;22;15;13;5;5;1;22;0;0;0;0;0;0
2019-08-10 08:45:00;53;19;21;16;17;8;8;1;25;0;0;0;0;0;0
2019-08-10 09:00:00;48;10;13;16;18;7;7;2;36;0;0;0;0;0;0
2019-08-10 09:15:00;48;17;18;17;18;10;10;1;46;0;0;0;0;0;0
2019-08-10 09:30:00;72;14;20;12;13;6;5;2;48;0;0;0;0;0;0
2019-08-10 09:45:00;87;25;32;18;22;14;10;2;49;0;0;0;0;0;0
2019-08-10 10:00:00;74;17;24;25;27;9;13;0;48;0;0;0;0;0;0
2019-08-10 10:15:00;71;27;31;15;18;9;9;4;53;0;0;0;0;0;0
2019-08-10 10:30:00;64;19;25;31;31;11;11;3;52;0;0;0;0;0;0
2019-08-10 10:45:00;96;33;39;16;17;7;7;5;51;0;0;2;0;0;0
2019-08-10 11:00:00;71;30;26;23;27;16;15;3;44;0;0;0;0;0;0
2019-08-10 11:15:00;83;22;26;30;34;12;15;3;75;0;0;0;0;0;0
2019-08-10 11:30:00;96;31;40;32;35;12;12;3;73;0;0;0;1;0;0
2019-08-10 11:45:00;90;30;32;32;37;8;8;3;64;0;0;0;1;0;0
2019-08-10 12:00:00;79;33;34;40;47;19;22;0;47;0;0;0;0;0;0
2019-08-10 12:15:00;85;20;23;25;31;13;12;2;84;0;0;0;0;0;0
2019-08-10 12:30:00;87;31;32;23;26;14;15;6;72;0;0;0;0;0;0
2019-08-10 12:45:00;100;24;27;28;28;9;8;2;72;0;0;1;1;0;0
2019-08-10 13:00:00;67;26;33;19;24;8;7;6;71;0;0;0;3;0;0
2019-08-10 13:15:00;84;17;25;21;26;6;7;1;75;0;0;0;0;0;0
2019-08-10 13:30:00;88;23;24;19;20;11;14;1;90;0;0;1;0;0;0
2019-08-10 13:45:00;85;21;26;22;26;7;10;2;82;0;0;0;0;0;0
2019-08-10 14:00:00;87;37;34;24;28;12;14;1;74;0;0;0;0;0;0
2019-08-10 14:15:00;91;27;37;41;46;10;11;4;74;0;0;0;0;0;0
2019-08-10 14:30:00;70;31;34;44;48;21;23;3;67;0;0;0;0;0;0
2019-08-10 14:45:00;66;36;29;26;27;15;16;4;78;0;0;1;2;0;0
2019-08-10 15:00:00;75;25;28;33;40;10;9;5;62;0;0;0;0;0;0
2019-08-10 15:15:00;61;22;27;23;24;20;22;4;54;0;0;2;0;0;0
2019-08-10 15:30:00;83;25;29;24;31;13;14;1;52;0;0;0;0;0;0
2019-08-10 15:45:00;77;24;26;19;24;10;11;2;57;0;0;0;0;0;0
2019-08-10 16:00:00;70;26;26;17;19;13;15;3;55;0;0;0;1;0;0
2019-08-10 16:15:00;85;19;22;21;24;12;12;2;62;0;0;0;0;0;0
2019-08-10 16:30:00;66;23;23;29;31;12;9;4;61;0;0;0;0;0;0
2019-08-10 16:45:00;71;24;28;23;26;10;8;6;61;0;0;0;2;0;0
2019-08-10 17:00:00;73;41;40;16;17;12;14;5;63;0;0;1;1;0;0
2019-08-10 17:15:00;84;28;34;27;31;16;17;3;60;0;0;0;0;0;0
2019-08-10 17:30:00;99;21;28;24;25;14;12;4;60;0;0;2;3;0;0
2019-08-10 17:45:00;70;26;25;15;16;8;9;2;73;0;0;0;0;0;0
2019-08-10 18:00:00;77;27;25;23;27;13;14;2;55;0;0;0;1;0;0
2019-08-10 18:15:00;70;36;38;21;26;10;11;5;56;0;0;0;0;0;0
2019-08-10 18:30:00;56;18;24;18;18;13;15;5;57;0;0;0;1;0;0
2019-08-10 18:45:00;63;23;22;16;20;11;10;7;58;0;0;0;0;0;0
2019-08-10 19:00:00;45;30;29;8;8;4;4;2;39;0;0;1;0;0;0
2019-08-10 19:15:00;56;29;31;16;17;8;8;4;42;0;0;0;0;0;0
2019-08-10 19:30:00;38;21;27;17;18;9;10;0;31;0;0;0;1;0;0
2019-08-10 19:45:00;41;20;24;10;11;3;4;1;34;0;0;1;0;0;0
2019-08-10 20:00:00;47;18;28;16;18;2;2;1;39;0;0;0;0;0;0
2019-08-10 20:15:00;43;17;18;11;9;12;10;1;28;0;0;0;1;0;0
2019-08-10 20:30:00;26;15;20;7;7;10;7;0;27;0;0;0;0;0;0
2019-08-10 20:45:00;43;14;22;10;9;6;6;0;21;0;0;0;0;0;0
2019-08-10 21:00:00;24;12;16;7;7;1;1;0;27;0;0;0;0;0;0
2019-08-10 21:15:00;31;10;19;9;8;11;10;0;23;0;0;0;0;0;0
2019-08-10 21:30:00;35;10;18;6;5;7;6;1;28;0;0;0;0;0;0
2019-08-10 21:45:00;6;5;7;7;6;4;5;1;13;0;0;0;0;0;0
2019-08-10 22:00:00;13;4;5;10;8;3;2;0;15;0;0;0;0;0;0
2019-08-10 22:15:00;18;7;11;4;4;0;1;0;15;0;0;0;0;0;0
2019-08-10 22:30:00;18;7;13;15;14;6;5;1;32;0;0;0;0;0;0
2019-08-10 22:45:00;20;2;11;7;7;3;3;1;22;0;0;0;0;0;0
2019-08-10 23:00:00;16;5;8;4;4;3;3;0;21;0;0;0;0;0;0
2019-08-10 23:15:00;9;5;9;4;4;2;1;1;13;0;0;0;0;0;0
2019-08-10 23:30:00;11;5;11;9;9;10;7;1;20;0;0;0;0;0;0
2019-08-10 23:45:00;7;5;6;5;5;3;2;0;14;0;0;0;0;0;0
