DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-08-21 00:00:00;7;1;5;0;0;0;0;0;0
2020-08-21 00:15:00;2;2;5;0;0;0;0;0;0
2020-08-21 00:30:00;2;0;0;0;0;0;0;0;0
2020-08-21 00:45:00;1;0;0;0;0;0;0;0;0
2020-08-21 01:00:00;1;0;1;0;0;0;0;0;0
2020-08-21 01:15:00;2;0;0;0;0;0;0;0;0
2020-08-21 01:30:00;2;0;0;0;0;0;0;0;0
2020-08-21 01:45:00;1;0;2;0;0;0;0;0;0
2020-08-21 02:00:00;1;0;0;0;0;0;0;0;0
2020-08-21 02:15:00;1;0;1;0;0;0;0;0;0
2020-08-21 02:30:00;0;0;0;0;0;0;0;0;0
2020-08-21 02:45:00;1;0;0;0;0;0;0;0;0
2020-08-21 03:00:00;0;0;0;0;0;0;0;0;0
2020-08-21 03:15:00;0;0;0;0;0;0;0;0;0
2020-08-21 03:30:00;0;0;0;0;0;0;0;0;0
2020-08-21 03:45:00;0;0;1;0;0;0;0;0;0
2020-08-21 04:00:00;0;0;0;0;0;0;0;0;0
2020-08-21 04:15:00;0;0;0;0;0;0;0;0;0
2020-08-21 04:30:00;0;0;0;0;0;0;0;0;0
2020-08-21 04:45:00;0;0;0;0;0;0;0;0;0
2020-08-21 05:00:00;0;0;0;0;0;0;0;0;0
2020-08-21 05:15:00;0;1;3;0;0;0;0;0;0
2020-08-21 05:30:00;5;1;3;0;0;0;0;0;0
2020-08-21 05:45:00;1;0;2;0;0;0;0;0;0
2020-08-21 06:00:00;1;0;3;0;0;0;0;0;0
2020-08-21 06:15:00;0;1;4;0;0;0;0;0;0
2020-08-21 06:30:00;4;7;9;1;0;0;1;7;0
2020-08-21 06:45:00;7;5;2;0;2;0;0;0;0
2020-08-21 07:00:00;3;2;3;1;0;0;0;0;0
