DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-12-17 00:00:00;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-12-17 00:15:00;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-12-17 00:30:00;0;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-12-17 00:45:00;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 01:00:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-12-17 01:15:00;0;0;2;0;0;5;0;0;0;0;0;0;0;0
2020-12-17 01:30:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-12-17 01:45:00;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-12-17 02:00:00;0;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-12-17 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 02:30:00;1;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-12-17 02:45:00;0;0;1;0;0;3;0;0;0;0;0;0;0;0
2020-12-17 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 03:15:00;1;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-12-17 03:30:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-12-17 03:45:00;1;0;1;0;0;4;0;0;0;0;0;0;0;0
2020-12-17 04:00:00;0;0;8;0;0;2;0;0;0;0;0;0;0;0
2020-12-17 04:15:00;0;0;9;0;0;7;0;0;0;0;0;0;0;0
2020-12-17 04:30:00;2;0;16;1;1;5;0;0;0;0;0;0;0;0
2020-12-17 04:45:00;0;0;23;1;1;12;0;0;0;0;0;0;0;0
2020-12-17 05:00:00;1;0;90;1;1;4;0;0;0;0;0;0;0;0
2020-12-17 05:15:00;0;0;157;5;5;14;0;0;0;0;0;0;0;0
2020-12-17 05:30:00;0;0;156;4;4;15;0;0;0;0;0;0;0;0
2020-12-17 05:45:00;0;0;130;0;1;69;0;0;0;0;0;0;0;0
2020-12-17 06:00:00;1;0;111;1;3;68;0;0;0;0;0;0;1;0
2020-12-17 06:15:00;0;0;173;2;2;61;0;2;0;0;1;0;0;0
2020-12-17 06:30:00;3;0;199;7;9;61;0;0;0;0;0;0;0;0
2020-12-17 06:45:00;1;0;180;5;8;58;0;0;0;0;0;0;0;0
2020-12-17 07:00:00;2;0;200;9;10;61;0;2;0;0;0;0;0;0
2020-12-17 07:15:00;1;0;192;15;16;72;0;1;0;0;0;0;1;0
2020-12-17 07:30:00;3;0;216;21;28;73;0;1;0;0;0;0;0;0
2020-12-17 07:45:00;2;0;199;15;14;80;0;1;0;0;0;0;0;0
