DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-07-18 00:00:00;4;5;0;7;1;7;1;3;0;0;0
2020-07-18 00:15:00;11;10;0;24;9;18;2;2;0;0;0
2020-07-18 00:30:00;3;6;0;19;2;12;0;0;0;0;0
2020-07-18 00:45:00;6;8;0;14;1;12;0;5;0;0;0
2020-07-18 01:00:00;1;2;0;11;2;9;2;2;0;0;0
2020-07-18 01:15:00;5;7;0;13;2;9;1;3;0;0;0
2020-07-18 01:30:00;6;9;0;15;3;12;3;6;0;0;0
2020-07-18 01:45:00;3;8;0;18;1;10;0;1;0;0;0
2020-07-18 02:00:00;7;7;0;8;1;7;1;2;0;0;0
2020-07-18 02:15:00;4;12;0;11;1;6;1;4;0;0;0
2020-07-18 02:30:00;0;5;0;4;1;3;1;4;0;0;0
2020-07-18 02:45:00;1;8;0;3;1;2;1;3;0;0;0
2020-07-18 03:00:00;1;1;0;4;1;4;0;0;0;0;0
2020-07-18 03:15:00;1;3;0;8;0;5;0;0;0;0;0
2020-07-18 03:30:00;0;2;0;7;1;5;0;0;0;0;0
2020-07-18 03:45:00;4;5;0;3;0;2;1;2;0;0;0
2020-07-18 04:00:00;1;3;0;5;0;2;2;1;0;0;0
2020-07-18 04:15:00;2;6;0;8;0;6;0;0;0;0;0
2020-07-18 04:30:00;2;3;0;3;0;3;0;1;0;0;0
2020-07-18 04:45:00;0;3;0;8;1;7;0;0;0;0;0
2020-07-18 05:00:00;2;4;0;2;0;1;0;0;0;0;0
2020-07-18 05:15:00;8;6;0;4;0;3;0;5;0;0;0
2020-07-18 05:30:00;5;5;0;8;2;7;4;1;0;0;0
2020-07-18 05:45:00;5;8;0;5;1;4;2;1;0;0;0
2020-07-18 06:00:00;6;6;0;5;1;5;1;2;0;0;0
2020-07-18 06:15:00;12;15;0;10;3;8;0;6;0;0;0
2020-07-18 06:30:00;6;20;0;9;0;6;2;3;0;0;0
2020-07-18 06:45:00;15;28;0;18;3;12;5;4;0;0;0
2020-07-18 07:00:00;19;18;0;15;1;7;2;0;0;0;0
2020-07-18 07:15:00;21;28;0;22;3;18;2;7;1;0;0
2020-07-18 07:30:00;26;27;0;21;1;9;0;2;0;0;0
2020-07-18 07:45:00;19;24;0;22;3;20;1;1;0;0;0
2020-07-18 08:00:00;23;27;0;25;0;15;0;2;0;0;0
2020-07-18 08:15:00;31;28;0;20;3;17;6;3;0;0;0
2020-07-18 08:30:00;26;25;0;31;6;20;3;10;0;0;0
2020-07-18 08:45:00;35;32;0;39;6;26;9;12;0;0;0
2020-07-18 09:00:00;27;22;0;35;5;24;4;7;0;0;0
2020-07-18 09:15:00;53;25;0;33;7;25;5;10;0;3;0
2020-07-18 09:30:00;38;40;0;46;6;33;5;10;0;0;0
2020-07-18 09:45:00;38;41;0;43;5;24;6;8;0;0;0
2020-07-18 10:00:00;40;47;0;44;1;26;9;8;0;0;0
2020-07-18 10:15:00;35;37;0;51;2;35;9;13;0;0;0
2020-07-18 10:30:00;44;40;0;51;5;36;9;9;0;0;0
2020-07-18 10:45:00;41;32;0;63;9;41;12;12;0;0;0
2020-07-18 11:00:00;41;33;0;69;2;42;9;7;0;0;0
2020-07-18 11:15:00;50;29;0;53;8;40;12;17;0;0;0
2020-07-18 11:30:00;47;41;0;82;9;57;7;14;3;0;0
2020-07-18 11:45:00;47;31;0;47;3;36;6;15;0;0;0
2020-07-18 12:00:00;34;26;0;70;6;51;7;9;0;0;0
2020-07-18 12:15:00;31;27;0;59;7;34;9;10;0;0;0
2020-07-18 12:30:00;27;38;0;71;6;59;6;8;0;0;0
2020-07-18 12:45:00;32;28;0;62;2;35;6;10;0;0;0
2020-07-18 13:00:00;32;37;0;69;6;43;16;8;5;0;0
2020-07-18 13:15:00;34;30;0;59;10;48;6;8;1;0;0
2020-07-18 13:30:00;36;33;0;70;11;58;7;15;0;0;0
2020-07-18 13:45:00;38;22;0;56;10;46;3;9;0;0;0
2020-07-18 14:00:00;43;26;0;47;8;29;4;20;0;0;0
2020-07-18 14:15:00;43;27;0;52;4;34;7;24;0;0;0
2020-07-18 14:30:00;41;34;0;70;5;49;10;21;0;0;0
2020-07-18 14:45:00;28;28;0;69;5;48;6;10;20;4;0
2020-07-18 15:00:00;33;33;0;60;14;46;4;14;0;6;1
2020-07-18 15:15:00;31;19;0;65;10;50;6;14;0;4;0
2020-07-18 15:30:00;32;27;0;56;8;39;7;14;2;16;0
2020-07-18 15:45:00;28;38;0;70;8;44;5;18;2;1;0
2020-07-18 16:00:00;31;21;0;53;6;31;6;10;0;15;1
2020-07-18 16:15:00;24;19;0;53;9;34;13;12;0;1;2
2020-07-18 16:30:00;35;26;0;56;5;35;11;16;0;0;0
2020-07-18 16:45:00;34;24;0;67;7;30;12;23;0;0;0
2020-07-18 17:00:00;33;23;0;60;11;38;9;14;4;12;3
2020-07-18 17:15:00;34;34;0;67;12;44;7;13;0;8;1
2020-07-18 17:30:00;26;35;0;66;7;47;13;16;0;0;1
2020-07-18 17:45:00;22;30;0;57;5;45;12;8;0;12;0
2020-07-18 18:00:00;23;25;0;53;10;58;8;12;8;0;0
2020-07-18 18:15:00;30;17;0;41;3;26;6;9;15;0;0
2020-07-18 18:30:00;30;24;0;38;4;25;7;13;0;4;1
2020-07-18 18:45:00;48;27;0;45;9;30;7;29;0;15;0
2020-07-18 19:00:00;29;25;0;45;6;38;8;21;13;3;0
2020-07-18 19:15:00;31;27;0;36;5;28;12;17;0;0;0
2020-07-18 19:30:00;28;35;0;39;8;21;4;14;1;4;15
2020-07-18 19:45:00;24;30;0;48;6;30;5;2;11;0;0
2020-07-18 20:00:00;19;23;0;37;2;28;2;9;4;17;0
2020-07-18 20:15:00;24;25;0;39;5;26;5;13;6;3;0
