DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-06-19 00:00:00;6;1;2;0;0;0;0;0;0
2020-06-19 00:15:00;6;0;0;0;0;0;0;0;0
2020-06-19 00:30:00;2;1;4;0;0;0;0;0;0
2020-06-19 00:45:00;1;0;0;0;0;0;0;0;0
2020-06-19 01:00:00;1;0;0;0;0;0;0;0;0
2020-06-19 01:15:00;2;0;0;0;0;0;0;0;0
2020-06-19 01:30:00;0;0;1;0;0;0;0;0;0
2020-06-19 01:45:00;0;0;0;0;0;0;0;0;0
2020-06-19 02:00:00;0;0;1;0;0;0;0;0;0
2020-06-19 02:15:00;0;0;0;0;0;0;0;0;0
2020-06-19 02:30:00;1;0;0;0;0;0;0;0;0
2020-06-19 02:45:00;0;0;0;0;0;0;0;0;0
2020-06-19 03:00:00;0;0;0;0;0;0;0;0;0
2020-06-19 03:15:00;1;0;0;0;0;0;0;0;0
2020-06-19 03:30:00;0;0;0;0;0;0;0;0;0
2020-06-19 03:45:00;0;0;0;0;0;0;0;0;0
2020-06-19 04:00:00;1;0;0;0;0;0;0;0;0
2020-06-19 04:15:00;0;0;0;0;0;0;0;0;0
2020-06-19 04:30:00;0;0;0;0;0;0;0;0;0
2020-06-19 04:45:00;0;0;1;0;0;0;0;0;0
2020-06-19 05:00:00;0;0;0;0;0;0;0;0;0
2020-06-19 05:15:00;0;0;2;0;0;0;0;0;0
2020-06-19 05:30:00;3;0;1;0;0;0;0;0;0
2020-06-19 05:45:00;4;1;1;1;0;0;0;0;0
2020-06-19 06:00:00;1;2;0;0;0;0;0;0;0
2020-06-19 06:15:00;1;3;4;0;1;1;1;0;1
2020-06-19 06:30:00;6;3;12;2;0;1;0;4;0
2020-06-19 06:45:00;4;4;14;0;0;0;0;0;0
2020-06-19 07:00:00;7;9;4;4;0;2;0;4;0
2020-06-19 07:15:00;8;2;4;2;2;0;0;6;0
2020-06-19 07:30:00;16;5;9;5;2;0;1;0;0
2020-06-19 07:45:00;20;3;13;8;3;0;1;0;0
2020-06-19 08:00:00;12;6;14;4;1;2;2;0;4
2020-06-19 08:15:00;22;2;7;6;4;1;0;0;2
2020-06-19 08:30:00;25;2;7;2;3;2;2;2;0
2020-06-19 08:45:00;23;9;12;2;3;2;3;4;0
2020-06-19 09:00:00;30;10;15;4;6;1;0;1;0
2020-06-19 09:15:00;46;7;11;5;2;2;0;1;4
2020-06-19 09:30:00;65;7;14;7;5;0;2;0;0
2020-06-19 09:45:00;50;7;11;6;2;0;2;1;0
2020-06-19 10:00:00;46;14;13;9;5;1;0;4;5
2020-06-19 10:15:00;56;12;21;4;7;0;0;2;0
2020-06-19 10:30:00;65;9;13;7;3;0;1;0;0
2020-06-19 10:45:00;75;13;12;6;5;1;3;1;1
2020-06-19 11:00:00;66;4;15;2;7;2;1;1;0
2020-06-19 11:15:00;62;3;9;4;7;0;3;1;0
2020-06-19 11:30:00;62;11;25;5;6;0;4;4;1
2020-06-19 11:45:00;57;11;18;4;7;2;3;4;0
2020-06-19 12:00:00;58;10;17;8;3;2;3;6;3
2020-06-19 12:15:00;64;11;15;3;4;2;4;3;4
2020-06-19 12:30:00;67;11;20;1;2;1;4;0;6
2020-06-19 12:45:00;56;8;12;2;6;3;3;1;5
