DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-05-21 00:00:00;11;7;3;6;6;4;0;3
2020-05-21 00:15:00;10;7;3;4;3;7;0;5
2020-05-21 00:30:00;10;9;4;6;6;7;0;7
2020-05-21 00:45:00;5;5;1;1;2;6;0;5
2020-05-21 01:00:00;6;6;3;7;2;3;0;3
2020-05-21 01:15:00;6;6;5;2;1;3;0;1
2020-05-21 01:30:00;2;3;3;6;4;0;0;0
2020-05-21 01:45:00;1;1;1;2;4;6;0;1
2020-05-21 02:00:00;5;7;2;4;2;2;0;1
2020-05-21 02:15:00;2;4;1;0;3;2;0;0
2020-05-21 02:30:00;1;2;1;0;2;2;0;1
2020-05-21 02:45:00;1;1;1;0;1;1;0;0
2020-05-21 03:00:00;1;3;1;3;3;4;0;1
2020-05-21 03:15:00;3;4;0;2;3;0;0;2
2020-05-21 03:30:00;3;1;3;2;1;4;0;2
2020-05-21 03:45:00;3;4;0;1;0;0;0;3
2020-05-21 04:00:00;1;3;1;3;2;0;0;0
2020-05-21 04:15:00;2;0;0;4;1;3;0;1
2020-05-21 04:30:00;0;1;0;4;2;0;0;0
2020-05-21 04:45:00;2;1;0;2;2;1;0;1
2020-05-21 05:00:00;5;5;3;9;7;2;0;0
2020-05-21 05:15:00;3;2;1;1;1;5;0;0
2020-05-21 05:30:00;14;3;2;10;5;1;0;4
2020-05-21 05:45:00;5;2;0;9;3;1;0;3
2020-05-21 06:00:00;3;5;2;42;18;3;0;2
2020-05-21 06:15:00;6;5;3;6;3;2;0;3
2020-05-21 06:30:00;6;3;4;8;3;4;0;5
2020-05-21 06:45:00;8;3;2;1;2;2;0;4
2020-05-21 07:00:00;6;8;2;5;3;7;0;6
2020-05-21 07:15:00;8;4;1;2;2;4;0;6
2020-05-21 07:30:00;9;4;0;0;1;4;0;5
2020-05-21 07:45:00;10;11;1;6;4;2;0;4
2020-05-21 08:00:00;10;7;4;4;3;3;0;6
2020-05-21 08:15:00;6;10;2;6;3;1;0;4
2020-05-21 08:30:00;2;6;4;6;6;2;0;5
