DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-08-10 00:00:00;14;20;0;0;0;22;19;0;0
2019-08-10 00:15:00;20;26;1;0;0;21;10;0;0
2019-08-10 00:30:00;15;21;0;1;0;26;16;0;0
2019-08-10 00:45:00;14;12;0;0;0;18;10;0;0
2019-08-10 01:00:00;11;17;0;0;0;12;8;0;0
2019-08-10 01:15:00;13;17;0;0;0;14;7;0;0
2019-08-10 01:30:00;14;16;1;0;0;15;13;0;0
2019-08-10 01:45:00;25;17;0;0;0;13;5;0;0
2019-08-10 02:00:00;10;15;0;1;0;9;3;0;0
2019-08-10 02:15:00;13;14;0;0;0;12;6;0;0
2019-08-10 02:30:00;10;9;0;0;0;14;9;0;0
2019-08-10 02:45:00;8;16;0;0;0;16;9;0;0
2019-08-10 03:00:00;14;9;0;0;0;19;7;0;0
2019-08-10 03:15:00;13;7;0;0;0;12;7;0;0
2019-08-10 03:30:00;7;11;1;0;0;9;1;0;0
2019-08-10 03:45:00;12;12;0;0;0;11;0;0;0
2019-08-10 04:00:00;19;9;0;0;1;8;3;0;0
2019-08-10 04:15:00;21;11;0;0;0;7;3;0;1
2019-08-10 04:30:00;10;12;1;1;1;9;4;0;0
2019-08-10 04:45:00;6;8;1;0;1;13;3;0;0
2019-08-10 05:00:00;13;19;1;1;0;27;15;0;0
2019-08-10 05:15:00;30;19;0;0;2;44;19;0;0
2019-08-10 05:30:00;30;26;0;0;1;56;35;0;0
2019-08-10 05:45:00;45;51;4;0;1;34;26;0;0
2019-08-10 06:00:00;63;53;1;1;0;26;25;0;0
2019-08-10 06:15:00;35;27;2;0;1;47;28;0;0
2019-08-10 06:30:00;19;20;0;0;2;42;20;0;0
2019-08-10 06:45:00;19;25;1;3;4;36;15;0;2
2019-08-10 07:00:00;21;32;2;2;7;32;24;0;4
2019-08-10 07:15:00;37;25;3;3;2;29;22;4;4
2019-08-10 07:30:00;32;27;1;7;5;38;25;0;2
2019-08-10 07:45:00;35;35;3;2;3;34;31;0;2
2019-08-10 08:00:00;51;39;2;3;2;45;28;8;2
2019-08-10 08:15:00;42;44;3;7;2;40;38;3;0
2019-08-10 08:30:00;49;42;8;6;2;63;51;17;0
2019-08-10 08:45:00;62;62;7;5;12;65;75;0;1
2019-08-10 09:00:00;52;54;5;11;13;75;68;5;0
2019-08-10 09:15:00;67;70;9;11;12;72;82;7;1
2019-08-10 09:30:00;67;54;8;16;18;74;87;10;1
2019-08-10 09:45:00;87;68;4;19;11;94;99;0;6
2019-08-10 10:00:00;88;90;11;17;12;89;99;0;0
2019-08-10 10:15:00;86;74;6;8;14;93;91;3;1
2019-08-10 10:30:00;100;100;12;13;13;94;101;6;2
2019-08-10 10:45:00;72;83;9;11;12;102;86;0;0
2019-08-10 11:00:00;81;86;12;24;19;115;115;2;2
2019-08-10 11:15:00;91;113;17;20;9;93;119;7;1
2019-08-10 11:30:00;100;101;11;23;27;116;108;17;0
2019-08-10 11:45:00;88;111;17;30;12;124;123;10;0
2019-08-10 12:00:00;124;115;8;31;14;121;110;7;0
2019-08-10 12:15:00;100;110;16;22;26;103;128;9;0
2019-08-10 12:30:00;103;119;6;20;20;120;116;13;1
2019-08-10 12:45:00;112;119;12;20;13;114;119;63;0
2019-08-10 13:00:00;104;116;11;28;18;118;140;2;0
2019-08-10 13:15:00;101;113;7;19;18;113;108;31;1
2019-08-10 13:30:00;104;115;14;17;17;125;128;20;3
2019-08-10 13:45:00;121;133;13;22;10;113;122;8;0
2019-08-10 14:00:00;132;147;8;21;10;108;129;13;1
2019-08-10 14:15:00;108;128;16;20;15;128;135;5;0
2019-08-10 14:30:00;123;147;14;31;13;130;133;10;2
2019-08-10 14:45:00;111;112;17;30;14;122;121;18;0
2019-08-10 15:00:00;127;132;11;23;13;124;124;9;0
2019-08-10 15:15:00;113;138;8;17;12;110;105;4;0
2019-08-10 15:30:00;134;122;7;21;19;134;120;26;0
2019-08-10 15:45:00;89;95;13;11;4;88;84;39;0
2019-08-10 16:00:00;111;130;14;22;10;116;122;10;0
2019-08-10 16:15:00;118;131;13;15;9;103;108;3;0
2019-08-10 16:30:00;105;119;6;20;7;101;94;40;1
2019-08-10 16:45:00;92;133;9;18;11;104;96;14;1
2019-08-10 17:00:00;91;112;9;15;12;115;122;24;0
2019-08-10 17:15:00;109;115;7;18;5;91;95;30;0
2019-08-10 17:30:00;100;123;7;9;3;122;114;32;0
2019-08-10 17:45:00;99;130;4;12;4;107;111;7;0
