DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-02-29 00:00:00;4;3;8;0;0;0;8;0;0
2020-02-29 00:15:00;6;17;21;3;0;0;9;0;0
2020-02-29 00:30:00;6;9;18;1;0;0;11;0;0
2020-02-29 00:45:00;1;10;12;1;0;0;16;0;0
2020-02-29 01:00:00;2;8;8;2;1;0;3;0;0
2020-02-29 01:15:00;4;10;12;0;0;0;10;0;0
2020-02-29 01:30:00;1;8;9;2;0;0;6;0;0
2020-02-29 01:45:00;1;4;8;2;0;1;6;0;0
2020-02-29 02:00:00;6;7;12;6;1;0;4;0;0
2020-02-29 02:15:00;3;7;8;0;0;0;5;0;0
2020-02-29 02:30:00;1;3;7;0;0;0;5;0;0
2020-02-29 02:45:00;1;3;4;1;0;1;3;0;0
2020-02-29 03:00:00;5;6;11;3;1;0;7;0;0
2020-02-29 03:15:00;1;2;4;1;0;0;4;0;0
2020-02-29 03:30:00;2;3;5;2;1;1;4;0;0
2020-02-29 03:45:00;1;3;3;0;0;0;1;0;0
2020-02-29 04:00:00;1;6;6;3;0;0;0;0;0
2020-02-29 04:15:00;1;3;3;0;0;0;1;0;0
2020-02-29 04:30:00;3;4;5;1;0;0;2;0;0
2020-02-29 04:45:00;1;4;5;4;0;0;4;0;0
2020-02-29 05:00:00;3;3;8;0;0;0;6;0;0
2020-02-29 05:15:00;4;9;11;2;1;1;6;0;0
2020-02-29 05:30:00;8;12;16;8;3;1;18;0;0
2020-02-29 05:45:00;6;17;20;13;2;0;17;1;0
2020-02-29 06:00:00;10;11;18;7;2;1;10;0;0
2020-02-29 06:15:00;6;9;13;3;0;0;11;0;0
2020-02-29 06:30:00;7;12;15;6;2;3;14;0;0
2020-02-29 06:45:00;6;6;17;3;2;2;16;0;0
2020-02-29 07:00:00;7;10;17;4;4;2;15;0;0
2020-02-29 07:15:00;11;8;16;5;3;0;13;0;0
2020-02-29 07:30:00;10;17;24;2;2;1;12;1;0
2020-02-29 07:45:00;2;10;15;6;5;0;21;0;0
2020-02-29 08:00:00;12;16;27;2;2;0;24;0;1
2020-02-29 08:15:00;12;16;25;2;1;1;25;0;0
2020-02-29 08:30:00;16;23;30;3;1;1;30;10;2
2020-02-29 08:45:00;26;28;54;11;7;1;48;0;2
2020-02-29 09:00:00;12;20;35;7;5;2;38;0;0
2020-02-29 09:15:00;30;41;70;17;7;2;53;2;0
2020-02-29 09:30:00;16;26;40;5;5;1;37;8;2
2020-02-29 09:45:00;35;38;64;11;6;3;54;0;3
2020-02-29 10:00:00;22;31;49;7;2;4;41;0;17
2020-02-29 10:15:00;23;27;53;11;6;7;63;0;3
2020-02-29 10:30:00;21;30;51;7;3;3;68;2;2
2020-02-29 10:45:00;32;40;68;12;6;2;55;6;2
2020-02-29 11:00:00;34;41;70;15;9;5;70;4;1
2020-02-29 11:15:00;26;44;71;13;6;4;70;2;2
2020-02-29 11:30:00;47;57;82;13;9;1;63;4;7
2020-02-29 11:45:00;32;42;68;13;6;2;49;0;11
2020-02-29 12:00:00;29;46;68;7;4;3;54;6;3
2020-02-29 12:15:00;31;54;78;8;5;4;74;5;26
2020-02-29 12:30:00;39;37;66;12;4;4;65;4;5
2020-02-29 12:45:00;43;43;80;10;9;2;77;0;0
2020-02-29 13:00:00;29;46;76;10;6;3;64;7;4
2020-02-29 13:15:00;35;41;71;8;6;3;71;2;8
2020-02-29 13:30:00;46;44;72;15;7;1;78;49;7
2020-02-29 13:45:00;46;35;69;15;9;6;71;6;21
2020-02-29 14:00:00;59;67;101;10;5;10;79;22;2
2020-02-29 14:15:00;38;52;73;17;8;6;77;14;2
2020-02-29 14:30:00;39;38;62;8;5;4;61;20;0
2020-02-29 14:45:00;41;49;82;12;8;3;70;5;4
2020-02-29 15:00:00;37;45;76;11;8;6;72;3;0
2020-02-29 15:15:00;30;40;61;18;8;2;74;7;0
2020-02-29 15:30:00;43;48;76;11;5;5;82;2;8
2020-02-29 15:45:00;34;40;77;13;6;4;68;4;6
2020-02-29 16:00:00;39;41;72;8;6;8;70;2;4
2020-02-29 16:15:00;43;41;74;11;9;4;66;4;0
2020-02-29 16:30:00;39;55;76;10;7;11;72;11;19
2020-02-29 16:45:00;29;50;71;12;8;6;73;0;13
2020-02-29 17:00:00;40;41;64;17;10;3;66;4;4
2020-02-29 17:15:00;32;42;66;11;5;7;81;10;2
2020-02-29 17:30:00;42;37;71;10;5;1;75;18;7
2020-02-29 17:45:00;32;46;68;16;9;4;64;0;1
2020-02-29 18:00:00;38;41;67;7;6;4;69;18;6
2020-02-29 18:15:00;28;38;60;7;4;3;49;3;1
2020-02-29 18:30:00;35;38;68;8;6;7;68;1;4
2020-02-29 18:45:00;19;45;59;11;7;4;51;1;3
2020-02-29 19:00:00;30;30;48;11;8;7;42;2;1
2020-02-29 19:15:00;20;21;41;11;5;2;67;1;0
2020-02-29 19:30:00;19;33;49;4;4;1;33;0;1
2020-02-29 19:45:00;20;34;40;13;6;4;53;7;1
2020-02-29 20:00:00;22;26;44;7;3;1;40;8;4
2020-02-29 20:15:00;17;36;45;12;8;3;43;0;0
2020-02-29 20:30:00;25;26;47;8;7;1;33;0;0
2020-02-29 20:45:00;19;28;41;6;5;2;47;0;1
2020-02-29 21:00:00;14;22;34;6;5;8;39;1;1
2020-02-29 21:15:00;19;27;42;6;2;1;32;1;0
2020-02-29 21:30:00;12;19;29;3;4;2;26;1;0
2020-02-29 21:45:00;19;25;34;3;2;0;37;0;0
2020-02-29 22:00:00;13;15;35;7;4;1;27;0;0
2020-02-29 22:15:00;15;21;32;5;4;0;27;0;0
2020-02-29 22:30:00;12;33;40;7;5;0;23;0;4
2020-02-29 22:45:00;13;21;28;5;5;2;24;0;3
2020-02-29 23:00:00;9;16;26;8;2;2;28;0;0
2020-02-29 23:15:00;11;23;29;10;1;1;21;0;0
2020-02-29 23:30:00;13;29;39;5;2;0;25;0;0
2020-02-29 23:45:00;11;11;20;4;0;1;19;0;0
