DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2019-08-23 00:00:00;1;4;0;0;9;9;6;7;3;1;1;0;0
2019-08-23 00:15:00;7;3;0;0;11;15;5;3;5;1;2;0;0
2019-08-23 00:30:00;1;1;0;0;7;8;7;3;4;1;0;0;0
2019-08-23 00:45:00;3;5;0;0;6;8;7;3;2;1;0;0;0
2019-08-23 01:00:00;2;2;0;0;1;2;5;1;2;0;1;0;0
2019-08-23 01:15:00;2;1;0;0;5;7;4;4;1;0;0;0;0
2019-08-23 01:30:00;2;3;1;0;2;6;3;2;1;1;0;0;0
2019-08-23 01:45:00;2;8;0;0;7;7;1;1;1;1;0;0;0
2019-08-23 02:00:00;3;0;0;0;5;8;2;4;2;1;1;0;0
2019-08-23 02:15:00;0;0;0;0;0;0;2;1;1;1;0;0;0
2019-08-23 02:30:00;2;0;0;0;6;5;2;2;2;1;1;0;0
2019-08-23 02:45:00;1;2;1;0;0;1;1;2;1;0;1;0;0
2019-08-23 03:00:00;3;2;0;0;1;2;1;0;1;1;0;0;0
2019-08-23 03:15:00;0;1;0;0;2;2;2;1;2;1;0;0;0
2019-08-23 03:30:00;0;0;0;0;4;1;2;1;1;0;0;0;0
2019-08-23 03:45:00;0;1;0;0;1;2;4;3;2;0;0;0;0
2019-08-23 04:00:00;2;3;0;0;1;2;1;1;0;0;11;0;1
2019-08-23 04:15:00;3;1;0;0;2;1;2;3;8;1;0;0;1
2019-08-23 04:30:00;3;2;0;0;3;2;6;3;1;0;0;0;0
2019-08-23 04:45:00;1;4;1;0;9;11;5;2;4;1;0;0;0
2019-08-23 05:00:00;0;0;0;0;8;12;12;9;3;2;0;0;0
2019-08-23 05:15:00;3;3;1;0;13;10;17;10;7;1;2;0;0
2019-08-23 05:30:00;1;4;0;0;11;16;38;15;12;6;6;0;0
2019-08-23 05:45:00;3;3;0;0;20;23;39;35;21;14;7;1;1
2019-08-23 06:00:00;8;6;0;1;22;19;22;26;18;7;2;1;2
2019-08-23 06:15:00;10;3;0;1;25;22;37;37;22;10;4;0;1
2019-08-23 06:30:00;13;10;2;1;33;37;61;52;27;9;3;2;2
2019-08-23 06:45:00;5;4;0;1;42;44;58;52;33;10;4;6;0
2019-08-23 07:00:00;21;7;0;3;36;35;42;49;37;17;3;2;2
2019-08-23 07:15:00;14;11;0;1;35;48;45;44;29;17;3;1;0
2019-08-23 07:30:00;21;9;1;2;49;55;68;47;44;16;2;1;2
2019-08-23 07:45:00;12;11;2;3;45;41;46;44;42;17;6;1;1
2019-08-23 08:00:00;15;14;0;2;53;61;53;29;34;15;2;0;0
2019-08-23 08:15:00;17;12;2;4;42;44;46;28;45;16;4;1;2
2019-08-23 08:30:00;24;15;1;2;34;38;47;25;43;18;6;0;1
2019-08-23 08:45:00;20;11;0;5;57;59;52;22;41;17;9;0;1
2019-08-23 09:00:00;22;14;0;4;47;45;49;26;52;15;4;2;1
2019-08-23 09:15:00;25;10;1;1;46;41;48;26;35;14;5;3;0
2019-08-23 09:30:00;31;17;0;3;52;37;51;29;61;17;3;0;1
2019-08-23 09:45:00;24;15;1;8;56;54;60;20;47;19;5;2;1
2019-08-23 10:00:00;22;14;0;2;64;55;45;23;54;25;0;3;0
2019-08-23 10:15:00;24;21;3;2;56;54;45;21;36;18;5;2;1
2019-08-23 10:30:00;33;23;0;4;55;51;55;30;48;23;4;1;3
2019-08-23 10:45:00;24;17;0;3;51;49;57;22;43;14;5;3;0
2019-08-23 11:00:00;30;17;0;3;46;53;53;20;44;16;2;0;1
2019-08-23 11:15:00;31;16;4;3;55;56;47;25;48;16;5;2;2
2019-08-23 11:30:00;41;20;1;3;55;61;68;33;35;18;7;0;3
2019-08-23 11:45:00;32;31;1;2;57;71;63;19;44;18;2;1;1
2019-08-23 12:00:00;42;31;2;1;70;65;46;28;37;11;6;2;1
2019-08-23 12:15:00;44;37;3;1;74;87;52;22;44;19;2;0;2
2019-08-23 12:30:00;37;31;1;0;62;68;56;29;39;14;6;0;2
2019-08-23 12:45:00;27;23;0;6;61;66;47;20;41;9;2;4;1
2019-08-23 13:00:00;31;31;0;1;78;80;50;27;34;16;5;5;0
2019-08-23 13:15:00;31;32;2;4;72;65;56;25;40;13;5;4;2
2019-08-23 13:30:00;23;34;3;4;77;96;48;36;32;21;6;0;0
2019-08-23 13:45:00;26;12;0;2;75;88;57;21;33;16;4;0;0
2019-08-23 14:00:00;35;22;2;4;95;99;51;30;37;15;6;1;1
2019-08-23 14:15:00;35;24;2;4;92;110;56;24;36;18;5;1;3
2019-08-23 14:30:00;33;22;0;4;79;64;47;28;43;22;9;2;1
2019-08-23 14:45:00;31;22;3;2;67;62;55;32;44;11;4;1;1
2019-08-23 15:00:00;41;36;0;4;79;71;44;19;38;26;9;1;0
2019-08-23 15:15:00;38;20;0;3;80;82;57;25;42;19;7;3;3
2019-08-23 15:30:00;30;24;3;3;73;73;47;17;44;24;5;3;0
2019-08-23 15:45:00;35;25;2;4;78;63;54;18;40;14;6;2;2
2019-08-23 16:00:00;24;18;0;5;71;86;53;38;43;19;6;0;1
2019-08-23 16:15:00;33;28;4;1;70;68;58;23;30;17;3;1;3
2019-08-23 16:30:00;33;21;1;2;74;66;58;25;48;27;4;1;4
2019-08-23 16:45:00;25;15;0;0;44;57;57;23;40;14;7;1;1
2019-08-23 17:00:00;29;18;0;1;56;66;57;30;44;20;6;0;2
2019-08-23 17:15:00;41;25;3;0;55;66;43;20;39;24;3;2;2
2019-08-23 17:30:00;31;22;0;1;54;47;55;32;45;21;6;2;4
2019-08-23 17:45:00;25;20;0;2;54;62;40;28;42;20;5;1;2
2019-08-23 18:00:00;21;19;2;4;65;65;42;32;40;22;7;4;2
2019-08-23 18:15:00;35;23;1;2;55;46;51;23;37;21;3;1;0
2019-08-23 18:30:00;18;25;2;3;42;45;45;32;49;17;2;0;2
2019-08-23 18:45:00;22;14;0;2;36;41;33;20;41;12;1;0;1
2019-08-23 19:00:00;18;16;0;2;32;35;44;22;29;15;1;0;1
2019-08-23 19:15:00;31;12;0;1;34;39;37;12;35;15;1;0;3
2019-08-23 19:30:00;6;13;2;1;47;48;38;13;32;20;1;0;0
2019-08-23 19:45:00;19;13;4;2;31;33;37;15;33;16;1;1;1
2019-08-23 20:00:00;12;14;0;1;25;35;46;18;30;9;1;1;1
2019-08-23 20:15:00;20;10;1;1;40;40;39;16;29;11;1;0;12
2019-08-23 20:30:00;9;11;0;1;33;42;31;16;24;4;4;0;0
2019-08-23 20:45:00;23;8;0;1;25;21;34;16;24;14;2;0;0
2019-08-23 21:00:00;17;13;0;2;28;29;29;6;21;6;4;1;0
2019-08-23 21:15:00;11;11;1;2;18;22;26;6;21;7;1;0;1
2019-08-23 21:30:00;19;15;1;0;14;20;22;13;16;19;6;0;2
2019-08-23 21:45:00;22;14;1;6;19;23;25;12;17;7;0;0;0
2019-08-23 22:00:00;17;14;2;0;25;31;23;14;22;8;2;0;1
2019-08-23 22:15:00;11;11;1;1;14;15;24;11;20;6;0;0;1
2019-08-23 22:30:00;8;10;2;0;11;12;10;6;15;3;0;0;1
2019-08-23 22:45:00;12;8;3;0;13;15;20;6;7;3;0;0;0
2019-08-23 23:00:00;10;6;1;0;7;18;21;5;14;8;0;0;0
2019-08-23 23:15:00;14;8;0;0;15;16;9;5;9;3;0;0;0
2019-08-23 23:30:00;10;12;1;2;17;29;19;4;16;8;0;1;0
2019-08-23 23:45:00;3;4;0;0;17;14;11;4;3;2;0;0;0
