DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2019-11-01 00:00:00;18;15;11;1;0;3;0;8;8;11;2;7;9;5;0;0;0
2019-11-01 00:15:00;26;19;7;1;0;2;0;14;15;12;4;16;18;11;3;3;0
2019-11-01 00:30:00;22;21;12;0;0;1;1;14;14;6;3;11;13;6;0;3;0
2019-11-01 00:45:00;15;16;6;4;0;1;3;16;19;6;2;10;13;8;0;3;0
2019-11-01 01:00:00;19;24;10;2;1;1;4;17;12;10;9;15;12;8;56;3;0
2019-11-01 01:15:00;10;19;4;0;0;0;1;10;12;10;1;12;11;8;7;3;0
2019-11-01 01:30:00;13;19;5;2;0;0;3;7;10;3;3;13;12;7;3;1;0
2019-11-01 01:45:00;15;10;5;1;0;0;0;6;19;2;1;7;9;2;0;2;0
2019-11-01 02:00:00;10;13;5;1;1;0;0;11;12;5;1;4;6;5;6;1;0
2019-11-01 02:15:00;11;10;4;0;0;0;0;5;9;5;4;6;9;4;0;0;0
2019-11-01 02:30:00;19;19;5;1;0;2;0;5;5;5;1;10;8;4;0;3;0
2019-11-01 02:45:00;8;10;4;2;0;1;1;7;4;2;1;12;9;2;3;3;0
2019-11-01 03:00:00;4;12;5;1;0;1;0;7;4;5;0;6;8;6;1;3;0
2019-11-01 03:15:00;14;7;1;0;1;0;2;7;7;5;0;9;13;5;0;1;0
2019-11-01 03:30:00;8;11;2;1;0;1;0;3;9;4;0;16;10;3;0;0;0
2019-11-01 03:45:00;8;11;5;0;0;0;0;6;2;7;0;18;9;3;3;0;0
2019-11-01 04:00:00;10;10;3;0;0;0;0;6;8;3;0;4;7;2;4;1;0
2019-11-01 04:15:00;4;6;4;1;0;0;0;5;8;2;3;6;2;1;0;1;0
2019-11-01 04:30:00;6;2;0;1;0;0;0;5;8;1;1;4;2;0;0;1;0
2019-11-01 04:45:00;9;11;3;1;0;0;1;3;4;1;2;5;2;2;1;2;0
2019-11-01 05:00:00;7;13;5;0;0;1;0;3;5;1;1;3;3;0;13;0;0
2019-11-01 05:15:00;7;5;3;0;0;0;0;4;11;1;2;4;9;0;2;0;0
2019-11-01 05:30:00;16;16;11;1;0;0;0;11;14;6;4;6;11;2;0;1;0
2019-11-01 05:45:00;13;19;6;0;0;0;1;16;19;8;5;5;8;2;0;0;0
2019-11-01 06:00:00;12;15;5;1;0;0;0;21;28;4;2;5;10;5;1;0;0
2019-11-01 06:15:00;8;19;5;1;0;0;0;12;17;8;8;6;4;3;9;1;0
2019-11-01 06:30:00;14;9;3;5;0;0;0;7;10;4;2;7;12;4;3;4;0
2019-11-01 06:45:00;7;11;5;1;0;0;0;6;12;6;0;7;10;3;5;2;0
2019-11-01 07:00:00;20;13;9;1;1;2;0;11;16;7;4;5;5;2;0;1;0
2019-11-01 07:15:00;15;18;5;0;0;0;0;8;11;6;0;5;5;7;0;1;0
2019-11-01 07:30:00;19;15;7;1;0;4;0;13;12;1;4;7;12;4;5;3;0
2019-11-01 07:45:00;39;21;11;4;0;0;0;16;18;6;3;8;8;8;3;3;0
2019-11-01 08:00:00;34;32;20;3;0;0;0;18;17;4;1;8;15;6;10;3;0
2019-11-01 08:15:00;25;24;8;8;1;1;2;13;21;7;3;12;13;6;5;4;0
2019-11-01 08:30:00;32;32;19;1;0;0;2;15;14;7;3;18;16;8;3;2;0
2019-11-01 08:45:00;40;41;17;1;0;2;0;29;31;10;4;21;18;7;2;2;0
2019-11-01 09:00:00;50;36;22;4;0;2;0;29;25;10;6;27;22;10;6;4;0
2019-11-01 09:15:00;56;34;15;8;0;1;0;32;34;13;7;20;19;6;11;8;0
2019-11-01 09:30:00;46;46;25;3;2;2;0;22;29;11;7;20;23;15;3;4;0
2019-11-01 09:45:00;74;59;45;8;0;1;0;45;65;15;12;22;32;15;8;2;0
2019-11-01 10:00:00;80;53;41;8;0;8;5;49;37;22;11;26;30;24;5;6;0
2019-11-01 10:15:00;67;57;55;3;0;0;3;42;51;19;10;35;36;24;7;2;0
2019-11-01 10:30:00;61;60;42;0;1;0;4;52;43;15;6;31;30;21;21;3;0
2019-11-01 10:45:00;64;74;49;7;1;5;2;48;69;20;8;28;30;20;3;7;0
2019-11-01 11:00:00;87;63;46;1;3;2;7;56;53;18;11;17;29;21;7;5;0
2019-11-01 11:15:00;63;63;36;2;2;3;2;52;56;22;12;38;20;22;13;3;0
2019-11-01 11:30:00;68;84;67;5;0;1;3;59;78;17;9;51;38;28;20;7;0
2019-11-01 11:45:00;69;81;65;10;2;1;5;59;67;23;17;36;36;27;13;11;0
2019-11-01 12:00:00;76;75;70;14;2;7;2;60;50;31;9;41;31;25;3;13;0
2019-11-01 12:15:00;77;77;59;17;1;2;3;61;60;23;15;37;46;25;8;8;0
2019-11-01 12:30:00;71;69;54;4;2;1;2;47;59;21;14;39;42;23;13;4;0
2019-11-01 12:45:00;63;74;48;13;0;3;1;57;83;26;13;41;48;34;8;17;0
2019-11-01 13:00:00;73;73;62;10;0;2;5;70;79;31;22;34;41;23;57;16;0
2019-11-01 13:15:00;60;70;69;16;1;6;9;80;84;24;15;46;37;20;11;14;0
2019-11-01 13:30:00;63;88;63;12;3;5;1;79;79;31;27;38;47;31;11;16;0
2019-11-01 13:45:00;61;84;62;13;8;3;7;74;101;24;23;37;43;25;14;14;0
2019-11-01 14:00:00;73;80;68;20;0;4;3;145;81;23;15;58;49;36;19;37;0
2019-11-01 14:15:00;70;79;63;22;2;6;3;134;80;19;13;38;37;24;27;31;0
2019-11-01 14:30:00;75;75;61;25;1;2;5;66;67;31;20;45;51;30;11;23;0
2019-11-01 14:45:00;58;79;67;16;3;5;2;58;62;26;18;43;48;39;21;24;0
2019-11-01 15:00:00;64;83;64;30;3;4;3;66;82;21;10;41;54;32;30;37;0
2019-11-01 15:15:00;73;81;58;47;2;2;6;105;76;29;11;66;60;56;25;55;0
2019-11-01 15:30:00;70;95;53;65;2;10;9;74;86;24;20;69;64;40;75;86;0
2019-11-01 15:45:00;70;99;60;67;2;5;12;101;107;21;20;58;85;58;14;113;0
2019-11-01 16:00:00;63;90;62;75;8;11;6;72;75;19;16;62;65;42;18;118;0
2019-11-01 16:15:00;76;106;72;58;8;5;13;96;70;32;23;53;70;43;15;97;0
2019-11-01 16:30:00;61;75;64;23;8;5;11;80;85;29;22;53;56;34;12;61;0
2019-11-01 16:45:00;58;77;65;29;4;7;8;58;83;20;12;45;59;48;23;43;0
2019-11-01 17:00:00;66;90;61;2;2;3;2;68;87;25;11;37;45;26;9;7;0
2019-11-01 17:15:00;58;72;52;6;2;0;3;78;79;30;18;46;51;35;9;12;0
2019-11-01 17:30:00;78;71;54;9;2;2;2;68;79;32;25;42;54;37;12;17;0
2019-11-01 17:45:00;57;77;54;8;2;2;3;63;76;16;12;39;51;37;7;16;0
2019-11-01 18:00:00;52;72;49;7;1;0;3;65;79;23;12;37;43;40;15;14;0
2019-11-01 18:15:00;55;69;47;4;1;1;2;68;78;15;10;52;47;47;12;10;0
2019-11-01 18:30:00;37;60;35;18;3;1;3;83;64;23;12;38;45;35;11;18;0
2019-11-01 18:45:00;46;60;39;2;2;2;3;53;64;19;7;47;49;43;21;7;0
2019-11-01 19:00:00;47;59;46;8;2;2;1;48;61;27;15;38;43;34;1;8;0
2019-11-01 19:15:00;46;62;41;16;11;11;11;78;62;22;18;46;40;33;5;27;0
2019-11-01 19:30:00;47;52;38;14;34;73;44;65;75;29;26;31;36;38;36;17;0
2019-11-01 19:45:00;64;52;54;17;39;77;39;71;69;41;34;47;40;32;3;23;0
2019-11-01 20:00:00;37;50;36;12;18;17;15;39;55;16;13;36;38;27;6;11;0
2019-11-01 20:15:00;33;54;33;12;4;20;5;30;39;21;16;26;28;28;6;13;0
2019-11-01 20:30:00;40;43;26;5;5;14;4;31;40;18;10;28;29;16;10;4;0
2019-11-01 20:45:00;49;42;26;3;7;4;6;42;36;10;8;33;20;14;14;2;0
2019-11-01 21:00:00;27;47;28;5;4;6;0;25;47;20;10;16;24;20;20;4;0
2019-11-01 21:15:00;38;35;17;6;2;6;4;21;32;25;6;17;19;14;30;11;0
2019-11-01 21:30:00;31;34;22;7;1;3;4;20;44;18;8;20;20;14;4;6;0
2019-11-01 21:45:00;23;32;23;3;4;5;4;28;28;18;9;22;27;19;1;2;0
2019-11-01 22:00:00;28;41;23;5;0;1;1;25;30;18;10;15;22;14;11;5;0
2019-11-01 22:15:00;29;25;10;5;2;6;2;20;32;12;4;25;18;10;5;6;0
2019-11-01 22:30:00;43;43;24;6;2;3;1;25;21;9;4;13;13;9;26;4;0
2019-11-01 22:45:00;29;37;14;0;2;4;2;13;18;10;2;20;12;9;1;1;0
2019-11-01 23:00:00;28;27;13;2;0;1;4;17;30;7;1;21;19;7;0;3;0
2019-11-01 23:15:00;11;29;15;2;0;2;2;13;19;8;2;15;88;9;2;2;0
2019-11-01 23:30:00;15;24;13;2;1;2;2;9;12;4;3;10;17;9;2;2;0
