DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-09-10 00:00:00;1;1;0;3;6;3;5;4;2;0;0
2019-09-10 00:15:00;0;4;0;5;9;7;1;10;6;0;0
2019-09-10 00:30:00;0;1;0;7;6;3;0;2;3;0;0
2019-09-10 00:45:00;0;1;0;5;3;2;0;4;4;2;2
2019-09-10 01:00:00;0;2;0;4;2;1;2;4;3;0;0
2019-09-10 01:15:00;0;2;0;5;1;1;0;4;3;0;0
2019-09-10 01:30:00;1;0;0;0;4;3;0;2;2;1;1
2019-09-10 01:45:00;1;2;0;4;2;1;0;3;1;0;0
2019-09-10 02:00:00;0;1;0;1;0;0;1;1;1;1;0
2019-09-10 02:15:00;0;0;0;5;3;1;2;5;6;0;1
2019-09-10 02:30:00;0;0;0;2;2;1;1;2;0;0;0
2019-09-10 02:45:00;0;1;0;4;3;3;1;1;3;1;0
2019-09-10 03:00:00;0;0;0;2;3;0;0;0;0;0;0
2019-09-10 03:15:00;0;0;0;3;1;1;3;1;1;0;0
2019-09-10 03:30:00;0;0;0;2;0;0;2;2;2;0;0
2019-09-10 03:45:00;0;2;0;0;1;0;1;2;0;0;0
2019-09-10 04:00:00;0;1;0;4;4;1;1;3;3;1;1
2019-09-10 04:15:00;0;0;0;8;5;1;1;5;5;2;2
2019-09-10 04:30:00;0;4;0;1;5;1;2;9;7;3;3
2019-09-10 04:45:00;0;3;0;9;8;2;1;10;14;5;4
2019-09-10 05:00:00;1;6;0;10;14;8;3;19;18;7;5
2019-09-10 05:15:00;1;16;2;18;11;3;8;48;38;6;3
2019-09-10 05:30:00;3;10;2;23;14;5;3;58;47;10;7
2019-09-10 05:45:00;6;15;2;42;32;12;10;68;77;16;14
2019-09-10 06:00:00;4;23;4;50;26;7;8;49;50;12;11
2019-09-10 06:15:00;6;25;5;63;35;5;14;79;79;11;15
2019-09-10 06:30:00;6;34;7;53;35;9;17;117;112;21;13
2019-09-10 06:45:00;18;49;2;56;36;11;26;82;84;15;12
2019-09-10 07:00:00;8;43;2;67;49;8;29;83;101;17;12
2019-09-10 07:15:00;13;59;11;84;48;11;47;99;106;21;15
2019-09-10 07:30:00;15;53;7;96;66;20;64;107;154;24;20
2019-09-10 07:45:00;32;65;5;117;82;13;38;108;123;21;12
2019-09-10 08:00:00;21;56;8;113;70;18;35;115;133;19;16
2019-09-10 08:15:00;17;58;5;99;74;14;34;103;145;25;19
2019-09-10 08:30:00;18;54;8;108;66;22;34;146;188;17;23
2019-09-10 08:45:00;7;26;4;74;53;14;32;102;127;25;24
2019-09-10 09:00:00;16;35;6;73;57;15;25;80;92;10;9
2019-09-10 09:15:00;11;22;2;74;48;34;29;69;73;8;6
2019-09-10 09:30:00;4;35;14;86;67;17;33;76;67;5;5
2019-09-10 09:45:00;8;21;3;80;49;22;27;73;69;10;10
2019-09-10 10:00:00;4;25;6;86;57;25;30;78;59;12;12
2019-09-10 10:15:00;11;19;2;79;45;21;21;62;62;9;7
2019-09-10 10:30:00;14;29;8;74;71;18;25;87;82;18;22
2019-09-10 10:45:00;13;34;7;95;58;61;30;83;72;15;13
2019-09-10 11:00:00;15;39;3;96;54;109;35;71;60;13;12
2019-09-10 11:15:00;7;33;5;89;73;25;33;75;80;14;13
2019-09-10 11:30:00;3;41;2;122;104;46;40;67;70;9;8
2019-09-10 11:45:00;12;38;6;109;101;46;41;83;87;8;8
2019-09-10 12:00:00;20;40;6;124;105;20;46;80;79;14;14
2019-09-10 12:15:00;13;32;3;112;102;21;41;64;56;5;4
2019-09-10 12:30:00;11;26;6;118;84;49;43;66;68;10;8
2019-09-10 12:45:00;15;21;4;94;73;65;30;69;63;4;3
2019-09-10 13:00:00;13;32;5;131;102;99;35;76;68;15;8
2019-09-10 13:15:00;7;26;3;115;93;16;38;70;71;10;7
2019-09-10 13:30:00;19;36;3;99;77;32;39;77;76;11;11
2019-09-10 13:45:00;8;28;5;104;74;225;31;78;73;15;12
2019-09-10 14:00:00;14;25;1;96;73;324;37;73;76;26;19
2019-09-10 14:15:00;10;15;5;141;118;24;30;80;75;17;15
2019-09-10 14:30:00;18;29;4;167;137;21;35;75;55;11;9
2019-09-10 14:45:00;17;17;6;128;121;18;44;75;67;10;9
2019-09-10 15:00:00;19;24;6;146;119;22;34;58;70;15;9
2019-09-10 15:15:00;15;41;5;155;133;32;47;76;72;15;15
2019-09-10 15:30:00;7;28;5;169;124;16;45;78;88;22;23
2019-09-10 15:45:00;5;34;4;179;150;32;45;82;82;20;18
2019-09-10 16:00:00;24;51;4;196;174;32;52;97;81;17;11
2019-09-10 16:15:00;23;24;7;187;167;30;31;91;82;16;13
2019-09-10 16:30:00;17;32;4;180;154;20;51;73;84;14;15
2019-09-10 16:45:00;11;41;5;186;157;25;60;86;97;21;19
2019-09-10 17:00:00;5;33;8;146;130;20;57;106;102;19;15
2019-09-10 17:15:00;258;93;6;155;151;26;37;80;87;18;12
2019-09-10 17:30:00;9;24;3;151;122;20;35;75;90;14;11
2019-09-10 17:45:00;16;31;8;116;99;16;33;73;82;16;10
2019-09-10 18:00:00;13;22;6;121;81;18;39;69;69;24;23
2019-09-10 18:15:00;12;25;4;124;91;14;40;79;73;14;11
2019-09-10 18:30:00;15;31;6;100;86;12;33;77;72;16;10
2019-09-10 18:45:00;11;25;2;88;72;25;39;63;66;9;8
2019-09-10 19:00:00;15;22;5;66;61;32;31;52;55;13;11
2019-09-10 19:15:00;7;17;2;78;57;28;34;57;50;10;8
2019-09-10 19:30:00;12;17;6;68;55;8;35;57;37;6;6
2019-09-10 19:45:00;23;16;3;62;45;57;27;43;37;9;6
2019-09-10 20:00:00;6;21;3;66;53;9;27;56;55;12;9
2019-09-10 20:15:00;3;12;3;54;44;44;22;35;29;7;7
2019-09-10 20:30:00;3;6;14;57;29;38;25;48;34;5;4
2019-09-10 20:45:00;17;8;5;34;28;10;18;35;31;5;3
2019-09-10 21:00:00;4;15;2;40;36;40;20;39;28;5;6
2019-09-10 21:15:00;6;9;4;47;37;8;24;31;34;5;2
2019-09-10 21:30:00;1;17;1;42;29;9;11;29;21;4;4
2019-09-10 21:45:00;3;6;1;37;19;5;13;30;27;6;4
2019-09-10 22:00:00;1;4;2;31;38;13;8;18;13;2;2
2019-09-10 22:15:00;0;4;0;43;34;11;10;28;13;2;2
2019-09-10 22:30:00;2;6;3;26;20;6;9;20;17;4;1
2019-09-10 22:45:00;3;2;1;20;12;3;12;20;14;4;3
2019-09-10 23:00:00;4;2;0;20;20;7;6;14;14;2;3
2019-09-10 23:15:00;4;1;1;14;12;6;7;14;14;0;1
2019-09-10 23:30:00;1;0;0;13;12;9;16;10;7;1;0
2019-09-10 23:45:00;3;3;0;9;6;11;6;9;7;1;1
