DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-06-12 00:00:00;10;17;0;9;19;2;4;2;1;0;0;0;0;0
2020-06-12 00:15:00;14;21;0;14;8;4;8;3;2;0;0;0;0;0
2020-06-12 00:30:00;10;9;0;9;19;1;1;0;2;0;0;0;0;0
2020-06-12 00:45:00;13;10;0;11;19;1;2;1;0;0;0;0;0;0
2020-06-12 01:00:00;6;13;0;8;7;1;1;1;0;0;0;0;0;0
2020-06-12 01:15:00;4;9;0;4;8;3;1;1;1;0;0;0;0;0
2020-06-12 01:30:00;5;4;0;9;13;2;1;0;0;0;0;0;0;0
2020-06-12 01:45:00;11;10;0;7;11;1;0;0;0;0;0;0;0;0
2020-06-12 02:00:00;4;3;0;4;7;3;3;2;1;0;0;0;0;0
2020-06-12 02:15:00;5;3;0;6;4;0;0;1;1;0;0;0;0;0
2020-06-12 02:30:00;5;6;0;1;4;1;0;0;0;1;0;0;0;0
2020-06-12 02:45:00;7;7;0;6;7;1;1;0;1;0;0;0;0;0
2020-06-12 03:00:00;3;6;0;3;3;2;0;0;0;0;0;0;0;0
2020-06-12 03:15:00;4;3;0;6;8;3;0;0;0;0;0;0;0;0
2020-06-12 03:30:00;2;4;0;2;8;4;1;0;0;0;0;0;0;0
2020-06-12 03:45:00;3;6;0;4;7;1;0;0;0;0;1;0;0;0
2020-06-12 04:00:00;4;4;0;6;3;2;0;1;0;0;0;0;0;0
2020-06-12 04:15:00;1;2;0;6;15;0;0;0;0;0;0;0;0;0
2020-06-12 04:30:00;3;10;0;4;10;0;0;0;0;0;0;0;0;0
2020-06-12 04:45:00;6;7;0;5;11;0;1;1;0;0;0;0;0;0
2020-06-12 05:00:00;6;12;0;14;22;1;0;0;0;0;0;0;0;0
2020-06-12 05:15:00;18;21;0;10;22;3;2;3;1;0;0;0;0;0
2020-06-12 05:30:00;16;45;0;15;24;6;3;1;0;0;0;0;0;0
2020-06-12 05:45:00;24;48;0;13;23;10;1;2;2;0;0;0;0;0
2020-06-12 06:00:00;16;32;0;11;24;8;0;1;0;3;0;0;0;0
2020-06-12 06:15:00;36;64;0;17;38;17;0;1;3;2;5;0;0;1
2020-06-12 06:30:00;40;83;0;37;61;22;2;5;3;2;0;0;0;0
2020-06-12 06:45:00;42;96;0;33;45;14;1;7;6;6;0;1;0;0
2020-06-12 07:00:00;34;79;1;47;60;31;2;8;4;2;0;0;5;0
2020-06-12 07:15:00;36;90;0;44;66;31;2;4;2;10;3;0;1;0
2020-06-12 07:30:00;49;102;0;55;72;41;1;14;8;11;0;3;1;0
2020-06-12 07:45:00;59;93;0;61;64;48;3;10;5;6;1;0;4;2
2020-06-12 08:00:00;53;86;0;58;62;34;5;9;6;12;1;0;0;0
2020-06-12 08:15:00;66;99;0;66;68;42;2;11;7;8;22;0;17;0
2020-06-12 08:30:00;69;115;1;54;103;40;3;13;9;6;1;1;2;2
2020-06-12 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 09:15:00;85;148;2;74;102;48;6;15;7;9;7;5;9;2
2020-06-12 09:30:00;80;148;2;93;116;58;15;23;5;14;10;2;0;0
2020-06-12 09:45:00;92;146;3;82;104;63;12;27;17;14;4;0;3;2
2020-06-12 10:00:00;115;171;1;99;124;60;13;24;9;15;4;0;3;3
2020-06-12 10:15:00;99;144;1;100;105;56;12;22;6;11;2;1;2;1
2020-06-12 10:30:00;98;155;2;97;109;59;12;18;8;12;2;8;7;1
2020-06-12 10:45:00;96;163;1;110;108;62;13;27;14;18;2;5;9;5
2020-06-12 11:00:00;105;168;1;87;122;44;17;19;7;10;13;16;5;1
2020-06-12 11:15:00;103;149;0;128;108;77;14;33;15;16;16;8;4;11
2020-06-12 11:30:00;106;158;2;100;123;50;10;27;10;10;4;2;2;0
2020-06-12 11:45:00;109;156;1;117;121;59;10;22;10;7;15;34;14;4
2020-06-12 12:00:00;77;130;2;99;110;49;15;20;8;8;6;0;10;12
2020-06-12 12:15:00;127;163;2;101;122;53;19;23;6;10;3;0;1;2
2020-06-12 12:30:00;104;143;1;117;124;63;17;30;12;17;4;5;1;12
2020-06-12 12:45:00;108;145;2;113;108;51;16;33;8;15;6;0;33;5
2020-06-12 13:00:00;97;151;3;103;126;59;16;27;12;13;5;13;1;4
2020-06-12 13:15:00;101;142;2;103;120;47;16;26;2;12;5;0;6;1
2020-06-12 13:30:00;91;167;2;98;131;39;17;36;13;11;3;13;13;9
2020-06-12 13:45:00;107;162;2;119;134;63;16;22;8;20;9;5;30;15
2020-06-12 14:00:00;89;177;4;96;123;52;15;19;12;17;10;14;18;3
2020-06-12 14:15:00;93;157;3;93;119;49;14;19;13;13;5;4;9;8
2020-06-12 14:30:00;106;164;2;105;126;54;16;30;12;10;2;2;25;0
2020-06-12 14:45:00;108;142;1;105;118;50;7;31;13;8;11;183;3;2
2020-06-12 15:00:00;110;146;3;104;134;36;23;27;9;12;2;9;9;1
2020-06-12 15:15:00;103;143;3;108;120;51;7;22;14;11;3;6;9;7
2020-06-12 15:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-12 15:45:00;77;122;1;88;82;41;8;23;6;14;7;8;0;2
2020-06-12 16:00:00;104;137;0;98;121;36;16;29;11;14;5;10;4;2
2020-06-12 16:15:00;80;137;1;96;96;48;12;18;4;10;2;4;7;5
2020-06-12 16:30:00;84;130;0;95;101;39;8;25;12;14;7;7;4;8
2020-06-12 16:45:00;92;131;1;93;107;60;11;16;5;20;9;4;16;4
2020-06-12 17:00:00;101;119;0;90;101;60;11;23;4;8;2;11;4;0
2020-06-12 17:15:00;100;133;3;82;92;56;13;22;12;9;35;82;4;4
2020-06-12 17:30:00;108;140;2;85;97;38;16;17;11;7;2;7;11;0
2020-06-12 17:45:00;108;153;5;102;101;46;14;21;6;21;2;4;6;1
2020-06-12 18:00:00;90;110;2;88;96;46;15;18;4;7;4;11;6;0
2020-06-12 18:15:00;111;140;0;97;92;51;17;21;10;15;4;1;3;11
2020-06-12 18:30:00;92;120;0;78;82;42;11;31;7;13;10;14;1;4
2020-06-12 18:45:00;78;123;1;93;103;50;5;18;8;7;3;6;3;9
2020-06-12 19:00:00;88;104;1;67;82;39;6;17;14;17;1;10;5;0
2020-06-12 19:15:00;80;108;0;62;88;38;13;13;8;7;1;36;0;0
2020-06-12 19:30:00;65;108;3;72;89;50;12;23;9;6;4;22;3;4
2020-06-12 19:45:00;63;83;0;64;76;40;5;18;10;10;8;1;5;2
2020-06-12 20:00:00;73;113;1;86;100;32;15;24;8;9;7;3;12;2
2020-06-12 20:15:00;58;104;1;72;77;39;11;18;6;6;1;4;3;10
2020-06-12 20:30:00;53;87;0;63;90;42;10;10;6;3;3;4;3;1
2020-06-12 20:45:00;59;97;0;43;65;25;6;13;9;4;3;2;1;0
2020-06-12 21:00:00;61;85;0;37;53;17;4;9;3;3;2;2;1;1
2020-06-12 21:15:00;55;70;0;30;55;19;8;17;3;6;3;4;0;3
2020-06-12 21:30:00;43;49;2;43;51;16;11;9;2;0;5;3;0;1
2020-06-12 21:45:00;49;79;0;38;44;11;16;15;3;1;7;0;2;2
2020-06-12 22:00:00;48;69;0;39;49;11;21;21;10;0;8;7;1;0
2020-06-12 22:15:00;44;72;0;38;61;18;10;23;12;2;4;0;4;12
2020-06-12 22:30:00;30;60;0;33;46;20;6;12;6;4;0;1;0;0
2020-06-12 22:45:00;40;53;0;20;39;14;9;15;4;1;1;1;0;0
2020-06-12 23:00:00;36;58;0;23;29;10;7;6;6;0;1;0;0;0
2020-06-12 23:15:00;20;46;0;24;29;11;5;4;4;1;0;0;0;0
2020-06-12 23:30:00;13;37;0;23;28;13;2;3;1;1;0;0;0;0
2020-06-12 23:45:00;19;33;0;15;30;7;5;5;0;0;2;0;0;3
