DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-01-13 00:00:00;2;0;12;1;0;0;0;0;0;0;0;0
2020-01-13 00:15:00;5;0;3;0;0;0;0;0;0;0;0;0
2020-01-13 00:30:00;3;0;5;1;0;0;0;0;0;0;0;0
2020-01-13 00:45:00;3;0;3;4;0;0;0;0;0;0;0;0
2020-01-13 01:00:00;3;0;1;2;0;0;0;0;0;0;0;0
2020-01-13 01:15:00;2;0;2;1;0;0;0;0;0;0;0;0
2020-01-13 01:30:00;1;0;0;2;0;0;0;0;0;0;0;0
2020-01-13 01:45:00;4;0;2;2;0;0;0;0;0;0;0;0
2020-01-13 02:00:00;2;0;4;3;0;0;0;0;0;0;0;0
2020-01-13 02:15:00;3;0;1;0;0;0;0;0;0;0;0;0
2020-01-13 02:30:00;2;0;0;1;0;0;0;0;0;0;0;0
2020-01-13 02:45:00;4;0;1;1;0;0;0;0;0;0;0;0
2020-01-13 03:00:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-01-13 03:15:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-01-13 03:30:00;0;0;5;0;0;0;0;0;0;0;0;0
2020-01-13 03:45:00;5;0;2;1;0;0;0;0;0;0;0;0
2020-01-13 04:00:00;6;0;3;2;0;0;0;0;0;0;0;0
2020-01-13 04:15:00;6;0;4;2;0;0;0;0;0;0;0;0
2020-01-13 04:30:00;7;0;5;2;0;0;0;0;0;0;0;0
2020-01-13 04:45:00;11;0;14;8;0;0;0;0;0;0;0;0
2020-01-13 05:00:00;10;0;36;8;0;0;0;0;0;0;0;0
2020-01-13 05:15:00;22;0;40;8;0;0;0;0;0;0;0;0
2020-01-13 05:30:00;46;0;51;11;0;0;0;0;0;0;0;0
2020-01-13 05:45:00;44;0;53;9;0;0;2;0;0;0;0;0
2020-01-13 06:00:00;52;0;44;13;0;0;0;0;0;0;0;0
2020-01-13 06:15:00;45;0;98;15;3;0;2;0;0;0;0;0
2020-01-13 06:30:00;80;0;97;20;6;0;0;2;0;0;0;0
2020-01-13 06:45:00;69;0;95;30;5;0;1;0;0;0;0;0
2020-01-13 07:00:00;52;0;153;15;1;3;2;0;0;0;0;0
2020-01-13 07:15:00;71;0;170;26;1;0;1;2;0;0;0;0
2020-01-13 07:30:00;61;0;187;30;42;0;7;0;0;0;0;0
2020-01-13 07:45:00;88;0;142;38;4;0;4;0;0;0;0;0
2020-01-13 08:00:00;84;0;125;36;4;0;0;3;0;0;0;0
2020-01-13 08:15:00;56;0;118;15;3;0;2;0;1;0;0;0
2020-01-13 08:30:00;57;0;106;21;1;0;5;1;1;0;0;0
2020-01-13 08:45:00;52;0;82;21;1;1;1;0;0;0;0;0
2020-01-13 09:00:00;61;0;87;27;0;0;0;0;0;0;0;0
2020-01-13 09:15:00;61;0;71;20;0;0;8;1;0;0;0;0
2020-01-13 09:30:00;46;0;66;25;0;0;2;0;0;0;0;0
2020-01-13 09:45:00;85;0;71;21;2;0;1;6;0;0;0;0
2020-01-13 10:00:00;54;0;73;16;0;0;4;2;0;0;0;0
2020-01-13 10:15:00;61;0;82;27;0;0;4;1;0;0;0;0
2020-01-13 10:30:00;65;0;80;30;0;0;16;0;0;0;0;0
2020-01-13 10:45:00;48;0;60;23;3;0;12;1;0;0;0;0
2020-01-13 11:00:00;60;0;72;27;4;0;0;0;0;0;0;0
2020-01-13 11:15:00;63;0;70;23;7;0;14;2;0;0;0;0
2020-01-13 11:30:00;67;0;72;20;2;0;8;0;0;0;0;0
2020-01-13 11:45:00;64;0;65;19;0;0;6;0;0;0;0;0
2020-01-13 12:00:00;76;0;59;21;3;0;0;0;0;0;0;0
2020-01-13 12:15:00;77;0;52;24;0;0;0;2;0;0;0;0
2020-01-13 12:30:00;72;0;67;21;1;0;4;0;0;0;0;0
2020-01-13 12:45:00;82;0;70;28;1;0;1;0;0;0;0;0
2020-01-13 13:00:00;73;0;70;30;0;0;35;0;0;0;0;0
2020-01-13 13:15:00;102;0;79;26;3;0;5;0;0;0;2;0
2020-01-13 13:30:00;86;0;74;22;10;0;4;0;0;0;0;0
2020-01-13 13:45:00;71;0;83;29;1;0;0;0;0;0;0;0
2020-01-13 14:00:00;74;0;61;22;0;0;5;2;0;0;0;0
2020-01-13 14:15:00;87;0;86;27;0;0;4;1;1;0;0;0
2020-01-13 14:30:00;101;0;75;21;6;0;2;0;0;0;0;0
2020-01-13 14:45:00;83;0;95;31;0;0;6;0;0;0;0;0
2020-01-13 15:00:00;102;0;101;28;0;0;1;0;0;0;0;0
2020-01-13 15:15:00;95;0;89;26;16;0;7;0;0;0;0;0
2020-01-13 15:30:00;104;0;109;26;4;0;42;1;0;0;0;0
2020-01-13 15:45:00;111;0;90;24;1;0;3;1;3;0;0;0
2020-01-13 16:00:00;120;0;102;34;3;0;1;0;0;0;0;0
2020-01-13 16:15:00;141;0;95;28;1;0;0;3;0;3;0;0
2020-01-13 16:30:00;147;0;106;32;1;0;1;1;0;0;0;0
2020-01-13 16:45:00;125;0;104;30;0;0;3;0;0;0;0;0
2020-01-13 17:00:00;132;0;109;42;1;0;2;0;1;0;0;0
2020-01-13 17:15:00;131;0;101;33;30;0;0;0;0;0;0;0
2020-01-13 17:30:00;131;0;92;33;1;0;30;0;8;0;0;0
2020-01-13 17:45:00;111;0;92;31;1;0;2;1;2;0;0;0
2020-01-13 18:00:00;105;0;103;29;1;0;7;0;0;0;0;0
2020-01-13 18:15:00;107;0;101;24;2;0;0;6;0;2;0;0
2020-01-13 18:30:00;94;0;76;30;0;0;1;0;0;0;0;0
2020-01-13 18:45:00;98;0;73;24;2;12;10;0;0;0;0;0
2020-01-13 19:00:00;60;0;74;21;3;0;3;0;0;0;0;0
2020-01-13 19:15:00;72;0;55;22;8;0;3;0;0;0;0;0
2020-01-13 19:30:00;43;0;50;9;0;0;3;3;0;0;0;0
2020-01-13 19:45:00;35;0;42;11;0;7;2;0;0;0;0;0
2020-01-13 20:00:00;55;0;47;19;1;1;0;0;0;0;0;0
2020-01-13 20:15:00;50;0;37;13;0;0;0;5;0;0;0;0
2020-01-13 20:30:00;37;0;29;20;0;0;8;0;0;0;0;0
2020-01-13 20:45:00;28;0;32;8;0;0;0;0;0;0;0;0
2020-01-13 21:00:00;32;0;47;11;0;0;0;0;0;0;0;0
2020-01-13 21:15:00;26;0;27;9;2;0;0;0;0;0;0;0
2020-01-13 21:30:00;25;0;30;13;0;0;0;0;0;0;0;0
2020-01-13 21:45:00;25;0;18;11;0;0;5;0;0;0;0;0
2020-01-13 22:00:00;40;0;9;10;0;0;0;0;0;0;0;0
2020-01-13 22:15:00;31;0;26;13;0;0;0;0;0;0;0;0
2020-01-13 22:30:00;21;0;14;9;0;0;0;0;0;0;0;0
2020-01-13 22:45:00;29;0;30;8;0;0;0;0;0;0;0;0
2020-01-13 23:00:00;17;0;8;7;0;0;0;0;0;0;0;0
2020-01-13 23:15:00;7;0;7;3;0;0;0;0;0;0;0;0
2020-01-13 23:30:00;6;0;13;2;0;0;0;0;0;0;0;0
2020-01-13 23:45:00;9;0;7;2;0;0;0;0;0;0;0;0
