DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2019-10-26 00:00:00;9;3;4;5;5;4;2;0;14;0;0;0;0;0;0
2019-10-26 00:15:00;19;10;14;7;7;5;5;1;14;0;0;0;0;0;0
2019-10-26 00:30:00;10;5;7;7;6;3;4;1;15;0;0;0;0;0;0
2019-10-26 00:45:00;5;5;8;3;3;1;0;0;13;0;0;0;0;0;0
2019-10-26 01:00:00;8;4;4;5;5;3;2;0;8;0;0;0;0;0;0
2019-10-26 01:15:00;9;2;3;6;6;7;6;0;5;0;0;0;0;0;0
2019-10-26 01:30:00;12;2;5;3;3;1;2;0;7;0;0;0;0;0;0
2019-10-26 01:45:00;12;3;7;3;3;2;2;0;5;0;0;0;0;0;0
2019-10-26 02:00:00;7;1;4;2;2;3;3;0;3;0;0;0;0;0;0
2019-10-26 02:15:00;6;4;8;3;2;3;1;0;4;0;0;0;0;0;0
2019-10-26 02:30:00;3;2;3;0;0;1;1;1;4;0;0;0;0;0;0
2019-10-26 02:45:00;4;0;1;0;0;0;0;1;3;0;0;0;0;0;0
2019-10-26 03:00:00;3;5;6;1;1;0;1;2;5;0;0;0;0;0;0
2019-10-26 03:15:00;3;1;4;6;6;5;3;0;6;0;0;0;0;0;0
2019-10-26 03:30:00;1;1;1;3;3;3;3;0;5;0;0;0;0;0;0
2019-10-26 03:45:00;1;2;2;4;3;1;1;0;4;0;0;0;0;0;0
2019-10-26 04:00:00;6;2;3;1;1;1;1;0;3;0;0;0;0;0;0
2019-10-26 04:15:00;4;2;5;2;2;1;1;0;3;0;0;0;0;0;0
2019-10-26 04:30:00;6;5;8;1;0;4;4;0;2;0;0;0;0;0;0
2019-10-26 04:45:00;7;5;6;3;1;4;4;3;3;0;0;0;0;0;0
2019-10-26 05:00:00;6;19;17;3;3;0;0;4;3;0;0;0;0;0;0
2019-10-26 05:15:00;13;59;57;2;1;3;3;0;6;0;0;0;0;0;0
2019-10-26 05:30:00;9;71;68;9;10;3;3;3;17;0;0;0;0;0;0
2019-10-26 05:45:00;14;29;29;59;64;19;19;0;15;0;0;0;0;0;0
2019-10-26 06:00:00;23;12;17;86;98;44;46;0;12;0;0;0;0;0;0
2019-10-26 06:15:00;12;15;14;36;40;26;27;2;10;0;0;0;0;0;0
2019-10-26 06:30:00;18;21;22;17;18;11;11;0;13;0;0;0;0;0;0
2019-10-26 06:45:00;21;11;14;13;14;14;14;1;30;0;0;0;0;0;0
2019-10-26 07:00:00;19;9;10;11;11;18;15;0;13;0;0;0;0;0;0
2019-10-26 07:15:00;28;11;11;11;12;10;10;1;14;0;0;0;0;0;0
2019-10-26 07:30:00;43;15;17;14;14;13;17;2;18;0;0;0;0;0;0
2019-10-26 07:45:00;42;17;15;21;22;13;15;4;20;0;0;1;0;0;0
2019-10-26 08:00:00;37;9;10;17;19;17;18;1;24;0;0;0;0;0;0
2019-10-26 08:15:00;54;13;12;11;12;16;18;2;21;0;0;0;0;0;0
2019-10-26 08:30:00;62;10;17;25;26;14;17;1;26;0;0;0;0;0;0
2019-10-26 08:45:00;79;28;30;25;27;26;28;1;49;0;0;0;0;0;0
2019-10-26 09:00:00;69;20;20;25;27;20;20;7;34;0;0;1;0;0;0
2019-10-26 09:15:00;73;13;13;27;28;26;31;3;58;0;0;2;0;0;0
2019-10-26 09:30:00;81;13;15;38;44;31;34;1;53;0;0;0;0;0;0
2019-10-26 09:45:00;106;22;23;37;43;27;31;2;67;0;0;2;0;0;0
2019-10-26 10:00:00;88;25;25;41;44;33;29;3;59;0;0;0;0;0;0
2019-10-26 10:15:00;113;23;22;37;46;29;38;6;55;0;0;0;0;0;0
2019-10-26 10:30:00;96;25;22;38;44;35;33;7;55;0;0;0;0;0;0
2019-10-26 10:45:00;100;38;34;42;49;37;42;6;74;0;0;1;0;0;0
2019-10-26 11:00:00;105;41;38;44;50;33;38;4;75;0;0;0;0;0;0
