DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2019-10-21 00:00:00;4;12;4;11;6;0;0;0;0;0;0;0;0
2019-10-21 00:15:00;3;4;4;14;10;0;0;0;0;0;0;0;0
2019-10-21 00:30:00;3;6;5;14;9;0;0;0;0;0;0;0;0
2019-10-21 00:45:00;1;4;4;14;6;0;0;0;0;0;0;0;0
2019-10-21 01:00:00;0;4;4;13;4;0;0;0;0;0;0;0;0
2019-10-21 01:15:00;1;5;9;22;10;0;0;0;0;0;0;0;0
2019-10-21 01:30:00;0;0;2;6;3;0;0;0;0;0;0;0;0
2019-10-21 01:45:00;1;7;6;19;9;0;0;0;0;0;0;0;0
2019-10-21 02:00:00;2;3;2;13;5;0;0;0;0;0;0;0;0
2019-10-21 02:15:00;1;4;2;10;7;0;0;0;0;0;0;0;0
2019-10-21 02:30:00;1;4;0;8;3;0;0;0;0;0;0;0;0
2019-10-21 02:45:00;0;3;3;17;7;0;0;0;0;0;0;0;0
2019-10-21 03:00:00;2;2;5;7;6;0;0;0;0;0;0;0;0
2019-10-21 03:15:00;3;3;3;7;4;0;0;0;0;0;0;0;0
2019-10-21 03:30:00;1;3;2;4;5;0;0;0;0;0;0;0;0
2019-10-21 03:45:00;1;5;1;8;4;0;0;0;0;0;0;0;0
2019-10-21 04:00:00;1;5;5;10;8;0;0;0;0;0;0;0;0
2019-10-21 04:15:00;3;7;9;18;10;0;0;0;0;0;0;0;0
2019-10-21 04:30:00;5;4;5;33;19;1;0;0;0;0;0;0;0
2019-10-21 04:45:00;6;13;8;42;27;0;0;0;0;0;0;0;0
2019-10-21 05:00:00;9;17;11;75;78;2;0;0;0;0;0;0;0
2019-10-21 05:15:00;11;31;16;120;119;3;0;0;0;0;0;0;0
2019-10-21 05:30:00;7;29;17;91;103;2;0;0;0;0;0;0;0
2019-10-21 05:45:00;20;35;25;110;108;4;0;0;1;0;0;0;0
2019-10-21 06:00:00;24;42;29;103;107;4;0;0;12;0;0;0;0
2019-10-21 06:15:00;33;46;36;120;137;3;0;0;0;0;0;0;0
2019-10-21 06:30:00;24;57;59;128;138;6;0;1;2;0;0;0;0
2019-10-21 06:45:00;28;56;55;138;134;12;0;1;7;0;0;0;0
2019-10-21 07:00:00;42;81;47;154;153;12;0;2;8;0;6;0;0
2019-10-21 07:15:00;42;75;64;165;165;21;0;0;5;0;0;0;0
2019-10-21 07:30:00;56;94;71;172;184;26;0;0;9;0;0;1;0
2019-10-21 07:45:00;61;105;59;156;162;31;0;0;10;0;0;2;0
2019-10-21 08:00:00;50;94;52;146;154;28;0;0;102;0;89;9;0
2019-10-21 08:15:00;54;80;67;181;191;39;0;1;12;0;4;0;18
2019-10-21 08:30:00;53;94;69;141;153;22;0;2;7;0;0;2;3
2019-10-21 08:45:00;62;84;56;126;149;18;0;2;3;0;0;0;0
2019-10-21 09:00:00;59;80;53;119;118;25;0;1;7;0;0;0;0
2019-10-21 09:15:00;57;84;53;114;110;21;0;2;0;1;0;0;0
2019-10-21 09:30:00;56;91;61;125;125;24;0;0;5;0;0;3;0
2019-10-21 09:45:00;58;76;52;106;89;20;0;2;16;0;0;0;0
2019-10-21 10:00:00;52;77;54;116;99;20;0;0;3;0;0;0;0
2019-10-21 10:15:00;56;82;65;128;127;27;0;1;7;3;0;0;0
2019-10-21 10:30:00;48;78;36;101;74;19;0;1;12;4;0;10;5
2019-10-21 10:45:00;58;78;53;128;118;23;0;1;0;0;0;4;1
2019-10-21 11:00:00;69;87;50;125;105;24;0;1;2;0;0;5;0
2019-10-21 11:15:00;69;90;54;132;113;25;0;0;0;0;0;5;0
2019-10-21 11:30:00;56;93;60;112;88;37;0;0;1;0;2;0;2
2019-10-21 11:45:00;63;100;46;105;107;30;0;0;4;0;0;0;0
2019-10-21 12:00:00;62;99;54;113;121;27;0;1;7;0;0;0;0
2019-10-21 12:15:00;61;107;61;107;96;31;0;1;3;0;0;0;0
2019-10-21 12:30:00;46;81;40;112;92;33;0;0;4;0;0;0;0
2019-10-21 12:45:00;68;91;54;114;90;30;0;0;7;0;0;0;0
2019-10-21 13:00:00;48;92;53;122;121;37;0;2;30;0;0;0;0
2019-10-21 13:15:00;42;84;51;124;142;32;0;3;3;0;0;0;0
2019-10-21 13:30:00;60;97;53;112;138;20;0;1;30;3;0;0;0
2019-10-21 13:45:00;73;101;49;134;136;28;0;1;0;0;0;0;1
2019-10-21 14:00:00;72;109;53;104;86;39;0;1;6;0;0;5;0
2019-10-21 14:15:00;80;132;52;108;103;23;0;1;6;0;0;2;0
2019-10-21 14:30:00;88;147;58;131;101;19;0;0;2;0;0;3;0
2019-10-21 14:45:00;90;140;81;117;107;28;0;1;12;0;0;3;1
2019-10-21 15:00:00;78;140;65;119;104;31;0;1;3;3;1;0;0
2019-10-21 15:15:00;82;134;66;121;112;25;0;0;4;0;6;0;0
2019-10-21 15:30:00;102;140;76;120;99;32;0;0;4;7;0;1;1
2019-10-21 15:45:00;92;130;74;118;124;60;0;2;29;0;0;0;0
2019-10-21 16:00:00;101;155;67;139;124;52;0;6;2;0;1;0;0
2019-10-21 16:15:00;96;135;79;127;109;53;0;0;20;0;0;0;0
2019-10-21 16:30:00;115;151;71;138;126;46;0;1;2;0;0;0;0
2019-10-21 16:45:00;116;149;75;127;124;47;0;1;23;0;0;0;0
2019-10-21 17:00:00;118;150;78;127;139;43;0;0;45;47;0;2;4
2019-10-21 17:15:00;106;144;79;145;130;40;0;1;10;1;0;0;0
2019-10-21 17:30:00;96;147;70;118;113;37;0;0;11;0;26;0;0
2019-10-21 17:45:00;85;107;91;113;115;25;0;2;2;0;0;11;0
2019-10-21 18:00:00;87;120;64;130;109;32;0;1;6;0;0;26;0
2019-10-21 18:15:00;78;114;66;121;109;26;0;1;75;0;0;41;0
2019-10-21 18:30:00;78;106;62;126;103;33;0;0;1;0;0;0;0
2019-10-21 18:45:00;66;107;51;111;91;28;0;0;4;0;0;0;0
2019-10-21 19:00:00;73;91;53;100;90;20;0;4;4;0;0;7;0
2019-10-21 19:15:00;31;65;47;96;79;19;0;1;10;2;3;8;0
2019-10-21 19:30:00;39;55;42;92;74;24;0;0;4;20;0;3;0
2019-10-21 19:45:00;36;48;35;84;53;21;0;0;4;2;0;0;0
2019-10-21 20:00:00;25;57;47;78;58;11;0;2;3;0;0;2;0
2019-10-21 20:15:00;29;55;43;72;66;11;0;1;8;0;0;0;0
2019-10-21 20:30:00;22;25;26;60;42;4;0;1;0;0;0;0;0
2019-10-21 20:45:00;18;38;32;83;62;7;0;1;0;0;0;0;0
2019-10-21 21:00:00;14;26;26;87;88;11;0;1;0;2;0;0;0
2019-10-21 21:15:00;14;23;27;79;80;17;0;0;3;0;0;0;0
2019-10-21 21:30:00;16;38;17;65;55;10;0;0;0;0;0;0;0
2019-10-21 21:45:00;40;92;19;46;42;15;0;0;3;0;0;0;0
2019-10-21 22:00:00;50;100;12;41;29;11;0;0;0;0;0;0;0
2019-10-21 22:15:00;27;72;18;49;27;15;0;0;0;0;0;0;0
2019-10-21 22:30:00;10;19;19;44;27;9;0;2;0;0;0;0;0
2019-10-21 22:45:00;9;20;8;28;24;4;0;0;1;0;0;0;0
2019-10-21 23:00:00;7;14;6;21;9;9;0;0;0;0;0;0;0
2019-10-21 23:15:00;7;12;8;18;15;0;0;0;0;0;0;0;0
2019-10-21 23:30:00;5;14;3;8;13;1;0;0;0;0;0;0;0
2019-10-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
