DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-08-09 00:00:00;0;17;8;3;5;4;0;13;4;0;10;10;3
2020-08-09 00:15:00;0;19;11;4;12;13;5;6;5;5;8;10;6
2020-08-09 00:30:00;0;11;7;3;3;15;4;17;8;2;15;11;12
2020-08-09 00:45:00;0;8;7;1;5;14;4;16;6;1;9;11;5
2020-08-09 01:00:00;0;15;6;3;5;8;3;13;10;2;6;6;3
2020-08-09 01:15:00;0;12;9;3;6;11;0;8;5;3;5;8;5
2020-08-09 01:30:00;0;19;10;1;3;4;1;7;3;1;7;5;7
2020-08-09 01:45:00;0;8;6;0;1;6;3;12;3;3;3;3;6
2020-08-09 02:00:00;0;11;3;0;4;6;4;2;2;0;7;7;5
2020-08-09 02:15:00;0;8;4;1;4;9;2;8;3;1;10;6;2
2020-08-09 02:30:00;0;5;2;2;2;5;2;7;2;2;4;2;3
2020-08-09 02:45:00;0;7;2;0;1;6;4;7;4;3;2;1;4
2020-08-09 03:00:00;0;8;7;2;2;3;2;5;0;0;3;4;2
2020-08-09 03:15:00;0;5;2;1;1;3;1;3;0;0;3;6;0
2020-08-09 03:30:00;0;5;3;1;2;6;2;1;1;1;4;5;3
2020-08-09 03:45:00;0;6;2;0;0;4;2;6;2;2;2;2;2
2020-08-09 04:00:00;0;2;0;1;2;4;1;4;0;1;2;4;4
2020-08-09 04:15:00;0;4;2;1;1;3;0;3;0;1;3;0;0
2020-08-09 04:30:00;0;6;4;0;1;3;0;7;5;0;2;0;1
2020-08-09 04:45:00;0;1;2;2;3;7;1;2;1;2;1;2;2
2020-08-09 05:00:00;0;3;5;1;1;3;2;2;5;0;4;3;4
2020-08-09 05:15:00;0;8;2;1;4;5;2;8;3;0;6;3;1
2020-08-09 05:30:00;0;4;3;0;3;7;4;12;6;0;6;6;5
2020-08-09 05:45:00;0;9;4;2;4;5;2;6;5;0;3;3;4
2020-08-09 06:00:00;0;8;5;0;0;5;1;6;6;2;5;6;1
2020-08-09 06:15:00;0;9;6;1;2;6;3;14;5;2;6;4;4
2020-08-09 06:30:00;0;13;4;3;1;8;4;13;6;1;6;4;4
2020-08-09 06:45:00;0;11;5;2;2;10;1;6;4;3;10;2;1
2020-08-09 07:00:00;0;20;16;3;4;5;3;16;2;11;8;4;3
2020-08-09 07:15:00;0;11;8;1;6;6;2;9;3;0;8;5;1
2020-08-09 07:30:00;0;11;4;2;5;14;4;11;3;1;11;4;4
2020-08-09 07:45:00;0;17;11;3;6;14;2;12;11;2;8;9;6
2020-08-09 08:00:00;0;4;8;2;6;8;2;14;4;2;12;5;6
2020-08-09 08:15:00;0;9;8;3;3;13;6;21;6;1;14;5;5
2020-08-09 08:30:00;0;24;10;2;5;15;3;17;2;5;20;13;9
2020-08-09 08:45:00;0;18;18;0;12;20;5;29;10;4;16;13;10
2020-08-09 09:00:00;0;19;11;1;10;20;7;21;13;6;21;7;4
2020-08-09 09:15:00;0;15;10;3;15;25;7;29;10;7;28;11;14
2020-08-09 09:30:00;0;26;21;1;18;30;18;25;16;6;24;12;21
2020-08-09 09:45:00;0;25;20;1;14;25;9;39;19;7;31;17;19
2020-08-09 10:00:00;0;21;20;4;18;32;12;38;12;6;19;15;11
2020-08-09 10:15:00;0;29;23;5;18;30;22;39;15;12;37;21;16
2020-08-09 10:30:00;0;24;19;6;14;33;9;33;18;8;35;26;24
2020-08-09 10:45:00;0;37;19;2;21;32;9;32;20;9;32;27;18
2020-08-09 11:00:00;0;37;19;3;18;29;11;29;12;5;28;19;16
2020-08-09 11:15:00;0;26;24;3;20;43;14;37;15;4;38;25;15
2020-08-09 11:30:00;0;29;25;5;25;36;9;39;27;11;25;19;26
2020-08-09 11:45:00;0;35;26;4;29;46;6;39;19;43;38;33;20
2020-08-09 12:00:00;0;32;17;6;28;33;9;42;21;105;27;27;17
2020-08-09 12:15:00;0;34;17;3;47;58;11;47;19;88;39;36;17
2020-08-09 12:30:00;0;37;29;6;44;61;16;50;17;80;31;24;19
2020-08-09 12:45:00;0;34;24;3;40;59;18;39;17;26;30;22;23
2020-08-09 13:00:00;0;31;29;9;30;39;9;32;19;37;37;28;24
2020-08-09 13:15:00;0;36;23;4;44;46;10;46;15;14;32;30;21
2020-08-09 13:30:00;0;33;19;7;26;34;12;33;14;13;28;19;24
2020-08-09 13:45:00;0;43;20;3;27;35;15;45;26;9;32;33;18
2020-08-09 14:00:00;0;22;13;3;25;38;14;42;23;0;30;31;16
