DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-06-16 00:00:00;6;5;7;0;0;0;0;0;0
2020-06-16 00:15:00;6;2;15;0;0;0;0;0;0
2020-06-16 00:30:00;9;4;11;1;1;0;0;0;0
2020-06-16 00:45:00;5;3;10;0;0;0;0;0;0
2020-06-16 01:00:00;8;2;8;0;0;0;0;0;0
2020-06-16 01:15:00;4;3;5;0;0;0;0;0;0
2020-06-16 01:30:00;0;4;1;0;0;0;0;0;0
2020-06-16 01:45:00;12;5;3;1;1;0;0;0;0
2020-06-16 02:00:00;6;3;3;0;0;0;0;0;0
2020-06-16 02:15:00;4;2;3;0;0;0;0;0;0
2020-06-16 02:30:00;0;0;2;0;0;0;0;0;0
2020-06-16 03:00:00;6;3;7;1;1;0;0;0;0
2020-06-16 03:15:00;6;4;7;0;0;0;0;0;0
2020-06-16 03:30:00;8;5;6;0;0;0;0;0;0
2020-06-16 03:45:00;5;3;9;0;0;0;0;0;0
2020-06-16 04:00:00;5;1;10;0;0;0;0;0;0
2020-06-16 04:15:00;10;2;13;0;0;0;0;0;0
2020-06-16 04:30:00;14;5;22;1;1;0;0;0;0
2020-06-16 04:45:00;21;11;39;0;0;0;0;0;0
2020-06-16 05:00:00;32;10;78;0;0;0;0;0;0
2020-06-16 05:15:00;49;9;116;1;1;0;0;0;0
2020-06-16 05:30:00;57;21;119;1;2;0;0;0;0
2020-06-16 05:45:00;61;17;91;1;1;0;0;0;0
2020-06-16 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-16 06:15:00;120;40;147;2;2;0;0;0;0
2020-06-16 06:30:00;78;39;154;1;1;0;0;0;0
2020-06-16 06:45:00;78;54;163;1;1;0;0;0;0
2020-06-16 07:00:00;103;42;186;2;1;2;0;0;0
2020-06-16 07:15:00;93;41;218;5;5;1;0;0;0
2020-06-16 07:30:00;108;76;211;2;2;1;0;0;0
2020-06-16 07:45:00;119;113;203;0;0;5;0;0;0
2020-06-16 08:00:00;128;111;178;1;1;1;0;0;0
2020-06-16 08:15:00;97;80;195;1;1;1;0;0;0
2020-06-16 08:30:00;88;60;146;1;1;1;0;0;0
2020-06-16 08:45:00;114;65;187;1;1;2;0;0;0
2020-06-16 09:00:00;87;45;140;1;1;2;0;0;0
2020-06-16 09:15:00;99;52;161;2;2;1;0;0;0
