DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-04-24 00:00:00;4;8;1;0;0;0;0;2;2;1;0;2;5;2;0;0;0
2020-04-24 00:15:00;3;8;3;0;0;1;1;4;8;2;1;3;2;0;3;0;0
2020-04-24 00:30:00;5;6;2;0;0;0;0;5;3;2;0;0;6;4;0;0;0
2020-04-24 00:45:00;6;9;1;1;0;1;0;2;4;1;0;3;5;0;0;3;0
2020-04-24 01:00:00;3;7;0;0;0;0;1;5;4;2;1;2;4;0;0;0;0
2020-04-24 01:15:00;6;2;3;0;0;0;0;3;2;0;0;2;4;1;0;0;0
2020-04-24 01:30:00;6;3;1;0;0;0;0;3;0;2;0;7;6;2;5;1;0
2020-04-24 01:45:00;5;7;4;0;0;0;0;1;1;2;4;0;0;3;2;0;0
2020-04-24 02:00:00;7;3;1;1;0;0;0;3;1;3;0;1;0;0;0;1;0
2020-04-24 02:15:00;5;2;0;0;0;0;0;3;1;3;0;0;3;0;0;0;0
2020-04-24 02:30:00;4;8;2;0;0;1;0;1;4;0;0;2;4;0;0;0;0
2020-04-24 02:45:00;5;2;0;0;0;0;0;4;2;3;0;2;5;1;0;0;0
2020-04-24 03:00:00;4;4;0;0;0;0;0;7;3;0;0;2;0;0;1;1;0
2020-04-24 03:15:00;4;6;1;0;0;0;0;1;2;2;0;3;2;0;0;0;0
2020-04-24 03:30:00;2;4;0;0;0;0;0;1;0;0;0;2;5;1;0;1;0
2020-04-24 03:45:00;4;5;0;0;0;0;0;3;3;2;0;2;1;1;0;0;0
2020-04-24 04:00:00;5;6;3;0;0;0;0;1;0;2;0;1;2;0;0;0;0
2020-04-24 04:15:00;9;3;0;0;0;0;0;1;2;4;1;4;1;1;0;0;0
2020-04-24 04:30:00;10;7;3;0;0;1;0;4;5;5;2;1;2;0;1;1;0
2020-04-24 04:45:00;13;16;3;0;0;0;0;7;7;2;0;7;1;0;3;0;0
2020-04-24 05:00:00;16;15;14;1;0;1;0;14;13;6;3;5;2;4;1;1;0
2020-04-24 05:15:00;14;34;27;0;0;0;0;13;15;10;3;14;14;5;11;3;0
2020-04-24 05:30:00;43;47;49;1;0;0;0;21;21;15;7;28;12;4;5;0;0
2020-04-24 05:45:00;52;45;46;0;0;0;0;15;19;15;12;21;13;3;2;1;0
2020-04-24 06:00:00;46;36;28;0;0;0;0;20;15;9;6;25;14;4;6;3;0
2020-04-24 06:15:00;53;48;48;3;0;1;0;17;30;13;9;28;27;12;30;9;0
2020-04-24 06:30:00;81;64;75;3;0;1;1;39;26;11;11;30;36;14;12;5;0
2020-04-24 06:45:00;78;65;68;7;0;0;0;53;34;19;14;37;38;28;8;9;0
2020-04-24 07:00:00;65;58;46;6;0;1;0;52;38;20;12;48;39;28;14;5;0
2020-04-24 07:15:00;68;62;46;7;0;0;1;25;40;19;14;57;40;39;21;8;0
2020-04-24 07:30:00;62;88;70;9;0;0;1;53;50;15;14;44;55;36;25;17;0
2020-04-24 07:45:00;49;67;76;4;0;1;1;46;61;30;17;46;47;39;18;6;0
2020-04-24 08:00:00;68;57;59;5;0;1;0;43;33;19;10;39;29;15;29;10;0
2020-04-24 08:15:00;50;70;61;8;0;0;1;62;53;23;17;36;39;30;11;11;0
2020-04-24 08:30:00;42;54;49;5;0;1;0;50;56;20;9;43;36;30;8;10;0
2020-04-24 08:45:00;60;71;60;5;1;1;1;48;55;25;18;49;37;19;13;9;0
2020-04-24 09:00:00;55;54;50;4;0;2;1;37;52;30;18;46;37;25;9;5;0
2020-04-24 09:15:00;41;64;70;10;0;2;0;46;58;31;16;47;28;19;7;7;0
2020-04-24 09:30:00;66;89;57;11;0;1;2;60;49;31;17;46;36;34;9;12;0
2020-04-24 09:45:00;63;87;67;11;0;2;3;79;90;27;22;45;38;34;8;13;0
2020-04-24 10:00:00;67;89;56;4;1;2;3;70;70;34;21;47;40;27;8;13;0
2020-04-24 10:15:00;71;72;50;1;1;4;3;66;84;30;19;61;32;28;23;8;0
2020-04-24 10:30:00;55;90;65;7;0;1;6;50;61;34;25;54;33;24;17;11;0
2020-04-24 10:45:00;69;76;88;13;0;0;3;72;95;30;21;60;37;32;11;12;0
2020-04-24 11:00:00;59;78;55;7;1;2;3;54;85;28;20;60;35;34;11;8;0
2020-04-24 11:15:00;58;83;95;7;0;1;2;98;92;39;27;55;46;32;7;6;0
2020-04-24 11:30:00;52;79;67;8;0;3;5;102;90;25;20;51;38;33;30;9;0
2020-04-24 11:45:00;78;113;14;1;2;4;2;77;74;34;27;52;40;34;12;10;0
2020-04-24 12:00:00;54;95;29;6;0;6;3;68;88;38;26;69;43;36;12;8;0
2020-04-24 12:15:00;8;6;116;64;3;10;5;99;113;36;30;52;40;41;12;6;0
2020-04-24 12:30:00;82;98;96;8;1;4;4;79;85;45;38;54;43;39;15;10;0
2020-04-24 12:45:00;84;74;70;6;2;8;6;72;84;34;26;72;39;42;18;8;0
2020-04-24 13:00:00;77;82;81;8;2;8;6;89;90;39;34;62;41;33;13;14;0
2020-04-24 13:15:00;58;75;64;6;2;3;6;114;91;31;31;70;37;35;22;10;0
2020-04-24 13:30:00;79;70;66;4;2;3;6;85;86;33;29;57;56;47;24;11;0
2020-04-24 13:45:00;72;89;89;6;4;3;2;76;104;36;19;51;50;38;10;6;0
2020-04-24 14:00:00;70;84;75;5;1;3;7;86;86;47;25;67;44;43;17;12;0
2020-04-24 14:15:00;83;81;75;10;4;26;8;91;109;38;21;55;49;42;9;10;0
2020-04-24 14:30:00;103;76;78;6;2;7;6;88;96;33;27;65;48;39;22;15;0
2020-04-24 14:45:00;85;76;71;10;3;17;4;120;95;37;27;60;48;48;17;14;0
2020-04-24 15:00:00;80;88;83;6;1;8;5;77;101;26;22;63;52;37;42;11;0
2020-04-24 15:15:00;79;72;68;13;0;4;4;76;103;35;30;53;45;37;36;13;0
2020-04-24 15:30:00;76;73;71;9;0;3;4;76;88;34;20;56;38;38;46;13;0
2020-04-24 15:45:00;63;73;62;7;2;3;3;61;69;35;26;62;47;28;10;12;0
2020-04-24 16:00:00;74;77;65;8;5;5;8;73;89;39;17;62;37;31;8;12;0
2020-04-24 16:15:00;63;82;64;11;2;4;5;74;74;38;23;61;52;40;10;20;0
2020-04-24 16:30:00;71;71;68;6;2;6;8;101;90;31;21;43;43;31;16;13;0
2020-04-24 16:45:00;47;71;63;2;0;4;7;100;74;32;19;43;50;34;18;14;0
2020-04-24 17:00:00;64;77;63;11;2;2;16;65;75;29;23;61;42;32;29;15;0
2020-04-24 17:15:00;61;84;69;7;4;5;2;66;75;28;24;45;46;32;25;10;0
2020-04-24 17:30:00;57;76;57;5;3;5;3;45;69;26;18;45;41;29;9;6;0
2020-04-24 17:45:00;54;66;43;11;2;7;5;72;81;30;26;52;34;29;15;12;0
2020-04-24 18:00:00;61;66;44;10;0;6;11;67;74;30;15;50;40;29;150;13;0
2020-04-24 18:15:00;50;70;58;6;1;2;6;59;70;21;13;33;44;27;6;8;0
2020-04-24 18:30:00;55;70;58;9;1;1;5;48;64;27;18;44;35;34;8;10;0
2020-04-24 18:45:00;39;60;46;3;0;2;4;50;72;30;14;41;31;18;47;2;0
2020-04-24 19:00:00;37;62;47;3;0;1;3;40;61;19;12;38;27;20;21;4;0
