DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-07-03 00:00:00;7;7;0;0;16;6;0;0;6;0;0
2020-07-03 00:15:00;6;4;1;0;17;11;0;0;10;0;0
2020-07-03 00:30:00;12;14;1;0;13;14;0;0;15;0;0
2020-07-03 00:45:00;3;7;0;0;9;8;0;0;10;0;0
2020-07-03 01:00:00;5;7;1;0;6;5;0;0;6;0;0
2020-07-03 01:15:00;9;6;0;0;10;6;0;0;6;0;0
2020-07-03 01:30:00;10;10;1;1;3;3;0;0;3;0;0
2020-07-03 01:45:00;5;3;0;0;4;2;0;0;3;0;0
2020-07-03 02:00:00;12;13;1;0;9;2;0;0;4;0;0
2020-07-03 02:15:00;7;8;0;0;9;3;0;0;2;0;0
2020-07-03 02:30:00;5;4;0;0;4;3;0;0;2;0;0
2020-07-03 02:45:00;5;3;2;0;0;5;1;0;5;1;0
2020-07-03 03:00:00;6;10;2;0;8;8;0;0;10;0;0
2020-07-03 03:15:00;4;6;0;0;4;0;0;0;2;0;0
2020-07-03 03:30:00;10;7;1;1;3;0;0;0;0;0;0
2020-07-03 03:45:00;7;4;0;0;8;1;0;0;2;0;0
2020-07-03 04:00:00;12;10;0;3;5;3;0;0;3;0;0
2020-07-03 04:15:00;9;9;0;1;6;7;0;0;5;0;0
2020-07-03 04:30:00;17;9;0;0;11;7;0;0;12;0;0
2020-07-03 04:45:00;24;17;1;1;15;8;0;0;8;0;0
2020-07-03 05:00:00;32;12;0;0;32;19;1;0;18;0;0
2020-07-03 05:15:00;27;27;5;2;29;14;0;0;15;0;0
2020-07-03 05:30:00;62;65;11;1;49;27;0;0;28;0;0
2020-07-03 05:45:00;74;54;15;6;56;32;2;0;36;0;0
2020-07-03 06:00:00;53;68;15;7;69;28;1;0;33;0;0
2020-07-03 06:15:00;64;82;30;5;87;52;7;0;54;0;0
2020-07-03 06:30:00;90;131;26;16;106;73;11;0;78;1;13
2020-07-03 06:45:00;68;106;25;5;106;84;10;0;89;0;4
2020-07-03 07:00:00;81;90;9;5;101;103;8;0;104;1;2
2020-07-03 07:15:00;75;110;13;8;110;115;4;0;126;5;10
2020-07-03 07:30:00;84;110;9;7;120;105;5;0;101;1;4
2020-07-03 07:45:00;73;91;8;10;87;82;6;0;87;3;0
2020-07-03 08:00:00;84;81;5;12;81;83;10;0;88;4;14
2020-07-03 08:15:00;67;102;15;11;97;92;8;0;99;4;15
