DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-09-11 00:00:00;1;2;1;1;2;2;2;5;5;1;5;3;0;0;0;0;0;0
2020-09-11 00:15:00;1;2;2;1;2;2;1;5;0;2;0;4;0;0;0;0;0;0
2020-09-11 00:30:00;0;1;0;0;0;1;2;0;3;0;5;2;0;0;0;0;0;0
2020-09-11 00:45:00;0;2;1;1;1;1;3;3;2;0;2;0;0;0;0;0;0;0
2020-09-11 01:00:00;0;4;1;0;1;2;0;2;1;0;1;0;0;0;0;0;0;0
2020-09-11 01:15:00;1;2;2;2;0;1;3;3;1;0;1;1;0;0;0;0;0;0
2020-09-11 01:30:00;0;1;0;0;0;0;2;2;3;2;5;3;0;0;0;0;0;0
2020-09-11 01:45:00;0;0;1;1;1;1;0;0;1;1;2;1;0;0;0;0;0;0
2020-09-11 02:00:00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-09-11 02:15:00;2;0;2;2;1;2;1;1;2;0;2;1;0;0;0;0;0;0
2020-09-11 02:30:00;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 02:45:00;0;1;0;0;0;2;1;1;2;0;2;3;0;0;0;0;0;0
2020-09-11 03:00:00;1;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-11 03:15:00;0;1;1;0;1;0;0;0;1;0;1;2;0;0;0;0;0;0
2020-09-11 03:30:00;2;3;2;2;1;1;2;3;0;0;0;0;0;0;0;0;0;0
2020-09-11 03:45:00;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-11 04:00:00;0;1;3;2;1;1;1;1;2;0;2;0;0;0;0;0;0;0
2020-09-11 04:15:00;0;2;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0
2020-09-11 04:30:00;1;1;1;1;0;3;4;4;0;0;0;0;0;0;0;0;0;0
2020-09-11 04:45:00;1;4;2;4;2;4;0;4;1;1;2;1;0;0;0;0;0;0
2020-09-11 05:00:00;2;4;1;1;0;3;6;7;4;1;4;4;0;0;0;0;0;0
2020-09-11 05:15:00;5;5;4;3;2;1;3;4;1;1;2;2;0;0;0;0;0;0
2020-09-11 05:30:00;17;12;2;4;4;4;7;9;4;3;4;7;0;0;0;0;0;3
2020-09-11 05:45:00;33;20;3;5;6;12;16;13;3;3;3;7;0;0;0;0;0;0
2020-09-11 06:00:00;19;18;2;2;6;6;17;11;6;4;10;5;0;0;1;0;0;6
2020-09-11 06:15:00;38;29;6;5;15;15;21;22;6;2;6;6;0;0;0;0;0;0
2020-09-11 06:30:00;30;25;8;7;11;13;20;20;2;1;1;7;0;0;0;0;0;0
2020-09-11 06:45:00;29;32;6;3;24;10;16;22;8;3;15;8;0;0;0;0;0;1
2020-09-11 07:00:00;46;29;13;5;36;21;21;27;12;4;13;11;2;1;0;1;0;13
2020-09-11 07:15:00;79;55;14;5;81;44;30;32;11;3;14;7;0;0;0;0;0;1
2020-09-11 07:30:00;99;52;2;9;63;41;64;63;7;2;9;3;0;1;0;0;0;4
2020-09-11 07:45:00;49;47;14;22;56;42;73;60;20;8;26;13;2;0;0;0;0;2
2020-09-11 08:00:00;22;47;15;6;22;17;40;34;10;5;16;6;0;0;0;0;0;0
2020-09-11 08:15:00;29;41;20;6;29;17;38;28;15;3;17;4;1;1;0;0;0;0
2020-09-11 08:30:00;18;37;17;15;27;24;35;31;13;6;18;12;0;0;0;0;0;0
2020-09-11 08:45:00;35;47;12;16;24;28;38;29;17;4;21;9;0;0;0;1;0;2
2020-09-11 09:00:00;26;39;16;19;19;23;38;38;19;8;25;14;1;0;0;0;0;0
2020-09-11 09:15:00;32;46;5;1;21;25;41;31;9;8;15;9;0;0;0;0;0;3
2020-09-11 09:30:00;29;54;12;13;17;32;40;40;20;9;21;19;0;0;0;0;0;0
2020-09-11 09:45:00;18;41;8;9;13;18;45;36;12;4;17;8;0;0;0;0;0;0
2020-09-11 10:00:00;18;40;4;4;17;20;40;37;14;2;14;6;2;1;0;0;0;0
2020-09-11 10:15:00;17;34;15;9;21;18;43;40;10;8;12;10;0;0;0;0;0;0
2020-09-11 10:30:00;22;40;14;19;19;31;62;40;21;10;24;14;0;0;0;0;0;0
2020-09-11 10:45:00;23;46;18;17;22;23;46;35;22;13;30;15;0;0;0;0;0;1
2020-09-11 11:00:00;25;51;13;12;19;24;57;48;18;13;25;16;0;2;0;2;0;0
2020-09-11 11:15:00;22;44;24;20;28;22;59;45;20;6;23;11;0;0;0;4;0;0
2020-09-11 11:30:00;25;38;18;9;21;19;50;38;27;8;33;15;0;0;0;0;0;1
2020-09-11 11:45:00;23;44;12;18;13;24;59;34;22;15;28;22;0;0;0;0;0;1
2020-09-11 12:00:00;16;64;22;25;26;35;46;42;32;23;44;35;2;0;0;0;0;1
2020-09-11 12:15:00;39;58;41;23;38;34;69;49;45;21;51;23;0;0;0;0;0;4
2020-09-11 12:30:00;23;52;29;18;34;26;52;50;37;15;40;30;0;0;0;0;0;0
2020-09-11 12:45:00;38;47;20;25;22;33;69;69;60;30;60;46;1;0;0;2;0;1
2020-09-11 13:00:00;19;27;25;16;23;21;77;62;67;40;64;46;2;0;0;5;0;1
2020-09-11 13:15:00;17;42;18;12;22;26;70;66;64;40;45;37;2;0;0;1;0;2
2020-09-11 13:30:00;17;27;16;17;19;17;54;52;24;19;39;19;0;0;0;5;1;4
2020-09-11 13:45:00;26;46;18;18;20;24;37;42;29;14;31;20;0;1;0;0;2;0
2020-09-11 14:00:00;16;29;16;16;21;22;38;54;31;9;36;13;3;0;0;0;0;2
2020-09-11 14:15:00;12;35;17;18;19;21;32;33;39;10;44;12;1;1;0;0;1;1
2020-09-11 14:30:00;12;36;22;20;24;27;46;43;34;10;40;15;2;0;0;0;1;2
2020-09-11 14:45:00;12;37;25;17;27;26;52;35;39;7;41;14;0;0;0;1;0;4
2020-09-11 15:00:00;11;34;22;15;24;20;40;41;31;14;38;19;1;0;0;1;0;22
2020-09-11 15:15:00;23;36;19;17;21;31;47;45;27;8;31;13;3;2;0;3;1;0
2020-09-11 15:30:00;12;30;15;23;17;20;39;40;34;4;42;7;4;0;2;2;0;0
2020-09-11 15:45:00;20;39;7;15;10;18;29;42;33;7;29;14;1;0;1;0;0;6
2020-09-11 16:00:00;17;47;23;22;21;28;53;51;28;6;26;12;2;0;1;3;0;0
2020-09-11 16:15:00;9;35;22;22;21;23;45;53;22;11;26;21;1;0;0;2;0;0
2020-09-11 16:30:00;10;32;17;14;16;19;40;45;17;12;21;14;1;0;0;0;0;0
2020-09-11 16:45:00;14;42;16;17;19;28;35;38;21;6;25;16;1;1;0;10;0;0
2020-09-11 17:00:00;13;42;11;17;13;22;61;49;18;5;24;6;1;2;0;5;0;2
2020-09-11 17:15:00;11;39;13;25;14;27;48;47;22;8;26;8;0;0;0;3;0;5
2020-09-11 17:30:00;17;38;14;22;16;27;51;39;16;8;20;14;3;1;0;0;9;1
2020-09-11 17:45:00;19;33;21;18;20;23;39;33;23;14;35;24;0;5;0;0;1;3
