DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2019-10-22 00:00:00;2;1;0;3;1;1;0;0;0;0
2019-10-22 00:15:00;4;5;0;1;1;1;0;0;0;0
2019-10-22 00:30:00;0;1;0;0;0;0;0;0;0;0
2019-10-22 00:45:00;0;1;1;2;0;0;0;0;0;0
2019-10-22 01:00:00;2;2;1;0;0;0;0;0;0;0
2019-10-22 01:15:00;0;0;0;0;0;0;0;0;0;0
2019-10-22 01:30:00;0;0;0;2;0;1;0;0;0;0
2019-10-22 01:45:00;0;0;0;2;0;0;0;0;0;0
2019-10-22 02:00:00;0;1;0;0;0;0;0;0;0;0
2019-10-22 02:15:00;0;2;0;0;1;2;0;0;0;0
2019-10-22 02:30:00;0;0;1;0;1;0;0;0;0;0
2019-10-22 02:45:00;1;1;0;1;1;0;0;0;0;0
2019-10-22 03:00:00;0;1;0;0;1;0;0;0;0;0
2019-10-22 03:15:00;1;2;2;2;0;2;0;0;0;0
2019-10-22 03:30:00;0;0;0;0;0;1;0;0;0;0
2019-10-22 03:45:00;0;0;0;0;1;0;0;0;0;0
2019-10-22 04:00:00;0;1;0;1;2;0;0;0;0;0
2019-10-22 04:15:00;0;1;1;1;2;1;0;0;0;0
2019-10-22 04:30:00;2;4;0;0;2;2;0;0;0;0
2019-10-22 04:45:00;0;1;0;0;0;1;0;0;0;0
2019-10-22 05:00:00;0;1;4;1;5;2;0;0;0;0
2019-10-22 05:15:00;1;3;3;5;5;6;0;0;0;0
2019-10-22 05:30:00;7;10;5;11;1;19;0;0;0;0
2019-10-22 05:45:00;7;10;8;11;7;19;0;0;0;0
2019-10-22 06:00:00;15;12;12;10;16;28;0;0;0;0
2019-10-22 06:15:00;10;31;21;10;20;36;0;0;0;0
2019-10-22 06:30:00;17;29;29;14;29;47;0;0;0;0
2019-10-22 06:45:00;18;35;39;19;34;53;0;0;0;0
2019-10-22 07:00:00;21;27;48;13;39;78;0;0;0;0
2019-10-22 07:15:00;21;41;80;21;44;97;0;0;0;0
2019-10-22 07:30:00;32;65;103;26;68;103;0;0;0;0
2019-10-22 07:45:00;41;75;351;41;83;113;0;0;0;0
2019-10-22 08:00:00;39;50;79;45;84;111;0;0;0;0
2019-10-22 08:15:00;22;47;53;28;60;65;0;0;0;0
2019-10-22 08:30:00;19;43;47;35;36;77;0;0;0;0
2019-10-22 08:45:00;26;29;42;38;37;70;0;0;0;0
2019-10-22 09:00:00;35;33;35;30;31;32;0;0;0;0
2019-10-22 09:15:00;34;28;50;36;25;59;0;0;0;0
2019-10-22 09:30:00;28;33;35;43;35;51;0;0;0;0
2019-10-22 09:45:00;25;42;46;54;36;36;0;0;0;0
2019-10-22 10:00:00;46;35;33;45;33;32;0;0;0;0
2019-10-22 10:15:00;31;29;34;35;26;38;0;0;0;0
2019-10-22 10:30:00;29;32;31;53;43;30;0;0;0;0
2019-10-22 10:45:00;32;30;47;45;24;28;0;0;0;0
2019-10-22 11:00:00;35;38;25;43;30;41;0;0;0;0
2019-10-22 11:15:00;32;63;35;50;33;30;0;0;0;0
2019-10-22 11:30:00;35;49;26;58;32;35;0;0;0;0
2019-10-22 11:45:00;43;28;49;54;17;36;0;0;0;0
2019-10-22 12:00:00;48;36;29;60;25;28;0;0;0;0
2019-10-22 12:15:00;46;48;29;56;30;19;0;0;0;0
2019-10-22 12:30:00;68;46;25;51;34;35;0;0;0;0
2019-10-22 12:45:00;41;42;43;54;25;36;0;0;0;0
2019-10-22 13:00:00;66;58;43;56;29;36;0;0;0;0
2019-10-22 13:15:00;79;69;36;55;27;30;0;0;0;0
2019-10-22 13:30:00;34;43;38;45;27;46;0;0;0;0
2019-10-22 13:45:00;41;56;35;41;26;141;0;0;0;0
2019-10-22 14:00:00;53;66;46;50;28;39;0;0;0;0
2019-10-22 14:15:00;44;56;35;48;32;41;0;0;0;0
2019-10-22 14:30:00;78;111;36;73;25;47;0;0;0;0
2019-10-22 14:45:00;52;89;35;44;24;36;0;0;0;0
2019-10-22 15:00:00;69;87;53;70;25;31;0;0;0;0
2019-10-22 15:15:00;64;93;42;49;27;39;0;0;0;0
2019-10-22 15:30:00;64;86;48;62;35;40;0;0;0;0
2019-10-22 15:45:00;101;117;63;78;33;51;0;0;0;0
2019-10-22 16:00:00;79;103;53;60;33;38;0;0;0;0
2019-10-22 16:15:00;84;105;55;65;27;36;0;0;0;0
2019-10-22 16:30:00;59;91;60;53;25;45;0;0;0;0
2019-10-22 16:45:00;96;115;82;73;24;63;0;0;0;0
2019-10-22 17:00:00;60;96;47;56;16;48;0;0;0;0
2019-10-22 17:15:00;98;103;60;75;24;55;0;0;0;0
2019-10-22 17:30:00;84;79;59;75;15;58;0;0;0;0
