DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-10-02 00:00:00;12;8;9;1;1;1;0;10;0;0;0;0;0
2019-10-02 00:15:00;20;6;11;3;2;2;4;24;0;0;0;0;0
2019-10-02 00:30:00;12;10;17;3;0;1;0;29;0;0;0;0;0
2019-10-02 00:45:00;7;7;10;2;0;0;0;10;0;0;0;0;0
2019-10-02 01:00:00;6;6;13;5;1;0;1;25;0;0;0;0;0
2019-10-02 01:15:00;12;3;2;1;0;0;0;9;0;0;0;0;0
2019-10-02 01:30:00;14;7;8;2;0;0;0;10;0;0;0;0;0
2019-10-02 01:45:00;11;5;4;2;0;0;0;4;0;0;0;0;0
2019-10-02 02:00:00;6;6;5;3;0;0;0;5;0;0;0;0;0
2019-10-02 02:15:00;3;2;2;1;0;0;0;5;0;0;0;0;0
2019-10-02 02:30:00;4;2;1;1;0;0;0;3;0;0;0;0;0
2019-10-02 02:45:00;3;3;3;2;1;1;0;6;0;0;0;0;0
2019-10-02 03:00:00;6;2;8;2;0;0;0;10;0;0;0;0;0
2019-10-02 03:15:00;4;2;3;1;0;0;0;5;0;0;0;0;0
2019-10-02 03:30:00;7;2;2;2;0;0;0;1;0;0;0;0;0
2019-10-02 03:45:00;3;0;3;0;0;0;1;11;0;0;0;0;0
2019-10-02 04:00:00;9;1;3;2;2;1;1;8;0;0;0;0;0
2019-10-02 04:15:00;16;0;3;1;0;0;0;6;0;0;0;0;0
2019-10-02 04:30:00;18;6;6;2;1;1;0;19;0;0;0;0;0
2019-10-02 04:45:00;17;4;5;3;1;1;2;15;0;0;0;0;0
2019-10-02 05:00:00;25;8;12;2;5;4;5;31;0;0;0;0;0
2019-10-02 05:15:00;30;12;16;7;2;8;7;63;0;0;0;0;0
2019-10-02 05:30:00;52;10;17;6;8;8;10;92;0;0;0;0;0
2019-10-02 05:45:00;55;14;19;4;5;7;6;107;0;0;0;0;0
2019-10-02 06:00:00;86;13;14;10;4;6;6;96;0;0;0;0;0
2019-10-02 06:15:00;101;24;26;13;7;9;7;116;0;0;0;0;0
2019-10-02 06:30:00;113;21;26;11;12;15;16;193;0;0;0;0;0
2019-10-02 06:45:00;114;23;30;18;10;10;20;190;0;0;0;0;0
