DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2019-08-11 00:00:00;2;3;5;1;2;2;3;7;2;8;2
2019-08-11 00:15:00;2;4;7;0;2;4;13;8;3;7;5
2019-08-11 00:30:00;3;5;5;2;7;8;7;4;2;4;3
2019-08-11 00:45:00;0;10;6;2;2;14;7;4;2;7;3
2019-08-11 01:00:00;0;2;5;0;0;2;8;3;2;9;1
2019-08-11 01:15:00;1;1;7;0;1;4;11;5;3;7;2
2019-08-11 01:30:00;1;2;3;1;2;6;7;1;2;9;4
2019-08-11 01:45:00;0;5;4;1;2;4;7;4;1;4;2
2019-08-11 02:00:00;0;4;5;0;0;1;7;2;4;11;4
2019-08-11 02:15:00;0;0;3;0;0;2;7;3;1;5;3
2019-08-11 02:30:00;0;0;3;1;1;3;3;2;1;2;1
2019-08-11 02:45:00;0;4;3;0;0;4;7;2;0;2;5
2019-08-11 03:00:00;0;0;4;3;4;8;6;7;2;4;1
2019-08-11 03:15:00;0;7;5;0;1;2;6;3;0;4;5
2019-08-11 03:30:00;0;0;1;0;0;2;2;2;0;0;3
2019-08-11 03:45:00;1;3;3;2;4;7;5;0;0;4;3
2019-08-11 04:00:00;0;1;1;1;1;5;5;2;1;2;1
2019-08-11 04:15:00;0;1;3;2;4;2;6;1;2;6;3
2019-08-11 04:30:00;0;0;1;0;0;2;3;4;1;5;0
2019-08-11 04:45:00;1;1;3;0;1;4;4;1;1;3;1
2019-08-11 05:00:00;0;2;3;1;1;2;2;0;1;2;1
2019-08-11 05:15:00;0;3;6;2;3;5;5;0;0;5;2
2019-08-11 05:30:00;0;2;5;1;1;3;6;1;0;7;4
2019-08-11 05:45:00;2;10;3;1;2;4;4;3;1;1;2
2019-08-11 06:00:00;0;0;4;0;1;1;5;0;2;1;4
2019-08-11 06:15:00;1;3;5;0;1;2;3;2;4;3;3
2019-08-11 06:30:00;1;3;6;1;2;5;5;2;3;7;6
2019-08-11 06:45:00;1;1;2;1;1;1;3;0;2;4;3
2019-08-11 07:00:00;2;5;10;0;0;1;4;0;4;3;5
2019-08-11 07:15:00;1;3;7;2;3;2;3;1;8;5;6
2019-08-11 07:30:00;0;11;8;1;1;2;4;2;7;2;5
2019-08-11 07:45:00;3;12;10;2;3;1;5;1;10;11;4
2019-08-11 08:00:00;2;7;6;1;2;3;7;1;4;1;8
2019-08-11 08:15:00;1;9;6;0;2;3;9;0;2;4;7
2019-08-11 08:30:00;0;8;10;1;1;1;8;2;3;3;12
2019-08-11 08:45:00;1;5;15;2;3;6;4;1;4;5;12
2019-08-11 09:00:00;5;18;15;2;6;3;8;1;3;7;11
2019-08-11 09:15:00;4;6;23;4;6;3;7;1;9;9;9
2019-08-11 09:30:00;3;0;19;2;2;3;6;2;7;12;11
2019-08-11 09:45:00;3;0;25;1;3;13;5;3;9;14;9
2019-08-11 10:00:00;2;0;25;2;3;4;8;1;4;12;9
2019-08-11 10:15:00;3;0;41;0;2;1;8;3;12;11;7
2019-08-11 10:30:00;5;2;33;0;0;4;8;3;15;10;16
2019-08-11 10:45:00;13;19;29;5;6;6;13;6;18;14;13
2019-08-11 11:00:00;6;15;15;2;2;3;8;6;11;6;8
2019-08-11 11:15:00;3;28;17;0;3;7;19;10;11;9;15
2019-08-11 11:30:00;3;30;19;4;5;7;8;6;14;6;18
2019-08-11 11:45:00;1;20;24;4;5;1;9;3;12;6;15
2019-08-11 12:00:00;2;26;22;3;4;7;24;14;5;8;14
2019-08-11 12:15:00;6;20;17;3;6;5;14;8;9;10;16
2019-08-11 12:30:00;2;22;17;3;4;18;9;4;13;14;21
2019-08-11 12:45:00;3;22;27;4;7;11;19;3;5;11;21
2019-08-11 13:00:00;3;16;11;5;8;8;21;12;13;14;11
2019-08-11 13:15:00;7;22;24;1;6;8;11;6;7;14;15
2019-08-11 13:30:00;3;17;21;6;8;5;18;13;15;10;14
2019-08-11 13:45:00;3;26;21;1;3;14;12;10;12;9;13
2019-08-11 14:00:00;2;16;16;3;4;6;20;13;13;13;12
2019-08-11 14:15:00;4;22;23;5;8;5;8;6;10;12;18
2019-08-11 14:30:00;2;20;15;4;6;17;15;8;3;13;14
2019-08-11 14:45:00;6;20;17;0;2;8;9;11;7;12;12
2019-08-11 15:00:00;2;21;18;0;1;6;16;7;10;7;14
2019-08-11 15:15:00;4;18;17;0;2;2;8;3;13;11;16
2019-08-11 15:30:00;4;18;16;3;5;7;13;7;7;10;11
2019-08-11 15:45:00;1;19;22;7;7;9;19;6;12;14;16
2019-08-11 16:00:00;1;21;12;4;4;3;12;5;8;12;14
2019-08-11 16:15:00;2;22;21;3;5;8;9;5;12;14;8
2019-08-11 16:30:00;1;18;20;1;1;9;11;3;4;9;14
2019-08-11 16:45:00;3;23;22;2;2;3;8;4;16;17;15
2019-08-11 17:00:00;2;20;18;3;5;4;16;7;12;12;13
2019-08-11 17:15:00;6;25;19;4;4;6;8;4;11;14;15
2019-08-11 17:30:00;6;20;18;3;8;5;8;8;8;7;13
2019-08-11 17:45:00;8;20;20;3;9;6;9;3;14;14;21
2019-08-11 18:00:00;2;17;21;4;4;5;19;9;6;14;15
2019-08-11 18:15:00;5;22;25;3;8;7;14;6;11;11;19
2019-08-11 18:30:00;4;23;25;5;7;10;19;10;17;11;10
2019-08-11 18:45:00;3;24;25;3;4;5;11;5;10;9;17
2019-08-11 19:00:00;6;22;27;6;8;9;7;7;17;9;15
2019-08-11 19:15:00;3;23;24;2;4;6;17;4;10;14;14
2019-08-11 19:30:00;7;24;13;3;9;10;12;4;15;16;18
2019-08-11 19:45:00;1;33;25;5;6;8;22;10;7;12;14
2019-08-11 20:00:00;3;18;16;3;6;7;18;7;10;7;20
2019-08-11 20:15:00;3;22;15;4;5;3;19;7;16;13;9
2019-08-11 20:30:00;2;20;23;0;0;6;13;6;8;9;19
2019-08-11 20:45:00;1;13;14;5;7;17;11;2;5;10;12
2019-08-11 21:00:00;2;14;23;0;1;9;14;3;3;6;12
2019-08-11 21:15:00;4;14;15;0;2;7;19;10;6;11;13
2019-08-11 21:30:00;1;13;17;1;2;9;15;8;5;16;9
2019-08-11 21:45:00;4;19;13;2;3;4;5;7;6;15;7
2019-08-11 22:00:00;3;8;14;1;3;5;11;3;5;6;11
2019-08-11 22:15:00;3;10;9;0;1;4;6;3;1;4;7
2019-08-11 22:30:00;2;5;9;0;2;5;3;4;1;3;8
2019-08-11 22:45:00;1;9;13;1;3;2;5;3;5;8;3
2019-08-11 23:00:00;1;3;8;1;2;1;9;2;2;3;5
2019-08-11 23:15:00;2;5;9;1;2;1;6;0;2;2;4
2019-08-11 23:30:00;1;2;7;1;2;3;3;3;4;6;6
2019-08-11 23:45:00;0;3;4;1;1;0;4;1;0;2;3
