DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-02-28 00:00:00;1;1;0;4;7;1;6;4;1;1
2020-02-28 00:15:00;15;6;0;7;8;0;10;6;7;11
2020-02-28 00:30:00;6;5;0;7;10;0;9;4;6;3
2020-02-28 00:45:00;5;3;1;8;7;0;8;6;3;2
2020-02-28 01:00:00;2;3;1;3;1;1;1;2;3;2
2020-02-28 01:15:00;2;0;0;6;6;1;7;5;0;2
2020-02-28 01:30:00;5;3;2;5;6;0;6;7;5;5
2020-02-28 01:45:00;3;7;1;5;10;1;8;5;9;2
2020-02-28 02:00:00;2;2;2;4;4;0;2;2;2;1
2020-02-28 02:15:00;4;4;0;2;3;0;3;1;3;3
2020-02-28 02:30:00;2;0;1;1;1;0;1;1;1;1
2020-02-28 02:45:00;8;6;1;6;3;2;3;2;5;6
2020-02-28 03:00:00;5;2;0;1;2;0;2;0;1;4
2020-02-28 03:15:00;2;5;0;3;3;1;3;1;5;0
2020-02-28 03:30:00;3;2;0;2;3;1;3;2;2;3
2020-02-28 03:45:00;6;4;0;3;5;1;5;4;4;5
2020-02-28 04:00:00;5;2;1;5;5;0;5;3;4;6
2020-02-28 04:15:00;8;9;1;5;8;2;9;5;7;7
2020-02-28 04:30:00;11;6;1;4;9;2;9;4;9;6
2020-02-28 04:45:00;13;6;0;27;17;1;9;30;23;13
2020-02-28 05:00:00;15;16;0;18;19;8;24;17;16;11
2020-02-28 05:15:00;29;26;7;26;39;11;46;30;29;28
2020-02-28 05:30:00;34;19;4;46;53;16;59;49;22;27
2020-02-28 05:45:00;38;21;3;60;77;14;79;62;28;32
2020-02-28 06:00:00;22;37;1;48;45;9;50;40;30;18
2020-02-28 06:15:00;35;46;5;92;101;15;103;80;36;32
2020-02-28 06:30:00;45;38;4;102;97;18;98;102;41;41
2020-02-28 06:45:00;49;43;2;132;93;16;94;132;47;36
2020-02-28 07:00:00;57;40;3;121;90;18;100;109;43;50
2020-02-28 07:15:00;54;38;11;103;84;20;91;94;39;48
2020-02-28 07:30:00;69;44;7;112;92;16;100;113;44;62
2020-02-28 07:45:00;70;51;18;98;105;28;112;79;55;62
2020-02-28 08:00:00;52;44;6;77;87;22;94;78;39;45
2020-02-28 08:15:00;62;52;12;80;92;18;104;82;48;55
2020-02-28 08:30:00;52;38;11;80;91;18;88;75;34;44
2020-02-28 08:45:00;68;43;9;80;90;28;99;82;50;53
2020-02-28 09:00:00;54;46;16;62;70;19;82;54;49;43
2020-02-28 09:15:00;50;54;20;67;67;15;70;57;62;46
2020-02-28 09:30:00;49;41;12;57;64;23;72;53;45;48
2020-02-28 09:45:00;57;48;17;68;88;15;92;70;45;54
2020-02-28 10:00:00;64;58;16;75;59;25;72;66;54;56
2020-02-28 10:15:00;68;59;9;73;92;25;100;71;60;54
2020-02-28 10:30:00;65;44;19;80;82;21;90;77;54;58
2020-02-28 10:45:00;73;61;24;87;77;26;98;70;66;64
2020-02-28 11:00:00;68;59;17;64;70;12;72;59;56;61
2020-02-28 11:15:00;69;66;18;70;72;18;73;65;67;66
2020-02-28 11:30:00;65;71;25;79;87;23;94;72;79;70
2020-02-28 11:45:00;87;76;20;77;87;20;89;59;82;85
2020-02-28 12:00:00;90;79;25;82;97;15;96;74;78;86
2020-02-28 12:15:00;100;82;21;87;93;24;95;83;87;94
2020-02-28 12:30:00;100;98;20;65;83;17;91;56;106;84
2020-02-28 12:45:00;78;88;20;71;97;18;108;58;87;78
2020-02-28 13:00:00;97;86;25;66;84;18;85;60;94;91
2020-02-28 13:15:00;102;93;21;91;99;66;104;94;99;90
2020-02-28 13:30:00;110;88;22;88;115;32;131;69;93;103
2020-02-28 13:45:00;107;85;18;70;100;26;107;64;83;101
2020-02-28 14:00:00;109;78;27;83;106;15;106;77;90;92
2020-02-28 14:15:00;113;113;17;86;106;17;106;77;113;96
2020-02-28 14:30:00;111;93;20;99;122;26;123;92;108;96
2020-02-28 14:45:00;106;94;26;87;97;17;102;69;100;98
2020-02-28 15:00:00;104;108;45;68;80;22;85;62;121;98
2020-02-28 15:15:00;103;98;23;90;102;32;110;78;106;96
2020-02-28 15:30:00;106;95;28;91;91;29;107;72;102;98
2020-02-28 15:45:00;103;86;30;72;95;22;106;56;103;93
2020-02-28 16:00:00;116;77;37;62;96;26;107;65;106;108
2020-02-28 16:15:00;99;85;28;99;96;26;109;84;91;87
2020-02-28 16:30:00;134;78;35;98;104;21;110;87;92;87
2020-02-28 16:45:00;79;71;25;92;101;19;102;87;79;78
2020-02-28 17:00:00;94;71;23;83;90;16;97;71;80;75
2020-02-28 17:15:00;87;82;25;86;111;21;110;76;92;88
2020-02-28 17:30:00;75;68;26;83;108;21;112;78;72;80
2020-02-28 17:45:00;67;70;16;85;93;15;99;63;71;73
2020-02-28 18:00:00;84;64;22;85;93;19;99;77;71;72
2020-02-28 18:15:00;78;61;20;79;89;17;91;73;64;73
2020-02-28 18:30:00;63;55;14;76;86;15;86;61;65;61
2020-02-28 18:45:00;63;49;25;68;72;13;72;58;52;54
2020-02-28 19:00:00;56;59;14;48;49;9;54;39;63;45
2020-02-28 19:15:00;63;47;14;65;66;10;68;52;52;60
2020-02-28 19:30:00;54;45;10;42;59;75;64;33;45;51
2020-02-28 19:45:00;54;44;9;55;49;13;52;47;48;50
2020-02-28 20:00:00;49;44;9;42;48;8;44;38;44;35
2020-02-28 20:15:00;51;37;5;58;50;11;48;50;41;38
2020-02-28 20:30:00;48;35;12;34;47;9;48;35;42;43
2020-02-28 20:45:00;39;30;5;27;38;6;43;27;35;34
2020-02-28 21:00:00;34;21;7;33;48;10;50;33;26;30
2020-02-28 21:15:00;31;23;6;33;61;13;62;30;25;23
2020-02-28 21:30:00;38;25;4;37;44;9;42;35;26;31
2020-02-28 21:45:00;25;15;7;23;36;10;41;22;19;22
2020-02-28 22:00:00;48;49;8;24;32;8;34;22;54;42
2020-02-28 22:15:00;39;23;6;26;29;5;30;22;27;35
2020-02-28 22:30:00;39;28;4;22;28;8;26;17;32;37
2020-02-28 22:45:00;34;22;7;9;24;1;25;9;23;24
2020-02-28 23:00:00;20;26;4;22;17;4;15;23;27;20
2020-02-28 23:15:00;23;17;0;20;23;1;21;18;15;22
2020-02-28 23:30:00;27;15;5;18;18;8;18;12;17;23
2020-02-28 23:45:00;25;9;2;11;15;0;14;10;14;21
