DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-01-27 00:00:00;0;2;4;2;0;0;6;0;0
2020-01-27 00:15:00;1;1;4;0;0;0;4;0;0
2020-01-27 00:30:00;1;3;4;0;0;1;7;0;0
2020-01-27 00:45:00;0;0;1;0;0;0;2;0;0
2020-01-27 01:00:00;0;3;5;0;1;1;4;0;0
2020-01-27 01:15:00;1;3;4;1;0;0;2;0;0
2020-01-27 01:30:00;0;0;0;0;0;0;4;0;0
2020-01-27 01:45:00;0;1;1;0;0;0;1;0;0
2020-01-27 02:00:00;0;1;1;0;0;0;1;0;0
2020-01-27 02:15:00;1;2;3;1;1;1;4;0;0
2020-01-27 02:30:00;0;2;2;0;0;0;1;0;0
2020-01-27 02:45:00;1;1;3;0;0;0;1;0;0
2020-01-27 03:00:00;0;3;3;0;0;0;3;0;0
2020-01-27 03:15:00;0;3;3;0;0;0;5;0;0
2020-01-27 03:30:00;0;2;2;0;0;0;1;0;0
2020-01-27 03:45:00;1;3;5;0;0;0;2;0;0
2020-01-27 04:00:00;3;7;12;0;0;0;6;0;0
2020-01-27 04:15:00;3;5;6;0;0;0;0;0;0
2020-01-27 04:30:00;5;4;10;2;1;1;9;0;0
2020-01-27 04:45:00;2;4;5;0;0;1;4;0;0
2020-01-27 05:00:00;6;12;16;4;3;4;38;0;0
2020-01-27 05:15:00;14;18;32;3;2;3;57;0;0
2020-01-27 05:30:00;20;35;49;16;10;11;97;0;0
2020-01-27 05:45:00;18;29;37;18;14;18;63;0;0
2020-01-27 06:00:00;17;24;37;17;8;9;39;0;0
2020-01-27 06:15:00;27;35;41;28;20;33;64;0;2
2020-01-27 06:30:00;33;41;66;39;43;52;95;1;14
2020-01-27 06:45:00;46;39;68;30;24;43;108;3;3
2020-01-27 07:00:00;52;43;73;24;20;38;141;4;5
2020-01-27 07:15:00;49;42;71;24;14;12;119;0;2
2020-01-27 07:30:00;77;59;99;28;13;25;150;6;2
2020-01-27 07:45:00;96;58;103;28;23;42;183;4;7
