DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-03-27 00:00:00;1;1;1;0;3;5;2;14;7;21;14;7;21;0
2020-03-27 00:15:00;2;1;1;0;6;4;2;20;10;30;20;10;30;0
2020-03-27 00:30:00;3;0;2;0;6;0;2;20;10;30;20;10;30;0
2020-03-27 00:45:00;2;2;1;1;4;4;1;20;10;30;20;10;30;0
2020-03-27 01:00:00;3;0;2;1;2;0;3;24;12;36;24;12;36;0
2020-03-27 01:15:00;1;2;2;0;4;1;1;26;13;39;26;13;39;0
2020-03-27 01:30:00;2;0;0;0;6;2;0;26;13;39;26;13;39;0
2020-03-27 01:45:00;2;0;0;0;7;0;2;24;12;36;24;12;36;0
2020-03-27 02:00:00;2;4;6;0;7;5;1;26;13;39;26;13;39;0
2020-03-27 02:15:00;0;0;2;1;8;0;0;26;13;39;26;13;39;0
2020-03-27 02:30:00;2;1;1;0;7;1;3;26;13;39;26;13;39;0
2020-03-27 02:45:00;4;2;2;0;3;2;0;26;13;39;26;13;39;0
2020-03-27 03:00:00;2;1;0;0;8;2;0;26;13;39;26;13;39;0
2020-03-27 03:15:00;2;3;2;1;6;3;0;26;13;39;26;13;39;0
2020-03-27 03:30:00;0;2;1;0;4;0;4;24;12;36;24;12;36;0
2020-03-27 03:45:00;2;2;2;2;5;2;0;26;13;39;26;13;39;0
2020-03-27 04:00:00;7;2;2;0;10;1;0;26;13;39;26;13;39;0
2020-03-27 04:15:00;4;5;2;0;12;1;1;26;13;39;26;13;39;0
2020-03-27 04:30:00;6;5;4;1;21;4;2;26;13;39;26;13;39;0
2020-03-27 04:45:00;5;2;6;3;8;3;0;26;13;39;26;13;39;0
2020-03-27 05:00:00;5;6;8;3;25;4;1;20;10;30;20;10;30;0
2020-03-27 05:15:00;11;15;16;10;44;13;6;20;10;30;20;10;30;0
2020-03-27 05:30:00;28;30;29;26;46;15;5;20;10;30;20;10;30;0
2020-03-27 05:45:00;22;26;33;28;39;21;12;20;10;31;20;10;31;0
2020-03-27 06:00:00;34;30;26;16;48;22;11;20;10;30;20;10;30;0
2020-03-27 06:15:00;48;42;41;34;50;27;17;20;10;29;20;10;29;0
2020-03-27 06:30:00;50;45;52;43;59;32;18;20;10;31;20;10;31;0
2020-03-27 06:45:00;58;52;61;51;63;29;19;21;11;30;21;11;30;0
2020-03-27 07:00:00;71;46;54;43;74;31;30;20;10;30;20;10;30;0
2020-03-27 07:15:00;62;52;44;33;62;29;24;20;10;30;20;10;30;0
2020-03-27 07:30:00;72;63;43;43;71;27;35;20;10;30;20;10;30;0
2020-03-27 07:45:00;66;64;45;39;64;20;29;20;10;30;20;10;30;0
2020-03-27 08:00:00;51;41;44;31;53;21;34;20;10;30;20;10;30;0
2020-03-27 08:15:00;45;42;32;27;67;28;23;20;10;30;20;10;30;0
2020-03-27 08:30:00;41;39;33;34;66;27;30;20;10;29;20;10;29;0
2020-03-27 08:45:00;45;54;36;21;61;25;31;21;11;31;21;11;31;0
2020-03-27 09:00:00;57;32;27;23;64;36;33;20;10;30;20;10;30;0
2020-03-27 09:15:00;49;33;28;20;60;20;30;20;10;30;20;10;30;0
2020-03-27 09:30:00;56;41;31;28;57;28;49;20;10;30;20;10;30;0
2020-03-27 09:45:00;51;38;29;23;71;30;32;20;10;30;20;10;30;0
2020-03-27 10:00:00;49;48;24;15;69;28;31;20;10;30;20;10;30;0
2020-03-27 10:15:00;56;42;24;20;71;30;39;20;10;28;20;10;28;0
2020-03-27 10:30:00;51;49;26;20;83;26;44;20;10;31;20;10;31;0
2020-03-27 10:45:00;58;43;32;22;76;24;53;21;11;30;21;11;30;0
2020-03-27 11:00:00;71;31;22;17;71;35;48;20;10;30;20;10;30;0
2020-03-27 11:15:00;58;39;29;19;71;30;57;21;11;29;21;11;29;0
2020-03-27 11:30:00;63;42;21;23;86;30;40;18;9;27;18;9;27;0
2020-03-27 11:45:00;65;41;26;18;99;35;55;20;10;30;20;10;30;0
2020-03-27 12:00:00;78;46;23;16;88;40;73;20;10;30;20;10;30;0
2020-03-27 12:15:00;103;36;33;18;108;46;88;20;10;30;20;10;30;0
2020-03-27 12:30:00;80;42;35;25;110;27;74;20;10;30;20;10;30;0
2020-03-27 12:45:00;82;40;27;22;107;31;62;21;11;30;21;11;30;0
2020-03-27 13:00:00;74;46;28;25;111;35;76;20;10;30;20;10;30;0
2020-03-27 13:15:00;81;39;23;23;92;37;73;20;10;30;20;10;30;0
2020-03-27 13:30:00;63;47;28;23;101;39;62;20;10;30;20;10;30;0
2020-03-27 13:45:00;76;57;23;21;104;32;65;20;10;31;20;10;31;0
2020-03-27 14:00:00;78;43;33;25;95;34;68;18;9;28;18;9;28;0
2020-03-27 14:15:00;84;48;25;23;110;39;68;20;10;30;20;10;30;0
2020-03-27 14:30:00;83;40;21;20;87;35;69;20;10;30;20;10;30;0
2020-03-27 14:45:00;73;37;16;16;103;35;72;20;10;30;20;10;30;0
2020-03-27 15:00:00;83;51;25;17;103;46;70;20;10;30;20;10;30;0
2020-03-27 15:15:00;73;29;23;21;105;32;63;20;10;29;20;10;29;0
2020-03-27 15:30:00;51;47;30;25;81;33;61;20;10;30;20;10;30;0
2020-03-27 15:45:00;71;42;24;19;75;26;69;20;10;30;20;10;30;0
2020-03-27 16:00:00;64;41;31;11;83;30;66;20;10;31;20;10;31;0
2020-03-27 16:15:00;57;34;24;13;86;27;60;21;11;29;21;11;29;0
2020-03-27 16:30:00;63;35;25;14;76;38;64;20;10;30;20;10;30;0
2020-03-27 16:45:00;71;37;24;17;94;34;66;20;10;31;20;10;31;0
2020-03-27 17:00:00;68;22;23;14;79;25;45;18;9;27;18;9;27;0
2020-03-27 17:15:00;60;34;22;17;74;32;59;20;10;30;20;10;30;0
2020-03-27 17:30:00;53;41;24;10;81;33;61;20;10;30;20;10;30;0
2020-03-27 17:45:00;57;24;23;15;74;27;48;20;10;29;20;10;29;0
2020-03-27 18:00:00;43;32;18;12;74;23;50;20;10;31;20;10;31;0
2020-03-27 18:15:00;62;28;16;17;70;29;48;20;10;30;20;10;30;0
2020-03-27 18:30:00;56;32;15;14;61;26;45;20;10;30;20;10;30;0
2020-03-27 18:45:00;41;24;20;16;62;17;35;20;10;30;20;10;30;0
2020-03-27 19:00:00;43;31;12;8;55;15;34;20;10;30;20;10;30;0
2020-03-27 19:15:00;37;19;14;10;47;9;31;20;10;30;20;10;30;0
2020-03-27 19:30:00;29;21;16;12;36;14;29;20;10;30;20;10;30;0
2020-03-27 19:45:00;43;12;18;5;44;16;17;20;10;30;20;10;30;0
2020-03-27 20:00:00;47;14;4;3;38;15;22;20;10;29;20;10;29;0
2020-03-27 20:15:00;28;13;13;2;31;9;21;20;10;31;20;10;31;0
2020-03-27 20:30:00;15;16;5;1;24;7;18;20;10;29;20;10;29;0
2020-03-27 20:45:00;18;13;13;2;30;5;13;20;10;31;20;10;31;0
2020-03-27 21:00:00;18;5;8;5;30;11;15;20;10;30;20;10;30;0
2020-03-27 21:15:00;14;7;6;2;25;7;8;20;10;30;20;10;30;0
2020-03-27 21:30:00;13;4;5;4;25;9;10;20;10;30;20;10;30;0
2020-03-27 21:45:00;12;2;7;3;27;10;7;20;10;30;20;10;30;0
2020-03-27 22:00:00;11;4;7;1;15;4;13;20;10;30;20;10;30;0
2020-03-27 22:15:00;14;8;9;1;24;4;11;20;10;30;20;10;30;0
2020-03-27 22:30:00;10;2;6;2;13;5;8;20;10;30;20;10;30;0
2020-03-27 22:45:00;16;8;7;3;8;2;5;20;10;30;20;10;30;0
2020-03-27 23:00:00;8;2;2;1;15;3;7;20;10;30;20;10;30;0
2020-03-27 23:15:00;7;3;5;3;4;1;3;20;10;30;20;10;30;0
2020-03-27 23:30:00;1;4;3;1;7;3;2;20;10;30;20;10;30;0
2020-03-27 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
