DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-06-20 00:00:00;4;3;3;0;0;6;1;6;1;0;0
2020-06-20 00:15:00;11;2;2;0;0;12;1;12;0;0;0
2020-06-20 00:30:00;6;3;3;0;0;7;1;7;0;0;0
2020-06-20 00:45:00;9;3;2;0;0;8;3;8;0;0;0
2020-06-20 01:00:00;13;6;3;0;0;10;1;10;0;0;0
2020-06-20 01:15:00;3;2;2;0;0;5;0;5;0;0;0
2020-06-20 01:30:00;6;2;0;0;0;4;0;4;0;0;0
2020-06-20 01:45:00;1;2;2;0;0;3;3;2;1;1;0
2020-06-20 02:00:00;4;0;0;0;0;4;0;4;0;0;0
2020-06-20 02:15:00;1;1;1;0;0;7;2;7;0;0;0
2020-06-20 02:30:00;2;1;1;0;0;5;0;5;0;0;0
2020-06-20 02:45:00;1;1;1;0;0;2;0;2;0;0;0
2020-06-20 03:00:00;4;1;1;0;0;3;1;3;0;0;0
2020-06-20 03:15:00;2;0;0;0;0;1;0;1;0;0;0
2020-06-20 03:30:00;4;3;1;0;0;2;1;2;0;0;0
2020-06-20 03:45:00;1;0;0;0;0;3;0;3;1;0;0
2020-06-20 04:00:00;0;1;1;0;0;2;0;2;0;0;0
2020-06-20 04:15:00;1;1;1;0;0;2;0;2;0;0;0
2020-06-20 04:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 04:45:00;5;1;1;0;0;8;3;8;0;0;0
2020-06-20 05:00:00;6;0;0;0;0;9;1;9;0;0;0
2020-06-20 05:15:00;14;0;0;0;0;8;0;8;1;0;0
2020-06-20 05:30:00;19;1;0;0;1;8;1;8;0;1;0
2020-06-20 05:45:00;10;1;1;0;0;13;1;13;0;0;0
2020-06-20 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 06:15:00;17;0;0;0;0;15;1;15;0;0;0
2020-06-20 06:30:00;13;2;2;0;0;14;0;14;0;0;0
2020-06-20 06:45:00;26;1;0;0;1;11;2;11;0;0;0
2020-06-20 07:00:00;30;3;3;0;0;13;3;13;0;0;0
2020-06-20 07:15:00;29;4;3;0;0;24;2;24;0;0;0
2020-06-20 07:30:00;43;0;0;1;1;25;2;25;1;0;0
2020-06-20 07:45:00;43;2;2;0;0;17;5;17;3;0;0
2020-06-20 08:00:00;34;4;1;0;1;27;7;27;2;0;0
2020-06-20 08:15:00;47;4;0;0;0;24;7;24;5;0;1
2020-06-20 08:30:00;57;3;2;0;0;34;9;35;1;2;0
2020-06-20 08:45:00;59;2;2;2;2;35;10;35;2;2;1
2020-06-20 09:15:00;78;3;3;1;1;64;9;64;11;3;2
2020-06-20 09:30:00;87;6;3;0;0;55;19;55;10;1;0
2020-06-20 09:45:00;104;2;0;0;0;61;14;61;14;4;1
2020-06-20 10:00:00;83;1;1;0;0;56;16;55;19;6;5
2020-06-20 10:15:00;110;1;0;1;0;76;24;76;14;6;8
2020-06-20 10:45:00;92;1;2;1;2;105;27;103;22;8;0
2020-06-20 11:00:00;108;2;0;1;2;91;18;90;19;9;1
2020-06-20 11:15:00;99;0;0;0;0;96;17;96;17;8;0
2020-06-20 11:30:00;90;3;2;0;0;100;17;101;18;6;0
2020-06-20 11:45:00;97;3;0;0;2;88;31;87;22;6;2
2020-06-20 12:00:00;75;5;3;1;1;93;22;92;19;9;5
2020-06-20 12:15:00;94;3;1;1;0;88;21;88;13;11;17
2020-06-20 12:30:00;99;3;2;1;0;93;25;94;14;7;2
2020-06-20 12:45:00;89;0;0;0;0;92;11;92;8;3;0
2020-06-20 13:00:00;80;1;1;1;1;79;26;79;16;8;1
2020-06-20 13:15:00;80;3;1;0;0;107;20;109;17;7;0
2020-06-20 13:30:00;100;2;1;0;0;98;22;96;14;13;0
2020-06-20 13:45:00;92;4;1;0;1;95;23;95;17;10;0
2020-06-20 14:00:00;81;3;3;0;0;102;10;102;23;7;0
2020-06-20 14:15:00;95;7;6;0;1;105;16;104;8;7;0
2020-06-20 14:30:00;71;4;2;0;0;100;21;101;14;9;1
2020-06-20 14:45:00;109;4;1;0;1;98;24;98;16;4;0
2020-06-20 15:00:00;89;4;4;0;1;99;16;96;19;4;0
2020-06-20 15:15:00;88;8;7;0;0;93;17;93;13;10;0
2020-06-20 15:30:00;81;0;0;0;0;79;18;79;18;5;0
2020-06-20 15:45:00;86;1;0;0;0;106;16;106;20;7;0
2020-06-20 16:00:00;78;2;3;0;3;98;19;99;26;7;0
2020-06-20 16:15:00;88;3;2;0;1;106;10;106;10;4;0
2020-06-20 16:30:00;82;4;3;0;0;97;14;97;8;1;0
2020-06-20 16:45:00;101;6;2;1;2;95;7;96;5;1;0
2020-06-20 17:00:00;81;3;4;0;1;87;5;87;3;1;0
