DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-09-03 00:00:00;1;5;5;2;0;0;7;0;0
2019-09-03 00:15:00;0;1;9;0;0;1;10;0;0
2019-09-03 00:30:00;2;5;10;1;1;2;9;0;0
2019-09-03 00:45:00;2;6;6;0;0;0;3;0;0
2019-09-03 01:00:00;4;3;6;1;0;0;4;0;0
2019-09-03 01:15:00;0;0;2;0;0;0;7;0;0
2019-09-03 01:30:00;2;1;5;0;0;0;4;0;0
2019-09-03 01:45:00;1;2;3;0;0;0;1;0;0
2019-09-03 02:00:00;0;0;0;0;0;0;0;0;0
2019-09-03 02:15:00;0;4;6;2;0;0;3;0;0
2019-09-03 02:30:00;2;2;2;0;0;0;0;0;0
2019-09-03 02:45:00;0;2;3;0;0;1;1;0;0
2019-09-03 03:00:00;0;1;5;0;0;0;6;0;0
2019-09-03 03:15:00;2;4;4;1;0;0;1;0;0
2019-09-03 03:30:00;1;0;2;0;0;0;2;0;0
2019-09-03 03:45:00;1;3;5;0;0;0;2;0;0
2019-09-03 04:00:00;5;4;7;0;0;0;4;0;0
2019-09-03 04:15:00;3;2;5;1;0;0;2;0;0
2019-09-03 04:30:00;4;5;9;2;0;1;6;0;0
2019-09-03 04:45:00;4;11;14;3;1;1;7;0;0
2019-09-03 05:00:00;6;12;26;2;2;3;21;0;0
2019-09-03 05:15:00;18;8;32;4;3;8;38;0;0
2019-09-03 05:30:00;7;14;33;6;5;9;54;0;0
2019-09-03 05:45:00;21;29;43;26;12;13;61;0;0
2019-09-03 06:00:00;22;17;40;20;8;6;30;0;0
2019-09-03 06:15:00;18;26;49;26;16;16;57;0;0
2019-09-03 06:30:00;30;32;62;29;23;34;102;1;1
2019-09-03 06:45:00;40;34;64;17;16;34;113;4;2
2019-09-03 07:00:00;33;44;64;23;19;21;89;0;16
2019-09-03 07:15:00;46;51;85;23;13;15;103;2;15
2019-09-03 07:30:00;36;44;74;29;17;23;131;1;14
2019-09-03 07:45:00;46;51;86;22;17;23;99;4;28
2019-09-03 08:00:00;56;45;95;16;17;14;96;8;15
2019-09-03 08:15:00;46;36;84;23;14;13;96;0;19
2019-09-03 08:30:00;35;40;73;22;11;6;75;2;21
2019-09-03 08:45:00;36;44;80;19;12;5;89;4;6
2019-09-03 09:00:00;31;37;58;18;13;7;46;3;5
2019-09-03 09:15:00;32;29;54;33;10;5;59;3;8
2019-09-03 09:30:00;34;50;69;18;9;11;86;1;13
2019-09-03 09:45:00;25;41;71;28;11;5;71;4;3
2019-09-03 10:00:00;30;40;58;22;9;3;69;1;6
2019-09-03 10:15:00;31;39;56;18;5;8;58;2;8
2019-09-03 10:30:00;35;40;68;15;9;2;72;6;3
2019-09-03 10:45:00;32;48;65;14;6;3;60;4;2
2019-09-03 11:00:00;42;51;79;14;8;6;73;5;13
2019-09-03 11:15:00;31;56;73;20;10;7;74;3;3
2019-09-03 11:30:00;43;59;76;24;11;3;51;19;15
2019-09-03 11:45:00;27;30;54;11;8;6;71;4;25
2019-09-03 12:00:00;34;41;75;15;7;7;69;15;4
2019-09-03 12:15:00;36;53;66;14;11;2;55;17;4
2019-09-03 12:30:00;40;48;72;62;4;6;58;3;1
2019-09-03 12:45:00;35;33;67;14;7;9;66;4;13
2019-09-03 13:00:00;44;41;69;18;11;6;80;8;19
2019-09-03 13:15:00;34;42;76;14;8;5;68;0;18
2019-09-03 13:30:00;52;50;85;16;3;6;103;0;28
2019-09-03 13:45:00;24;42;68;18;10;2;80;7;7
2019-09-03 14:00:00;37;63;82;26;10;8;63;7;8
2019-09-03 14:15:00;67;77;112;26;9;1;73;3;5
2019-09-03 14:30:00;42;63;84;36;10;3;78;5;0
2019-09-03 14:45:00;55;73;107;23;8;2;82;13;24
2019-09-03 15:00:00;43;72;103;27;6;10;68;9;6
2019-09-03 15:15:00;51;76;103;31;7;2;82;5;8
2019-09-03 15:30:00;59;80;115;38;10;2;74;9;7
2019-09-03 15:45:00;66;85;116;40;8;6;93;10;2
2019-09-03 16:00:00;63;82;115;42;11;8;101;6;6
2019-09-03 16:15:00;76;92;133;34;10;3;74;4;8
2019-09-03 16:30:00;79;99;151;45;11;10;100;3;2
2019-09-03 16:45:00;71;81;118;47;12;5;100;18;2
2019-09-03 17:00:00;73;84;135;44;10;6;105;6;11
2019-09-03 17:15:00;73;106;148;38;9;8;98;3;5
2019-09-03 17:30:00;45;67;89;36;10;7;93;9;16
2019-09-03 17:45:00;50;63;88;39;11;7;83;5;9
2019-09-03 18:00:00;38;59;83;29;14;7;70;5;22
2019-09-03 18:15:00;50;60;96;20;13;3;60;0;3
2019-09-03 18:30:00;49;54;66;21;8;9;74;7;22
2019-09-03 18:45:00;47;35;63;20;8;5;69;2;6
2019-09-03 19:00:00;38;35;63;8;7;4;50;0;0
2019-09-03 19:15:00;33;30;55;9;6;6;52;1;2
2019-09-03 19:30:00;30;29;50;23;10;5;58;4;0
2019-09-03 19:45:00;17;16;36;11;8;6;55;42;1
2019-09-03 20:00:00;28;33;56;8;7;2;59;5;1
2019-09-03 20:15:00;22;30;42;7;5;3;45;1;55
2019-09-03 20:30:00;23;22;40;3;2;1;50;4;0
2019-09-03 20:45:00;29;22;41;6;6;6;33;0;1
2019-09-03 21:00:00;18;30;43;5;4;3;38;3;3
2019-09-03 21:15:00;15;24;44;11;8;4;38;8;3
2019-09-03 21:30:00;18;23;40;6;4;2;40;1;0
2019-09-03 21:45:00;17;22;44;7;4;0;34;0;3
2019-09-03 22:00:00;18;23;35;8;4;2;25;0;10
2019-09-03 22:15:00;12;21;26;7;5;1;16;0;2
2019-09-03 22:30:00;7;18;23;6;4;0;18;0;0
2019-09-03 22:45:00;7;13;19;2;2;0;23;0;0
2019-09-03 23:00:00;8;7;13;1;1;0;12;0;0
2019-09-03 23:15:00;7;8;15;0;0;0;9;0;0
2019-09-03 23:30:00;6;9;15;7;3;1;18;0;0
2019-09-03 23:45:00;4;9;12;1;0;1;9;0;0
